	Title	Address1	Latitude	Longitude
326	Bán nhà Minh Khai, Hai Bà Trưng, 40 m 5 tầng - KINH DOANH CÁI GÌ CŨNG TỐT - NHỈNH 4 TỶ	Minh Khai, Hai Bà Trưng	20.9959104	105.8576533
327	?NHÀ VUÔNG - MỚI ĐẸP - GẦN MẶT TIỀN- HẺM NHỰA -5.35 TỶ	đường và phần vị trí khác		
328	BÁN NHÀ CUỐI ĐƯỜNG ĐỒNG KHỞI,GẦN CÂY XĂNG 26, THỔ CƯ 100%,GIÁ 1TỶ050TR	Biên Hòa	10.9574128	106.8426871
329	Bán nhanh siêu phẩm Hoàng Cầu, Đống Đa 45m2x5T - ăn ngủ nghỉ sướng - giá 4,9 Tỷ.	Hà Nội	21.0277644	105.8341598
330	Cần bán nhà phố Đại La, Hai Bà Trưng, 5 T, 7 phòng cho thuê, DT 200 tr/năm với giá 2.98 tỷ	Đại La - Hai Bà Trưng - Hà Nội, -Dự án-	20.9967983	105.8459272
331	Cực hiếm Bạch Mai, Hai Bà Trưng 41m, mặt tiền 5m nhỉnh 3 tỷ, ngõ thông, kinh doanh	Bạch Mai - Hai Bà Trưng - Hà Nội	21.0008143	105.8517814
332	Bán gấp 50m2x5T Giảng Võ, Đống Đa kinh doanh, ô tô chỉ 5,5 Tỷ.	Hà Nội	21.0277644	105.8341598
333	Bán nhà phố Hoàng Hoa Thám, Ba Đình ô tô đỗ cửa, tiện kinh doanh 5 tầng 37m2 giá 5.5 tỷ	phố Đội Cấn, Phường Ba Đình, Quận Ba Đình	21.0353362	105.8238927
334	Bán nhà phố Hào Nam, Đống Đa, gần phố, ở ngay 5 tầng 42 m2 giá 7.6 tỷ	Hào Nam, Đống Đa	21.0252222	105.8272153
335	BÁN NHÀ SHR thổ cư đường ô tô 109M2 (P.TÂN HIỆP) chỉ 3,290 tỉ	Tân Hiệp, TP Biên Hòa	10.9656045	106.866728
336	Bán nhà 128m2 SHR thổ cư đường ô tô (P. Tân Vạn) chỉ 2,6 tỉ	đường ô tô, Phường Tân Vạn	10.9117711	106.8272458
337	TÂN LẠC ( ĐẠI LA ) - HAI BÀ TRƯNG - KINH DOANH SẦM UẤT - ĐI BỘ BÁCH KINH XÂY - SIÊU HIẾM SIÊU ĐỘC	Ngõ Tân Lạc, ngã tư Vọng, Trần Đại Nghĩa, Quận Hai Bà Trưng	20.9998093	105.845367
338	HAI MẶT HẺM XE HƠI – KHU K300 - TÂN BÌNH - GIÁ NHỈNH 6 TỶ.	Khu K300, Quận Tân Bình	10.7988174	106.6509106
339	NHÀ SIÊU ĐẸP NAM TỪ LIÊM - MỸ ĐÌNH - 4.8 TỶ - 32M2 - FULL NỘI THẤT - NHÀ MỚI TINH - SỔ NỞ HẬU.	Nam Từ Liêm, Quận Mỹ Đình	21.0256221	105.7677817
340	TÔN THẤT TÙNG -TRUNG TÂM ĐỐNG ĐA - 2.25 TỶ - 30M2 (60) - SIÊU HIẾM CĂN HỘ TẬP THỂ TẦNG 1 ĐỐI DIỆN TRƯỜNG ĐẠI HỌC Y	ngõ 6 Tôn Thất Tùng, Quận Đống Đa	21.0055975	105.8300806
341	MẶT TIỀN KINH DOANH – KHU K300 – VIP TÂN BÌNH – CHỈ NHỈNH 5 TỶ.	Hoàng Hoa Thám, Quận Tân Bình	10.8027732	106.6475377
342	LAN BÁ ( TRUNG PHỤNG ) - ĐỐNG ĐA - 2.9 TỶ - 36M2 - 4 TẦNG CHẮC CHẮN - BA GÁC VÀO TẬN NHÀ - MẶT TIỀN QUYỀN LỰC	Trung Phụng	21.0151077	105.8385705
343	TRẦN QUÝ CÁP ( VĂN MIẾU ) - ĐỐNG ĐA - 1.65 TỶ - 12M2 - 5 TẦNG - HÀNG NÓNG BỎNG TAY - ĐẦY ĐỦ CÔNG NĂNG - NỘI THẤT LUNG LINH	Đồng Đa	21.0180725	105.8299495
344	LƯƠNG SỬ ( VĂN CHƯƠNG ) - ĐỐNG ĐA - 3.8 TỶ - 28M2 - 5 TẦNG - TRUNG TÂM ĐỐNG ĐA - MẶT NGÕ NÔNG - 20M Ô TÔ TRÁNH	mặt ngõ Nông, quận Đống Đa	21.0180725	105.8299495
345	LƯƠNG SỬ ( VĂN CHƯƠNG ) - ĐỐNG ĐA - 3.8 TỶ - 28M2 - 5 TẦNG - TRUNG TÂM ĐỐNG ĐA - MẶT NGÕ NÔNG - 20M Ô TÔ TRÁNH	Mặt ngõ Nông, Quận Đống Đa	21.0180725	105.8299495
346	LAN BÁ ( TRUNG PHỤNG ) - TRUNG TÂM ĐỐNG ĐA - 4.5 TỶ - 37M2 - 5 TẦNG CHẮC CHẮN - SÁT PHỐ CỔ - DẪN LÀ CHỐT	Đồng Đa	21.0180725	105.8299495
347	LÁNG ( LÁNG THƯỢNG ) - ĐỐNG ĐA - 3.65 TỶ - 23M2 - LÔ GÓC - THOÁNG SÁNG - NGÕ RỘNG 3M - KINH DOANH NHỎ	Ngõ 1194, Chùa Láng	21.0229651	105.801254
348	SÁT QUẬN 1 - HẺM 8M - 74M2 NGANG GẦN 5M - NHÀ VIEW THOÁNG CÁC MẶT - XE HƠI VÀO NHÀ	NGUYỄN CỬU VÂN		
349	VĂN CHƯƠNG - ĐỐNG ĐA - 2.65 TỶ - 17M2 - 5 TẦNG - 20M RA PHỐ - NHỈNH 2 TỶ MẶT NGÕ KINH DOANH SẦM UẤT	Văn Chương, Đống Đa	21.022491	105.8371026
350	PHÁO ĐÀI LÁNG ( LÁNG THƯỢNG ) - SIÊU PHẨM ĐỐNG ĐA - 5.6 TỶ - 32M2 - NGÕ NÔNG HAI THOÁNG - NỘI THẤT ĐẲNG CẤP - NHÀ MỚI KÍNH KOONG - CHỦ CỰC THIỆN CHÍ	Đống Đa	21.0180725	105.8299495
351	TRƯỜNG CHINH ( NGÃ TƯ SỞ ) - ĐỐNG ĐA - 1.98 TỶ - 13M2 - 4 TẦNG - 3 BƯỚC RA MẶT PHỐ - KINH DOANH TỐT	Ngã Tư Sở, Trường Chinh	21.0024158	105.8225978
352	LÁNG ( THỊNH QUANG ) - ĐỐNG ĐA - 3.65 TỶ - 30M2 - HIẾM NHỈNH 3 TỶ TRUNG TÂM ĐỐNG ĐA - MẶT NGÕ - NHÀ ĐẸP Ở NGAY	Thịnh Quang	21.0083647	105.8180219
353	NGÕ CHỢ KHÂM THIÊN ( TRUNG PHỤNG ) - TRUNG TÂM ĐỐNG ĐA - 3.7 TỶ - 35M2 - NHÀ DÂN XÂY CHẮC CHẮC - NỘI THẤT LUNG LINH - NGÕ RỘNG	đường Khâm Thiên, Trung Phụng, Đống Đa	21.0190085	105.8380844
354	THỔ QUAN - TRUNG TÂM ĐỐNG ĐA - 4 NGỦ - ĐẦY ĐỦ CÔNG NĂNG - 3.6 TỶ - 30M2	Phố ngõ 1		
355	VĂN CHƯƠNG - ĐỐNG ĐA - 5.7 TỶ - 42M2 - MỘT BƯỚC RA HỒ VĂN CHƯƠNG - NHÀ ĐẸP NGÕ RỘNG - LÔ GÓC HAI THOÁNG - NỘI THẤT LUNG LINH - SỔ ĐỎ NỞ HẬU - GIÁ CHỐT BẤT NGỜ	ngõ 190 hoặc 138 Văn Chương, phường Đống Đa	21.022491	105.8371026
356	LỆNH CƯ ( THỔ QUAN ) - TRUNG TÂM ĐỐNG ĐA - 4.8 TỶ - 32M2 - BA GÁC CHẠY QUANH NHÀ - BA MẶT NGÕ - LÔ GÓC BA THOÁNG - NĂM TẦNG KIÊN CỐ - GIÁ CHỐT LINH HOẠT	Lánh Cư, Quận Đống Đa	21.0180725	105.8299495
357	KHU VIP ĐƯỜNG D - HẺM ÔTÔ 63.5M2 - 5TẦNG - 5PN 6WC - VIEW PHÁO HOA LANDMARK 81	Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP. HCM	10.7990532	106.7223742
358	BGI - Nhận nhà ở ngay – Sinh lợi liền tay! Cam kết thuê lại với mức sinh lời cực khủng!	Đường Hoàng Quốc Việt, phường An Đông, Thành Phố Huế	16.4610875	107.6185103
359	SIÊU PHẨM THÁI HÀ, PHỐ VÍP ĐỐNG ĐA, LÔ GÓC, KINH DOANH, 30M Ô TÔ TRÁNH GIÁ NHỈNH 2 TỶ	phố Thái Hà, Phường Đống Đa	21.0129882	105.820014
360	Cần bán nhà 1 trệt 1 lầu có 10 phòng, P. Linh Xuân Thủ Đức, dt 180m², giá 5,4 Tỷ	Đường Số 3, Phường Linh Xuân, Quận Thủ Đức, TP HCM	10.8758506	106.7660237
361	Mặt phố Trung Kính, CG, vị trí đẹp, kinh doanh sầm uất, DT 196m, MT 5m/36m, 36.5 tỷ	Mặt phố Trung Kính	21.0168067	105.7940437
362	bán Nhà 5 Tầng đường Quang Trung, Phường Hiệp Phú, Diện tích 109m², Giá 13.5 Tỷ	Đường Quang Trung, Phường Hiệp Phú, Quận 9, TP HCM	10.8436995	106.7731967
363	Ngộp thở bán nhà mặt tiền 3 phòng ngủ ở Bình Chánh đã có sổ	Bình Chánh	10.6630417	106.5672462
364	BÁN NHÀ HỒNG TIẾN, LONG BIÊN, 86M, MT 4.5m, Ô TÔ THÔNG, 6 TỶ 75	Long Biên	21.0186765	105.884813
365	Bán Nhà Trần Quang Diệu, Nhà Mới, Thang Máy, View Vườn Hoa, Ô Tô, dt 60m2*6T, chỉ 16,5 Tỷ	Ngõ 1D	21.0169948	105.8266333
366	Nhà Bình Thạnh, Võ Duy Ninh, Ngang 4.3 x18, Nhà Nát, Đất 62 tr.m2, Giảm 200 tr, Chỉ 4.X Tỷ.	Võ Duy Ninh		
367	Nhà Mặt Tiền Kinh Doanh Đa Ngành, Nguyễn Thượng Hiền, Bình Thạnh, Ngang 4 x 20, 3 Tầng, Sổ Vuông, Nhỉnh 14 tỷ	Nguyễn Thượng Hiền, Phường 6, Bình Thạnh	10.8083167	106.6841841
368	Bán CCMiNi 79m2X8T- 18 phòng tại Trần Phú- Hà Đông- Ô Tô đỗ cửa- Dòng tiền 1tỷ/Năm- Giá 13 tỷ	Hà Đông	20.955835	105.7563658
369	TOÀ CHUNG CƯ MINI MẶT NGÕ PHẠM VĂN ĐỒNG 37M2 x 5 TẦNG XÂY MỚI - 9 PHÒNG KHÉP KÍN FULL ĐỒ	Phạm Văn Đồng		
370	QUÁ HIẾM - 7 TẦNG THANG MÁY LÔ GÓC 2 BAN CÔNG TRƯỚC SAU - NGÕ THÔNG KINH DOANH - OTO NHỎ QUA NHÀ - XÂY KHUNG CỘT CHẮC CHẮN - FULL NỘI THẤT NHẬP KHẨU	Mỹ Đình	21.0256221	105.7677817
371	Ô tô ngủ trong nhà Nghĩa Phát, Phường 6 Tân Bình 64m2 không quy hoạch 5,5 tỷ 0977943598	Ô tô ngủ trong nhà, Phường 6, Quận Tân Bình	10.7837883	106.6582557
372	8T thang máy, Mặt phố Thanh Xuân, doanh thu 1.6 tỷ/ năm, DT 90m, Lô góc, MT 5.4m, 35 tỷ	đường Vũ Trọng Phụng, Quận Thanh Xuân	20.999591	105.8081092
373	THỔ QUAN - TRUNG TÂM ĐỐNG ĐA - BA GÁC TRÁNH - NHỎ XINH BA NGỦ - 2.85 TỶ - 28M2 - NỘI THẤT LUNG LINH	Tổ Quan, Quận Đống Đa	21.0100908	105.8264782
374	KIM MÃ - BA ĐÌNH - 22M2 - 2.8 TỶ - GỐC LÕI BA ĐÌNH - GẦN PHỐ GẦN Ô TÔ - TẦM TIỀN NHIỀU KHÁCH - HAI THOÁNG TRƯỚC SAU	đường Kim Mã, Quận Ba Đình	21.030533	105.8172308
375	Nhà Linh Đông, dts 60m, HXH, giá chỉ 3 tỷ 2 TL.	LINH TRUNG	10.8637312	106.7794935
376	Bán nhà 54m2 SHR thổ cư đường ô tô (P.Long Bình) chỉ 2 tỉ	đường ô tô, Phường Long Bình	10.93909	106.8844884
377	BÁN NHÀ HXH THẠCH LAM, TÂN PHÚ - 3 TẦNG BTCT - 64M2 SỔ A4 - Ở NGAY - CHỈ 4.9 TỶ	Luỹ Bán Bích, Quận Tân Phú	10.7766943	106.6341303
378	Bán nhà 5 tầng có thang máy kinh doanh tốt tuyến 2 Thế Lữ, Hạ Lý, Hồng Bàng, Hải Phòng giá 9,8 tỷ	Thế Lữ, Hạ Lý, Hồng Bàng, Hải Phòng	20.8581226	106.6745848
379	TẶNG TOÀN BỘ NỘI THẤT CAO CẤP - NHÀ MỚI ĐẸP VÀO Ở NGAY - CHỈ 6.2 TỶ.	Nguyễn Duy Cung, Quận Gò Vấp	10.8390328	106.6426377
380	BGI - Nhận nhà ở ngay – Sinh lợi liền tay! Cam kết thuê lại với mức sinh lời cực khủng!	Đường Hoàng Quốc Việt, phường An Đông, thành phố Huế	16.4610875	107.6185103
381	Mặt tiền Kinh Doanh khu Bàu Cát – 56m2 – sổ vuông đẹp – giá 12 tỷ.	Kinh Doanh khu Bàu Cát	10.7918013	106.6439464
382	Trung Tâm Bàu Cát – Mặt tiền kinh doanh đỉnh – 56m2 – giá 12 tỷ.	Trung Tâm Bàu Cát		
383	HIẾM NGANG KHỦNG 6M-NHÀ MỚI ĐẸP Q8-DÒNG TIỀN 18 TRIỆU-GIÁ 6.5 TỶ	Quận 8, Hồ Chí Minh	10.7240878	106.6286259
384	Bán Nhà Quận 6 - Nhà Mới 3PN - 46M - Hẻm Ba Gác - Nhỉnh 3TỶ	Thành phố Hồ Chí Minh	10.8230989	106.6296638
385	Bán biệt thự ven sông Hàn gần 300m2 khu Nam Việt Á, 0906535828	Thành phố Đà Nẵng	16.0544068	108.2021667
386	Nhà P12 Q5, khu Võ Trường Toản.	12F		
387	Nhà đẹp Tạ Quang Bửu dt45m2x5t giá 5.3 tỷ ô tô Kinh doanh	Tạ Quang Bửu - Hai Bà Trưng - Hà Nội	21.002208	105.8466245
388	Bán nhà phân lô quân đội 41m2x4T Lê Trọng Tấn, Thanh Xuân 2 thoáng ở sướng hơn 5 Tỷ.	Hà Nội	21.0277644	105.8341598
389	Bán nhà 3 tầng 62m2 ô tô đỗ cửa Nguyễn Trung Thành, Hùng Vương, Hồng Bàng, Hải Phòng giá 2,3 tỷ	Nguyễn Trung Thành, Hùng Vương, Hồng Bàng, Hải Phòng	20.8736193	106.6344598
390	NHÀ ĐẸP NGAY NGÃ 3 LA THÀNH, HÀO NAM, GIẢNG VÕ, 50M 6 TẦNG CHỈ 5 TỶ MẶT TIỀN TRÊN 5M CÁCH 1 NHÀ RA PHỐ RA Ô TÔ	Giảng Võ, Hào Nam	21.0252222	105.8272153
391	Một căn duy nhất 40m2x4T La Thành, Ô Chợ Dừa - Đống Đa - Nhà đẹp, ở sướng hơn 5 Tỷ ( Có TL )	Hà Nội	21.0277644	105.8341598
392	Chính chủ Bán gấp nhà Phố Hoàng Cầu 55m2x4 tầng, đường oto tránh, vừa ở vừa KD chỉ 13,9 tỷ	Phố Hoàng Cầu, Quận Đống Đa	21.0164782	105.8227056
393	Bán nhà 1 lầu hẻm 1 sẹt gần mặt tiền Phạm Thế Hiển Phường 4 Quận 8 - LH: 0933862860 Sương	đường Phạm Thế Hiển, Phường 4, Quận 8	10.7450756	106.675835
394	Bán nhà mới 1 lầu hẻm 5m 314 Âu Dương Lân Phường 3 Quận 8 - LH: 0933862860 Sương	314 Âu Dương Lân, Phường 3, Quận 8	10.741667	106.6832247
395	Gò Vấp Bùi Quang Là Phường 12, nhà C4 HXH, 82m2, chỉ 5.9 tỷ	Bùi Quang Là	10.8351606	106.6394244
396	KHƯƠNG TRUNG 34M 5T 3N FULL NỘI THẤT 15M RA Ô TÔ CHỈ 4,35 TỈ - THANH XUÂN	Phố Khương Trung, Quận Thanh Xuân	20.9996942	105.8209239
397	Chính Chủ Cần Bán Gấp Nhà Đẹp Trần Thái Tông - 35m2 - 5T - MT 3m2 Full Nội Thất - 4,12 tỷ (có thương lượng)	Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội	21.031792	105.7884835
398	Chủ tặng nội thất sịn mua căn nhà mặt tiền số giáp Tên Lửa Bình Tân 64m2 nhỉnh 5 tỷ xíu.	số giáp Tên Lửa, Phường Bình Tân	10.7478829	106.6118492
399	Bán nhà 2 lầu hẻm xe hơi 6m đường Tám Danh Phường 4 Quận 8	đường Tám Danh, Phường 4, Quận 8	10.7396113	106.6713371
400	MẶT TIỀN SIÊU KINH DOANH - 45M2- 4TẦNG - VỊ TRÍ ĐẮC ĐỊA KINH DOANH ĐA NGÀNH	Đường Đặng Văn Ngữ, Phường 14, Quận Phú Nhuận, TP. HCM	10.7928047	106.6682924
401	Hẻm xe hơi đổ cửa - nhà đẹp full nội thất 2 tầng - 3tỷ hơn xíu	Đường Số 59, Phường 14, Quận Gò Vấp, TP. HCM	10.8536297	106.6515948
402	HXH ĐỖ CỬA - NGAY CHỢ ÔNG ĐỊA - CHỦ CỰC GẤP BÁN - ĐỤNG LÀ RỤNG.	Lý Thường Kiệt		
403	????NHÀ ĐẸP 4 TẦNG 4PN -2 MẶT HẺM TRƯỚC SAU CỰC MÁT-4 TỶ 4 - QUANG TRUNG QUẬN GÒ VẤP	Gò vấp tp hcm	10.8386779	106.6652904
404	Nhà đẹp, giá rẻ Lê Văn Thọ Phường 11 Gò Vấp, 42m2, 4 tầng chỉ 5.2 tỷ	Lê Văn Thọ	10.8455819	106.6570168
405	SIÊU HOT !! Nhà 40m2 Phạm Ngọc Thạch, Đống Đa - Mt 5m - 2 thoáng - ở sướng - chỉ 3.5 Tỷ.	Hà Nội	21.0277644	105.8341598
406	Bán nhà 4 tầng 48m2 đô thị Himlam, Hùng Vương, Hồng Bàng giá 2,9 tỷ	Himlam, Hùng Vương, Hồng Bàng, Hải Phòng	20.8711952	106.6411591
407	Toà nhà văn phòng mặt phố Đống Đa, 65m x 7tầng, mặt tiền 7.5m, nở hậu, thông sàn	Đống Đa	21.0180725	105.8299495
408	CẦN TÌM CHỦ MỚI KHU VIP( 8X18M= 144M2). THÕA MÃN HẾT NHU CẦU.	K212 Thoại Ngọc Hầu, Phú Trung, Tân Phú, HCN	10.7829125	106.6374438
409	BGI - Nhận nhà ở ngay – Sinh lợi liền tay! Cam kết thuê lại với mức sinh lời cực khủng!	Đường Hoàng Quốc Việt, Phường An Đông, Thành Phố Huế	16.4610875	107.6185103
410	Bán hoặc cho thuê nhà MT khu tái định cư Vĩnh Lộc B, DT: 4x12m, 3 lầu, giá: 5.7 tỷ	đường Số 5, khu tái định cư Vĩnh Lộc B, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	10.8063311	106.6028851
411	Bán hoặc cho thuê nhà MT khu tái định cư Vĩnh Lộc B, DT: 4x12m, 3 lầu, giá: 5.7 tỷ	đường Số 5, khu tái định cư Vĩnh Lộc B, Quận Bình Tân, Thành phố Hồ Chí Minh	10.8063311	106.6028851
412	NGANG KHỦNG 6M ( 6x14.2m), 2 MẶT TIỀN ĐƯỜNG, KDC NAM LONG BÌNH TÂN, 2 TẦNG 4 PHÒNG, NHỈNH 4 TỶ	Khu Dân Cư Nam Long, Bình Tân	10.7220243	106.6085354
413	NHÀ HỒ HỌC LÃM BÌNH TÂN, HẺM XE TẢI, 2 TẦNG 48M2, NHỈNH 3 TỶ	Hồ Ngọc Lãm, An Lạc, Quận Bình Tân	10.7227658	106.6110909
414	MẶT TIỀN KINH DOANH - 61M2 - NHÀ MẶT TIỀN GIÁ HẺM	Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, TP. HCM	10.809109	106.6965536
415	Cho thuê mbkd Nguyễn Viết Xuân, Thanh Xuân 68m 10tr	Hà Nội	21.0277644	105.8341598
416	BÁN NHÀ LÂM HẠ, 100M, MT 8m, VIEW VƯỜN HOA, Ô TÔ, KINH DOANH, 18 TỶ 9	Long Biên	21.0186765	105.884813
417	Bán nhà phố Nguyễn Tuân, Thanh Xuân 79m, 7 tầng, mt 5.2m.Giá: 25 tỷ	Hà Nội	21.0277644	105.8341598
418	Ngộp thở bán nhà mặt tiền 3 phòng ngủ ở Bình Chánh đã có sổ	Bình Chánh	10.6630417	106.5672462
419	Bán nhà sát đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Lê Gia 0854372313	đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú	10.771561	106.6278946
420	Bán nhà hàng tiệc cưới đường LÊ VĂN QUỚI, DT: 37x55m, 6 lầu, giá: 350 tỷ TL Liên Hệ Ngay	đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	10.7759904	106.6134613
421	???????? GẤP GẤP NGỘP BANK - ĐƯỜNG TÂN THÀNH QUẬN TÂN PHÚ - SÁT MẶT TIỀN - 6 PHÒNG NGỦ- Lê Gia : 0854372313	đường Tân Thành, Phường Tân Thành, Quận Tân Phú	10.7870231	106.6389709
422	Sở hữu ngay biệt thự siêu sang chỉ 6,2 tỷ đồng	KĐT centa Vsip, Phù Chẩn, tp Từ Sơn, Bắc Ninh	21.0746682	105.972411
423	Sở hữu ngay biệt thự siêu sang chỉ 6,2 tỷ đồng	KĐT centa Vsip, Phù Chẩn, tp Từ Sơn, Bắc Ninh	21.0746682	105.972411
424	Bán nhà mới 1 lầu gần mặt tiền đường Hưng Phú P.8 Quận 8 - LH: 0933862860 Sương	Hưng Phú, Phường 8, Quận 8	10.750095	106.6788926
425	Bán nhà phố Bồ Đề 73m, 4 tầng, mt 6,6, hơn 12 tỷ.	Bồ Đề, Long Biên, Hà Nội	21.0371784	105.8730678
426	AN CƯ LẠC NGHIỆP !!! BÁN NHÀ GẦN CÂY XĂNG 26, GIÁ CHỈ 1TỶ050 , 3 PHÒNG NGỦ	Biên Hòa	10.9574128	106.8426871
427	????CẦN BÁN NHÀ NÁT - Mặt tiền đường bờ bao HTX phong phú thích hợp ở	33 đường bờ bao HTX phong phú, xã phong phú huyện Bình Chánh TPHCM	10.6979795	106.6578995
428	CHỦ NGỘP QUÁ GIẢM HẲN 1 TỶ , NHÀ 110M2 , ngang khủng 8M GIÁ CHỈ CÒN 4T	nguyễn văn tăng, quận 9 , tp hồ chí minh	10.84313	106.8192136
429	Bán nhà Q 12 giá 3 tỷ 3	41/		
430	Bán nhà phố Tô Vĩnh Diện, phân lô, sát phố, ngõ thông, có vỉa hè, tiện kinh doanh 6 tầng 60m2 giá 13.1 tỷ	Tô Vĩnh Diện, Thanh Xuân	20.9996942	105.8209239
431	Dự Án BGI Topazdowntown - Nhận nhà ở ngay – Sinh lợi liền tay! Cam kết thuê lại với mức sinh lời cực khủng!	Thượng Đình	20.9982287	105.8166474
432	Rẻ, Hiếm Mặt Phố Thượng Đình, TX, 7T thang máy, DT 165m, MT 7.7m, doanh thu 1.2 tỷ/ năm	Số 32, Ngõ 253, Phố Thúy Lĩnh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội	20.9779741	105.8918904
433	CHÍNH CHỦ KHÔNG QUA TRUNG GIAN CẦN BÁN GẤP NGÔI NHÀ TẠI PHỐ THUÝ LĨNH, HOÀNG MAI, HÀ NỘI.	Phố Thuý Linh, Hoàng Mai, Hà Nội	20.9779741	105.8918904
434	HIẾM! NGANG 5M - KHU BÀU CÁT – XE HƠI ĐỖ CỬA - 60M2 – GIÁ CHƯA TỚI 100TR/M2.	Rua 2, Hương lộ 2, Bình Trị Đông, Tân Hòa Đông	10.7732119	106.621259
435	BÁN NHÀ HXH BÌNH TRỊ ĐÔNG, BÌNH TÂN - 100M2 5 TẦNG BTCT - NHÀ MỚI Ở NGAY - CHỈ 5 TỶ	Võng Thị, Tây Hồ	21.0516835	105.8112908
436	NHÀ ĐẸP 38M2, LÔ GÓC, Ô TÔ VÀO TẬN CỬA, GẦN BÃI ĐỖ XE – VÕNG THỊ, TÂY HỒ - 5.25 TỶ	đường Võng Thị, Tây Hồ	21.0516835	105.8112908
437	NHÀ MẶT TIỀN ĐƯỜNG CÓ VỈA HÈ KDC NAM LONG BÌNH TÂN, 2 TẦNG (4x13m), 3 PHÒNG NGỦ, CHỈ 3.x TỶ	đường CÓ VỈA HÈ KDC Nam Long Bình Tân	10.9012444	106.8526661
438	HIẾM ƠI LÀ HIẾM! GIÁ CHƯA TỚI 100TR/M2 CÓ NGAY NHÀ NGANG 5M KHU BÀU CÁT.	Khu Bàu Cát	10.7918013	106.6439464
439	Bán đất mặt tiền đình phong phú( rộng 12m)	đường Đình Phong Phú	10.8369642	106.7814925
440	GÒ VẤP, BÁN CHDV LÊ ĐỨC THỌ 4 TẦNG 15P, DT 4 x 23m 120m2, CHỈ 8.3 TỶ	Lê Đức Thọ, phường 16, quận Gò Vấp, tp.HCM	10.8489499	106.6663471
441	Cần bán căn nhà tại phố Vương Thừa Vũ nhà đẹp ở ngay 65m2 4 tầng giá chỉ 5.9 tỷ.	188 phố Vương Thừa Vũ, Quận Thanh Xuân, Hà Nội	20.9956077	105.8220279
442	Bán nhà 2 tầng ko lộ giới Hương Lộ 2 - cạnh Bệnh viện Bình Tân - 60m2 - nhỉnh 3 tỷ.	Hương Lộ 2, Quận 6, Quận 10, Quận 11, Bình Chánh, Long An	10.7670756	106.6075906
443	HẺM XE TẢI - ÂU CƠ – GẦN BV TÂN PHÚ - GIÁ NHỈNH 90TR/M2.	Âu Cơ, Phường 9, Quận Tân Bình	10.7725992	106.6494858
444	???? Bán nhà phố Bồ Đề 30m2, 6 tầng, mt 3,5m, 4.65 tỷ. ????	Quận Long Biên, Hà Nội	21.0548635	105.8884966
445	Bán nhà 2 lầu, trung tâm Q7, Đ.Lê Văn Lương, P.Tân Quy, TP.HCM	271/.. Đường Lê Văn Lương, Phường Tân Quy, Quận 7, TP. HCM	10.7438651	106.7043106
446	Bán nhà riêng Lũy Bán Bích, Tân Phú, Hồ Chí Minh 60m2 (4,4m x 14), giá nhỉnh 4 tỷ 5.	đường Lũy Bán Bích, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh	10.7641175	106.6323898
447	Bán nhà mặt phố Ái Mộ, Long Biên 59m2, 3 tầng, mt 3,3m, nhỉnh 11 tỷ.	Ái Mộ, Long Biên	21.0404889	105.8735636
448	HXT ÔNG ÍCH KHIÊM QUẬN 11, 5 TẦNG, 6 PHÒNG NGỦ	Ống Ích Khiêm, Quận 11	10.7660861	106.644414
449	GIÁ TỐT TÂN BÌNH, 50M2, CHỈ 4,2 TỶ, TL	đường Âu Cơ, Phường 10, Quận Tân Bình	10.780409	106.6440124
450	BÁN GẤP NHÀ 60M2 TRẦN BÌNH TRỌNG QUẬN 5-NHÀ MỚI ĐÚC BTCT-NGANG HƠN 4M	Quận 5 Hồ Chí Minh	10.7540279	106.6633746
451	Siêu phẩm mặt Phố Tôn Đức Thắng, 9 tầng thang máy, DT 119m, MT 4.5m, doanh thu 2 tỷ/ năm, giá sốc	Phố Tôn Đức Thắng, Quận Đống Đa	21.0248712	105.8328825
452	Bán nhà 3 tầng sát mặt tiền Kinh Dương Vương An Lạc Bình Tân, 74m2 chỉ 4,1 tỷ.	Kinh Dương Vương, An Lạc, Bình Tân	10.735655	106.6134272
453	Nhà mặt tiền kinh doanh 3 tầng, đường Âu Cơ xe hơi tránh, 4.9 tỷ	Âu Cơ, P.10, Tân Bình	10.780409	106.6440124
454	Nhà mới HXH Quận 3 1 trệt 1 lầu giá 4,95 tỷ thương lượng tốt	117 Bàn Cờ	10.7706985	106.6781966
455	CẦN BÁN GẤP GIẢM 300, GIÁ MỚI CHỈ CÒN 6TỶ8, NHÀ MỚI 100%, 4 TẦNG 64M2, MẶT TIỀN KINH DOANH ĐS11 BÌNH TÂN	Đường số 11, Bình Tân	10.8007083	106.603599
