Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2	lat1	lon1	lat2	lon2
Bán gấp nhà Hải Châu, 70m2, MT 7m, Ô tô, gần Biển, nhỉnh 2 tỷ, 0919051718	70000000.0	70.0			Thành phố Đà Nẵng	"Vị trí đắc địa, gần Biển, Sát trung tâm, thông ra Bắc Đẩu, Ông Ich Khiêm, Đống Đa,
30m ra Biển Nguyễn Tất Thành, thông thoáng, sạch sẽ.
+ Nhà kết cấu vững Chắc, chủ xác định bán đất tặng nhà nên giá vô cùng phải chăng.
+ Đất nở hậu đẹp, 70m2, ngang 7m.
+ Hàng xóm lâu đời, thân thiện.
+ Sổ đỏ Chính chủ, cất két, giao dịch phút mốt.
Liên hệ: Em Sơn 0919051718. Môi giới Thổ cư tình hoa Đà Nẵng.
Nguồn nhà dồi dào, đầy đủ các phân khúc."	True	False	True	Nguyễn Tất Thành, Đống Đa, Hải Châu	Thành phố Đà Nẵng	Nguyễn Tất Thành, Đống Đa, Hải Châu	16.0544068	108.2021667	21.0180725	105.8299495
Bán nhà phố Hồng Tiến, Bồ Đề, Long Biên ngõ thông ô tô, gần phố 80m, mặt tiền: 5m, 10 tỷ 5	2.1	80.0			Hồng Tiến, Bồ Đề, Long Biên	"+ Vị trí đất siêu đẹp, hiếm, gần trường Quốc tế Wellspring, gần chợ mới, cách 200m ra Hồ bồ đề , trường Bồ Đề các cấp, trung tâm y tế....tiện ích bạt ngàn xung quanh.
+ Ngõ trước nhà ô tô thông tứ tung, thông Hồng Tiến, Ái Mộ, Nguyễn Văn Cừ.....giao thông vô cùng thuận lợi.
+ Hiện trạng nhà cũ, xác định bán đất khách đập hoặc xây mới tùy ý.
+ Sổ đỏ hoa hậu, pháp lý chuẩn, cất két chờ giao dịch.
- Liên hệ: 0965492571(xem nhà và tư vấn miễn phí)"	True	False	True	ngõ Hồng Tiến, Bồ Đề, Quận Long Biên	Hồng Tiến, Bồ Đề, Long Biên	ngõ Hồng Tiến, Bồ Đề, Quận Long Biên	21.039005	105.8756334	21.039005	105.8756334
Bán nhà Tây Sơn Đống Đa 36m2 x 5T chỉ hơn 5 tỷ	10.5	36.0	4.0	4.0	ngõ 252 đường Tây Sơn Đống Đa Hà Nội	"- Cần bán gấp căn nhà trong ngõ 252 đường Tây Sơn Đống Đa Hà Nội
- diện tích 36m2 mặt tiền 7m
NHÀ ĐẸP Ở NGAY - KINH DOANH ONLINE - TẦM TIỀN HIẾM - NGÕ BA GÁC TRÁNH XE MÁY
Mô tả:
- Trung tâm Đống Đa,cách ô tô 100m.
- Gần các trường Đại học lớn như ĐH Y Hà Nội, ĐH Thuỷ Lợi, ĐH Công Đoàn…..gần chợ, giao thông thuận tiện. Tiện ích vô vàn. An sinh đỉnh.
Thiết kế:
- Tầng 1: PK + Bếp + WC
- Tầng 2,3,4: PN + WC
- Tầng 5: Phòng thờ + Sân phơi
- Sổ đỏ chính chủ nở hậu, sẵn sàng giao dịch
- giá thương lượng: 5,5 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	ngõ 252, đường Tây Sơn, quận Đống Đa, Hà Nội	ngõ 252 đường Tây Sơn Đống Đa Hà Nội	ngõ 252, đường Tây Sơn, quận Đống Đa, Hà Nội	21.0079756	105.823665	21.0079756	105.823665
Bán Shophouse 70m2X5T KIẾN HƯNG LUXURY- Ô Tô đỗ cửa- KD các loại- Sẵn Sổ- Nhỉnh 9 tỷ	5.5	70.0	4.0	3.0	Hà Đông	"--- SIÊU PHẨM LIỀN KỀ 70M2x5T - KIẾN HƯNG LUXURY - HÀ ĐÔNG- Ô TÔ ĐỖ CỬA – KINH DOANH NGỒI THU TIỀN
???????? HÀNG HIẾM - HOÀN THIỆN ĐẸP NHƯ TRANH - 2 MẶT PHÂN LÔ VỈA HÈ
❌ giá: Nhỉnh 9 tỷ ( có thương lượng )
✅ Sổ đỏ vuông vắn, chính chủ, lâu dài

✅ Nằm trên trục huyết mạch Phúc La- Văn Phú đi Nguyễn Xiển- Xa La. DTich: 70m2 CTT4- mặt tiền 5m- Hướng Bắc
✅ Nhà đã hoàn thiện nội thất xịn xò - Thiết kế 4PN, 3VS - 2 mặt thoáng trước, sau, Vỉa hè rộng mênh mông
✅ Đường rộng 13,5m, ô tô đỗ cửa, phù hợp Kinh Doanh, Cho thuê Văn Phòng...

⛔Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công.
⛔Miễn tiếp trung gian và môi giới.
☎ Liên hệ “E Quang NHÀ ĐẸP” nhiệt tình để đi xem nhà ngay: 0972 397 793"	False	False	True	Phức La - Văn Phú, Hà Đạong	Hà Đông	Phức La - Văn Phú, Hà Đạong	20.955835	105.7563658	20.9619409	105.7685991
Bán nhà Đê La Thành Đống Đa 68m2 x 3T chỉ hơn 6 tỷ	9.5	68.0	3.0	3.0	ngõ 318 đường Đê La Thành Đống Đa Hà Nội	"- Cần bán gấp căn nhà trong ngõ 318 đường Đê La Thành Đống Đa Hà Nội
- diện tích 68m2 mặt tiền 5m
- Vị trí trung tâm quận Đống Đa, giao thông kết nối với Hào Nam, gần Đại học Văn Hoá, Học viện Âm Nhạc Quốc Gia Việt Nam, Đại học Mỹ Thuật Công Nghiệp.
- Có thể đi vào nhà bằng nhiều hướng từ Hào Nam hoặc Đê La Thành đều được.
- Nhà hiện trạng là 3 tầng, tổng 3 phòng ngủ, tầng 3 là phòng thờ, sân phơi và sân trồng lan.
- Chủ nhà Quân đội về hưu, bán nhà chia tài sản cho các con.
- Sổ để két, sẵn sàng giao dịch.
- giá thương lượng: 6,1 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	ngõ 318, đường Đê La Thành, Quận Đống Đa, Hà Nội	ngõ 318 đường Đê La Thành Đống Đa Hà Nội	ngõ 318, đường Đê La Thành, Quận Đống Đa, Hà Nội	21.0219678	105.8240905	21.0219678	105.8240905
Nhà Bán Gò Vấp, Phường 7, Nguyễn Du, 4 Tầng, Sát Mặt Tiền, Sổ Chuẩn A4	6.1	140.0	5.0	5.0		"Bán Nhà Gò Vấp.
BIỆT THỰ MINI PHONG CÁCH CỔ, NỘI THẤT CỔ - SÁT MẶT TIỀN NGUYỄN DU.
Mô Tả:
+ Nhà được gia chủ tự tay thiết kế, bài trí, xây dựng theo phong cách biệt thự cổ rất chắc chắn, rộng, thoáng với sân trước, sân thượng, 3 giếng trời.
+ Nội thất toàn đồ cổ có giá trị, cửa cổng là khối gỗ căm xe trăm tuổi, cửa chính là kính Mỹ có niên đại trên 200 năm tuổi. Nội thất trong nhà toàn gỗ căm xe.
+ Kết cấu 4 tầng, 3 PN, 2 phòng Master cho không gian sinh hoạt chung, phòng thờ, 5WC, sân trước rất rộng, sân thượng có view tuyệt đẹp .
+ Có chừa sẵn chỗ lắp thang máy.
+ Chủ gấp bán giải quyết công nợ để nghỉ hưu, nên rất hợp tác.
- Gọi ngay 0935610440 (Zalo) Mr Vinh xem nhà, đất trực tiếp.
- Bất động sản nhà phố Sài Gòn - Nhà đất giá rẻ - Gặp Chính Chủ Thương Lượng
#batdongsannhaphosaigon"	False	True	True	Nguyễn Du, Phường 7, Gò Vấp	Nguyễn Du, Phường 7, Gò Vấp	Nguyễn Du, Phường 7, Gò Vấp	10.8271084	106.6861979	10.8271084	106.6861979
Bán gấp căn nhà Phan Văn Hớn, Tân Thới Nhất, 60m2, SHR, nhỉnh 4 tỷ TL sâu	16.3	60.0	3.0	3.0	TTN 05, Tân Thới Nhất, Q.12	"Bán gấp căn nhà Phan Văn Hớn, Tân Thới Nhất, 60m², SHR, nhỉnh 4tỷ TL sâu.
- Kết cấu: 1 trệt 3 lầu, 3 phòng ngủ 3 nhà vệ sinh.
- Khu vực dận cư đông đúc hiện hữu.
- Đường trước nhà 6m thông thương.
- Bán kinh 3km xung quanh có đầy đủ các tiện ích cần thiết.
- Nhà đã có đầy đủ nội thất có thể dọn vào ở ngay.
= mua để cho thuê lại kíêm thu nhập hàng tháng.
Liên hệ ngay Tuyết Sương. 0966764836 để có giá tốt nhất"	True	True	True	Phan Văn Hớn, Quận Tân Thới Nhất	TTN 05, Tân Thới Nhất, Q.12	Phan Văn Hớn, Quận Tân Thới Nhất	10.8229294	106.6230231	10.8306005	106.6135139
NHỈNH 4tỷ nhà 56m2, 2 tầng, Gò Dầu TÂN QUÝ TÂN PHÚ	4.3	56.0	2.0	2.0		"???? NHÀ TÂN PHÚ SIÊU NGON VỀ VỚI ANH EM - GÒ DẦU - NGUYỄN HẢO VĨNH TÂN QUÝ KHU VIP TÂN PHÚ 55M2 CHỈ 4.XX TỶ ????

???? HẺM 4M 1 XẸT - XE HƠI ĐỔ CỬA - CÁCH MẶT TIỀN CHỈ 90M - KHU VỰC DÂN TRÍ - YÊN TĨNH VÀ AN NINH ????

???? SỔ VUÔNG VỨC HOÀN CÔNG ĐỦ - NHÀ 2 TẦNG BTCT XÂY LỆCH TẦNG CỰC HIỆN ĐẠI - GIẾNG TRỜI THÔNG THOÁNG - KHÁCH Ở MÊ NGAY ????
???? Nhà 1 trệt 1 lầu - 2pn, 2WC xây dựng hiện đại nhìn là mê ngay.
???? Sổ đẹp chính chủ 1 đời - mua bán nhanh gọn lẹ.
???? Nhà ngay khu VIP ngay Gò Dầu giáp ngã tư Tân Sơn Nhì Trương Vĩnh Ký."	False	False	True	Gò Dầu, Quận Tân Phú	Gò Dầu, Quận Tân Phú	Gò Dầu, Quận Tân Phú	10.7958184	106.6220132	10.7958184	106.6220132
Bán nhà mặt phố Quan Nhân, quận Thanh Xuân, HN	4.9				Thanh Xuân, HN	"> > > MẶT PHỐ QUAN NHÂN, KINH DOANH NHỎ, TƯƠNG LAI RẠNG NGỜI!
++ Bán nhà mặt phố Quan Nhân, quận Thanh Xuân, HN giá 2.8 tỷ
* Mô tả:
- Mặt phố kinh doanh sầm uất, khu vực trung tâm giao thông thuận tiện.
- Hiện trạng là nhà 2 tầng cũ, giá chủ xác định bán đất.
- Nhà đang cho thuê 6 triệu /tháng, chủ cần tiền đầu tư kinh doanh nên bán.
- Nhà vị trí cực đẹp, ở kết hợp kinh doanh, cho thuê hay đầu tư đều được.
- Sổ đỏ chính chủ, giao dịch sẵn sàng."	True	True	True	đường Quan Nhân, Quận Thanh Xuân, Hà Nội	Thanh Xuân, HN	đường Quan Nhân, Quận Thanh Xuân, Hà Nội	20.9959819	105.8097244	21.0034012	105.8110263
CẦN BÁN GẤP NHÀ Trường Chinh	3.5					"NHÀ ĐẸP TT THÀNH PHỐ - ĐI LẠI THUẬN TIỆN – TIỆN ÍCH VÔ CÙNG NHIỀU.
CẦN BÁN GẤP NHÀ Trường Chinh TÀI CHÍNH 5 tỷ
Mô tả:
+ Nhà vừa được tân trang sữa chữa đẹp lung linh như mới, vị trí cực đẹp cách phố Trường Chinh 25m, khu dân cư yên bình an sinh cực đỉnh, phố Trường Chinh là giao điểm của 3 quận Thanh Xuân – Đống Đa – Hai Bà Trưng giao thông thuận tiện, tiện ích vô vàn.
+ Thiết kế:
- Tầng 1: phòng khách + bếp + WC
- Tầng 2 + 3: có 4 ngủ + WC
- Tầng 4: phòng thờ + Sân phơi
+ Sổ đỏ vuông đẹp sẵn sàng giao dịch."	False	False	True	Trường Chinh	Trường Chinh	Trường Chinh				
Bán nhà Vũ Thạnh Đống Đa 37m2 x 4T chỉ hơn 3 tỷ	3.6	37.0	4.0	3.0		"- Cần bán gấp căn nhà trong ngõ 29 đường Vũ Thạnh Đống Đa Hà Nội
- diện tích 37m2 mặt tiền 3,5m
ĐỐNG ĐA QUẬN. CẠNH BA ĐÌNH, GẦN GA. RẤT GẦN Ô TÔ. LÔ GÓC, CÂY XANH, THOÁNG MÁT.
- Diện tích nhà 33m2, từ tầng 2 là 37m2. Tổng 4 Phòng ngủ.
- Tầng 1: Phòng khách + Bếp + Vệ sinh.
- Tầng 2, 3: Mỗi tầng 2 PN + Vệ sinh.
- Tầng 4: Phòng thờ + Sân phơi, ban công.
- Các phòng đều có cửa sổ, thoáng mát.
- Khung cột bê tông chắc chắn.
- Khách chỉ sách vali về ở.
- giá thương lượng: 3,4 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	ngõ 29, đường Vũ Thạnh, quận Đống Đa, Hà Nội	ngõ 29, đường Vũ Thạnh, quận Đống Đa, Hà Nội	ngõ 29, đường Vũ Thạnh, quận Đống Đa, Hà Nội	21.0276983	105.8265403	21.0276983	105.8265403
HXH - 110 TRIỆU/M2 - Trần Não quận 2 ngộp bank bán gấp	3.4	257.0			Thành phố Hồ Chí Minh	"???????????? DÒNG TIỀN GẦN 60 TRIỆU/THÁNG - RẺ NHẤT KHU VIP QUẬN 2 - HẺM Ô TÔ THÔNG - NGANG BỀ THẾ - SỔ NỞ HẬU NHẸ - DT 257 M2- NHỈNH 110 TRIỆU/M2 ????????????
✍ Mô tả:
✅ Vị trí gần đường Trần Não, rất sầm uất quán ẩm thực, cà phê, thuận tiện di chuyển vào quận nhất.
✅ Hẻm ô tô 7 chỗ thông.
✅ Hai dãy nhà trọ, 14 phòng còn mới, thu nhập 55 triệu/tháng.
✅ Ngang bề thế 11m, nở hậu nhẹ tài lộc, pháp lý chuẩn, công chứng nhanh.
✅ Khu vực nhiều người nước ngoài sinh sống, được xây dựng 1 hầm, 1 trệt và 6 lầu, rất phù hợp cho khách xây biệt thự nghỉ dưỡng, hoặc khách xây căn hộ dịch vụ cho thuê thu nhập cao 300 triệu/tháng.
✅ Giá hẻm ô tô khu vực từ 180-200 triệu/m2. Nhà mình chỉ nhỉnh 110 triệu/m2, gần bằng 1 nửa so với khu vực. Chủ cần bán gấp."	False	True	True	đường Trần Não, Quận 2	Thành phố Hồ Chí Minh	đường Trần Não, Quận 2	10.8230989	106.6296638	10.7876914	106.7298625
BÁN NHÀ MẶT TIỀN PHAN XÀO NAM, QUẬN TÂN BÌNH , 120M2 , 5 TẦNG NHỈNH 12 TỶ TL.	2.57	120.0	7.0		Thành phố Hồ Chí Minh	"???? KINH DOANH ĐA NGHÀNH NGHỀ .
Mô tả:

+ Vị trí gần ngay mặt tiền đường, trước nhà xe tải đậu, thông hết khu vực ra Phạm Phú Thứ, Bàu Cát , Đồng Đen, khu trung tâm tiện ích không thiếu gì…

+ Diện tích 120m2 nở hậu ngang 4.3m - dài gần 28m, chủ xây rất tâm huyết, có hòn nam bộ giữa nhà thông thoáng rất mát.

+ Kết cấu 1 trệt 4lầu đúc, nhà dài thích hợp mua làm CHDV, hiện trạng có 7 PN, 7 WC , có thể mở rộng thêm.

+ Đặc biệt trên sân thượng nhà có nguyên vườn cây ăn trái trồng sẵn, cây lan, cây cảnh, chủ để lại hết…

+ Sổ hồng mới làm lại 2023, công nhận, hoàn công đủ, công chứng ngay"	False	False	True	đường Phan Xà Nam, Quận Tân Bình	Thành phố Hồ Chí Minh	đường Phan Xà Nam, Quận Tân Bình	10.8230989	106.6296638	10.8014659	106.6525974
BÁN NHÀ MẶT TIỀN PHAN XÀO NAM, QUẬN TÂN BÌNH , 120M2 , 5 TẦNG NHỈNH 12 TỶ TL.	12900000000.0	120.0	7.0		Thành phố Hồ Chí Minh	"???? KINH DOANH ĐA NGHÀNH NGHỀ .
Mô tả:

+ Vị trí gần ngay mặt tiền đường, trước nhà xe tải đậu, thông hết khu vực ra Phạm Phú Thứ, Bàu Cát , Đồng Đen, khu trung tâm tiện ích không thiếu gì…

+ Diện tích 120m2 nở hậu ngang 4.3m - dài gần 28m, chủ xây rất tâm huyết, có hòn nam bộ giữa nhà thông thoáng rất mát.

+ Kết cấu 1 trệt 4lầu đúc, nhà dài thích hợp mua làm CHDV, hiện trạng có 7 PN, 7 WC , có thể mở rộng thêm.

+ Đặc biệt trên sân thượng nhà có nguyên vườn cây ăn trái trồng sẵn, cây lan, cây cảnh, chủ để lại hết…

+ Sổ hồng mới làm lại 2023, công nhận, hoàn công đủ, công chứng ngay"	False	False	True	Phan Xà Nam, Quận Tân Bình	Thành phố Hồ Chí Minh	Phan Xà Nam, Quận Tân Bình	10.8230989	106.6296638	10.8014659	106.6525974
Tân Kỳ Tân Quý. Bình Tân. 4 tầng BTCT. Nhỉnh 2 Tỷ. Đang cho thuê 7tr/ tháng.	12900000000.0	30.0	2.0			"+ Hiện trạng nhà 1 trệt 2 lầu sân thượng, 2 PN, 3 WC.
+ Hẻm trước nhà gần 3m cách mặt tiền đường chỉ tầm 70m.
+ Nhà kết cấu BTCT còn mới khá đẹp.
+ Nhà đang cho thuê 7tr/tháng.
+ Vị trí bán kính nhà đi lại khá thuận tiện, đường Tân Kỳ Tân Quý đang trong giai đoạn mở rộng.
+ Khu vực khá nhiều tiện ích, cách AEON Tân Phú chỉ tầm 5 phút di chuyển.
+ Pháp lý chuẩn, công chứng ngay."	False	True	True	Tân Kỳ Tân Quý, Phường Bình Tân	Tân Kỳ Tân Quý, Phường Bình Tân	Tân Kỳ Tân Quý, Phường Bình Tân	10.7949165	106.6106915	10.7949165	106.6106915
Chủ ngộp bank, giảm sâu lần 3 tổng 800tr, không có căn thứ 2, nhà đường Tân Thành, Tân Phú, 60m2, 2 tầng.	10.5	60.0	2.0		58 đồng nai	"+ Vị trí: Đường Tân Thành, Phường Tân Thành, Quận Tân Phú.
+ Nhà Hẻm Xe Hơi, 1 sẹc
+ Diện Tích: 60m2, 6m x 10m
+ Kết Cấu: 1 trệt, 1 lầu.
Vị trí trung tâm quận Tân Phú.
+3 bước ra Quận Tân Bình
+10 phút ra Quận 6
+500m ra UBND Quận, BV Tân Phú, siêu thị TOP’S, BHX
+ 10 phút ra sân bay Tân Sơn Nhất, SVĐ Phú Thọ, BV Thống Nhất, Trường ĐHBK TPHCM"	False	False	True	Đường Tân Thành, Phường Tân Thành, Quận Tân Phú	58 đồng nai	Đường Tân Thành, Phường Tân Thành, Quận Tân Phú	11.0686305	107.1675976	10.7870231	106.6389709
Bán nhà HXH đường Hiệp Bình gần Gigamall Thủ Đức 4 tầng 75m2 giá 8.3 tỷ	3.7	75.0			Thành phố Hồ Chí Minh	"Bán nhà HXH đường Hiệp Bình gần Gigamall Thủ Đức 4 tầng 75m2 giá 8.3 tỷ
+ Vị trí giáp Bình Thạnh thuận tiện di chuyển sang Gò Vấp, Tân Bình chỉ 5 – 10 phút
+ Hẻm Ô tô gần mặt tiền, mất 3 phút là tới trung tâm thương mại Gigamall Phạm Văn Đồng
+ Diện tích 4.2m x 18m
+ Kết cấu 1 trệt 1 lửng 2 lầu sân thượng. Tổng có 5 phòng ngủ
+ Nhà thiết kế trang trí nội thất sang trọng, khách mua chỉ đẩy Vali vào ở ngay.
+ Khu vực cực kỳ an ninh, dân trí cao
+ Sổ riêng hoàn công chuẩn chỉnh
√ Kêu Nhà Phố
√ Hotline: 0985 012 206
√ Hỗ trợ xem nhà trực tiếp làm việc chính chủ"	True	False	True	đường Hiệp Bình, gần Gigamall Thủ Đức	Thành phố Hồ Chí Minh	đường Hiệp Bình, gần Gigamall Thủ Đức	10.8230989	106.6296638	10.8454029	106.7261562
Chính chủ cần bán nhà Phố Mai Dịch, 85m², phân lô, gara ô-tô, kinh doanh, giá hơn 14 tỷ.	8.3	85.0	3.0	3.0	Mai Dịch	"Bán nhà mặt Phố Mai Dịch, đường Mai Dịch, quận Cầu Giấy.

Thông tin chi tiết:
- Diện tích: 85m², mặt tiền 5m.
- Tổng số tầng: 4 tầng, không gian rộng rãi.
- Hiện trạng: Nhà mới, chỉ cần dọn vào ở.
- Tiện ích: Gần sân bóng, Trường mầm non Mai Dịch, bãi đỗ ô-tô, trung tâm thương mại.
- Giao thông: đường rộng, thông ra phố Nguyễn Khả Trạc, Phạm Thận Duật, Trần Vỹ, Phạm Hùng, Doãn Kế Thiện.
- Giấy tờ pháp lý: Sổ đỏ đầy đủ, không cầm cố, sẵn sàng giao dịch.
- Liên hệ: Em Chiến - 0978.438.632
- Miễn Trung gian, Môi giới, Quảng cáo."	False	True	True	Phố Mai Dịch, đường Mai Dịch, quận Cầu Giấy	Mai Dịch	Phố Mai Dịch, đường Mai Dịch, quận Cầu Giấy	21.0395659	105.7740712	21.042561	105.775175
Bán nhà nhỉnh 15tỷ nhà 72m2, 4 tầng, Bùi Thị Xuân, Quận 1	13.0	72.0	4.0	5.0	Bùi thị Xuân , Quận 1	"???? NHÀ Trung Tâm Q1 , Bùi Thị Xuân , khu Kinh doanh buôn bán sầm uất Của sài Gòn ????

???? Đường 6m - XE HƠI ĐỔ CỬA ????

???? SỔ VUÔNG VỨC HOÀN CÔNG ĐỦ - NHÀ 4 TẦNG BTCT kiên cố - GIẾNG TRỜI THÔNG THOÁNG - KHÁCH Ở MÊ NGAY ????
???? Nhà 1 trệt 4 lầu - 4PN, 5WC xây dựng hiện đại nhìn là mê ngay.
???? Sổ đẹp chính chủ 1 đời - mua bán nhanh gọn lẹ.
???? Giá còn thương lương mạnh"	False	True	True	Bùi Thị Xuân, Quận 1	Bùi thị Xuân , Quận 1	Bùi Thị Xuân, Quận 1	10.7699949	106.6886078	10.7699949	106.6886078
NHÀ NHỎ TRUNG TÂM QUẬN 3, 3 TẦNG, 18M2, 2.7 TỶ	16.0	18.0	2.0	2.0		"Mô tả:
- Diện tích: 3 x 6m. 18m2.
- Kết cấu: Nhà 3 Tầng, 1 Trệt, 2 Lầu. Gồm 2 PN, 2 WC. Có ban công phơi quần áo thoáng.
- Có giếng trời.
- Vị trí: Trung Tâm Quận 3. Giáp Quận Phú Nhuận.
- Hẻm thông. Hẻm trước nhà 2 m.
- Gần Huỳnh Văn Bánh, Trần Quang Diệu.
- Khách mua ở gia đình 4 đến 5 người."	False	False	True	Quận 3, gần Huỳnh Văn Bánh, Trần Quang Diệu	Quận 3, gần Huỳnh Văn Bánh, Trần Quang Diệu	Quận 3, gần Huỳnh Văn Bánh, Trần Quang Diệu	10.7917417	106.6748817	10.7917417	106.6748817
Nhà Lâm Hạ, Long Biên, 72m x 5 tầng, nội thất xịn, ô tô tránh, 12 tỷ 2	12.2	70.0	4.0	6.0	Long Biên	"- Do nhu cầu chuyển đổi chỗ ở cần bán nhà tại Lâm Hạ, Long Biên, Hà Nội, khu vực hiếm nhà bán. Nhà thuộc diện phân lô cho cán bộ công nhân viên, diện tích đất 70m xây dựng 5 tầng hiện đại, nội thất gỗ xịn, nhà thoáng sáng tất cả các phòng.
- Nhà nằm vị trí trung tâm Lâm Hạ (ngõ 111 thông sang 135 Hoàng Như Tiếp), giao thông ô tô thuận tiện đi các ngả, tiện cho giao dịch và đi lại: mất 5 phút để ra Nguyễn Văn Cừ lên cầu Chương Dương, hoặc đi Hồng Tiến, Cổ Linh để ra cao tốc 5B. Hạ tầng đẹp của khu chia lô hàng không, với đủ các tiện ích như Bệnh viện Tâm Anh, vườn hoa công viên, trường học các cấp và trường quốc tế Wellspring cách 5 phút đi xe đạp. Khu vực văn minh, dân trí cao.
- Nhà thiết kế hiện đại kết hợp vừa ở vừa cho thuê làm văn phòng với tổng 4 Phòng ngủ khép kín, phòng đọc sách thư gián và các phòng chức năng, trên sân thượng có vườn hoa tiểu cảnh View sân bay, sân golf Long Biên.
+ Sổ đỏ vuông đẹp sẵn sàng giao dịch.
LH: 0904.882258"	False	False	True	Ngõ 111, Lâm Hạ, Long Biên, Hà Nội	Long Biên	Ngõ 111, Lâm Hạ, Long Biên, Hà Nội	21.0186765	105.884813	21.0457549	105.8761463
4PN Nguyễn Văn Lượng 4x9 3.6 tỷ P16 Gò Vấp	12.2	36.0	4.0	3.0		"NGUYỄN VĂN LƯỢNG - SÁT SIÊU THỊ LOTTE MART - 4PN 3WC - CHỈ 3 TỶ 6 TL.

4x9 Nguyễn Văn Lượng 4pn 3.6 tỷ Phường 16 Gò Vấp
+ 1 trệt 2 lầu 4 phòng ngủ, 3wc, kiên cố ở ngay
+ Pháp lý sạch, vay bank, kế bên siêu thị Lotte mart"	False	False	True	Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp	Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp	Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp	10.8386609	106.6690736	10.8386609	106.6690736
NHÀ MỚI ĐẸP FULL NỘI THẤT - HXH ĐỖ NGAY CỬA - SỔ VUÔNG VỨC	3.6	42.0	3.0	3.0		"Mô tả:
- Diện tích công nhận: 42m2.
- Ngang 5.3m x dài 8m.
- Trệt Lửng Lầu.
- Hẻm Ba Gác sạch sẽ, cách xe hơi 1 căn.
- Công năng: 3 phòng, 3 nhà WC, 1 Phòng khách + Bếp, Phòng thờ, Khu giặt phơi, Góc làm việc, có giếng trời lấy sáng tự nhiên.
- Nhà mới tinh còn thơm mùi sơn và gỗ.
- Sổ hồng riêng, sẵn sàng giao dịch ngay."	False	False	True	địa chỉ không xác định	địa chỉ không xác định	địa chỉ không xác định				
HẺM XE HƠI TỚI NHÀ - XE HƠI NGỦ TRONG NHÀ, 62M2, 9.9 TỶ	10.8	62.0				"Nhà 3 tầng kết cấu hơi cũ, khách mua mới cải tạo hoặc xây mới.
Hẻm xe hơi thông Thành Thái, 3/2 khu dân trí cao.
Sổ hoàn công chính chủ công chứng trong ngày."	False	True	True	hẻm xe hơi thông Thành Thái, Quận...	hẻm xe hơi thông Thành Thái, Quận...	hẻm xe hơi thông Thành Thái, Quận...	10.7747687	106.6642387	10.7747687	106.6642387
Bán Nhà Mặt Phố Thanh Nhàn – Nhà Mới 6 Tầng Thang Máy – Mặt Tiền 5m – 40m2 – 13 Tỷ	5.4	40.0	6.0	5.0		"“VỊ TRÍ THUỘC ĐOẠN ĐẸP NHẤT PHỐ”
- BÁN NHÀ MẶT PHỐ THANH NHÀN, ĐƯỜNG CHIA LÀN 2 CHIỀU, VỈA HÈ ĐÁ BÓNG, KINH DOANH SẦM UẤT, NHỘN NHỊP NGÀY ĐÊM

- Bán nhà mặt phố Thanh Nhàn, mặt tiền 5m, nhà xây mới 6 tầng thang máy, diện tích 40m2, sổ đỏ chính chủ, pháp lý sạch. Giá chỉ 13 tỷ
- Nằm tại khu vực sầm uất bậc nhất Hai Bà Trưng, tiện ích bạt ngàn, gần Trường ĐH Vinschool, Bách Khoa, Kinh tế Quốc Dân, Xây Dựng, gần bệnh viện Thanh Nhàn, Vinmec..!
- Kế cạnh các tuyến đường lớn như: Lê Thanh Nghị, Bạch Mai, Lạc Trung, Kim Ngưu, Minh Khai…
- Vài phút lên Bờ Hồ, phố cổ. Thuận tiện di chuyển sang các quận như Long Biên, Hoàn Kiếm, Đống Đa…hay đi sang các tỉnh thành khác
- Thiết kế nhà:
+ Tất cả các tầng thiết kế thông sàn
+ Tầng 5: Phòng khách, bếp
+ Tầng 6: Phòng thờ, sân phơi
- Liên hệ Mr Luân – Chuyên bán nhà Thanh Nhàn"	False	False	True	đường Thanh Nhàn, phường Hai Bà Trưng	đường Thanh Nhàn, phường Hai Bà Trưng	đường Thanh Nhàn, phường Hai Bà Trưng	21.0020784	105.8537236	21.0020784	105.8537236
