Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	Số tầng	ExtractedTitle	Address1	Address2	Diện tích sử dụng
bán nhà phố trung tâm đà nẵng ngay công viên châu á giá ưu đãi nhất thị trường	15.0	https://batdongsan.vn/ban-nha-pho-trung-tam-da-nang-ngay-cong-vien-chau-a-gia-uu-dai-nhat-thi-truong-r256442	120.0			Hoà Cường Nam, Quận Hải Châu, Đà Nẵng	"--------bán nhà phố trung tâm đà nẵng ngay công viên châu á giá ưu đãi nhất thị trường--------
✅✅duy nhất ưu đãi lớn từ chủ đầu tư đất xanh miền trung.
✅✅1 suất nhà phố, chìa khóa trao tay, sổ hồng công chứng.
✅✅giá gốc chính chủ đầu tư, không qua trung gian.
✅✅áp dụng thanh toán nhanh, công chứng 7 ngày.
⭐⭐thông tin nhà phố:
????tọa lạc trung tâm thành phố đà nẵng, ven sông hàn.
????diện tích đất: 120m2/căn.
????kết cấu xây dựng: 3,5 tầng, xây riêng biệt.
????pháp lý: sổ hồng lâu dài, hoàn công.
⭐⭐* hệ vật liệu nhập ngoại hoàn hảo:
????đá tự nhiên marbel khung treo chịu động đất đến 7 độ richter.
????hệ kính 2 lớp phủ low e cản quang, chống tia uv, chống tiếng ồn, bám bụi.
????hệ sơn hoàn thiện dryvit mỹ.
????mái ốp ngói fuji nhật.
⭐⭐* tiện ích:
????phố đi bộ phong cách châu âu nội khu.
????công viên nhạc nước, công viên vui chơi trẻ em.
????1 bước chân đến siêu thị lotte mart, trường mầm non, trường quốc tế skyline. công viên châu á, bãi biển bắc mỹ an.
✅✅✅ 1 căn vị trí siêu đẹp, đối diện trường quốc tế skyline, giá ưu đãi trực tiếp chủ đầu tư.
????giá liên hệ 0562173329"	False	False	True	False	3.2	trung tâm thành phố Đà Nẵng, ven sông Hàn	Hoà Cường Nam, Quận Hải Châu, Đà Nẵng	trung tâm thành phố Đà Nẵng, ven sông Hàn	384.0
biệt thự sân vườn 860 m2-nội thất cao cấp-mặt tiền tân thới hiệp-quận 12-chỉ 32 tỷ.	32.0	https://batdongsan.vn/biet-thu-san-vuon-860-m2-noi-that-cao-cap-mat-tien-tan-thoi-hiep-quan-12-chi-32-ty-r256433	860.0	5.0	6.0	Tân Thới Hiệp - Quận 12 - Tp Hồ Chí Minh	"- biệt thự sân vườn, nội thất cao cấp, khuôn viên rộng 860 m2.
- biệt thự mặt tiền đường tân thới hiệp - ngay trung tâm hành chính quận 12. chỉ 39 triệu/m2.
- biệt thự sân vườn phù hợp nghĩ dưỡng. gồm 5 pn , 6 wc.
- sân vườn rộng thoáng mát, hồ cá koi, nhà kho rộng, gara xe hơi.
- tổng diện tích 860 m2, full thổ cư.
- nội thất cao cấp, tường đắp phù điêu rất phù hơp không gian căn nhà.
- khu dân cư an ninh, thoáng mát, an ninh, yên tĩnh.
- sổ hồng riêng, nở hậu.
- gặp tươi xem nhà, xem sổ."	True	False	False	True	1.0	 đường Tân Thới Hiệp, Quận 12	Tân Thới Hiệp - Quận 12 - Tp Hồ Chí Minh	 đường Tân Thới Hiệp, Quận 12	860.0
36m nhà cấp 4 - cạnh trạm y tế - container tránh 10m- 3 bước ra cổng chào xã - hàng xóm hinode, 1.88tỷ	1.88	https://batdongsan.vn/36m-nha-cap-4-canh-tram-y-te-container-tranh-10m-3-buoc-ra-cong-chao-xa-hang-xom-hinode-188ty-r256431	36.0	1.0	1.0	Di trạch, hoài đức, Hà Nội	"văn minh, di trạch, hoài đức
mô tả:
+ diện tích 36m, nhà cấp 4, mặt tiền 4.1m
+ nhà cấp 4 mới xây vài năm chủ dự định cho con lấy vợ nay lại thích chung cư.
+ vị trí tuyệt đẹp đầu xã cạnh trạm y tế, cách vành đai 3.5 tầm 150m, chợ, trường, siêu thị, ra khu đô thị vài bước chân tiện ích bạt ngàn, khu vực dân cư hiền hòa, quy hoạch nhiều dự án, kết nối nhiều tuyến đường,tiếp giáp nam từ liêm, cach đh công nghiêp hơn 1km di chuyển ra mỹ đình vài phút đi xe
+ pháp lý sổ đỏ nở hậu
+ lh 0328335312"	False	False	True	True	1.0	đầu xã, cạnh trạm y tế, Hoài Đức	Di trạch, hoài đức, Hà Nội	đầu xã, cạnh trạm y tế, Hoài Đức	36.0
bán nhà quận 10 - hẻm xe hơi lô gốc 2 mặt tiền - ngang 5m - chỉ 6tỷ	6.0	https://batdongsan.vn/ban-nha-quan-10-hem-xe-hoi-lo-goc-2-mat-tien-ngang-5m-chi-6ty-r256429				Thành phố Hồ Chí Minh	"quận 10 - nhà đẹp 2 lầu - lô góc 2 mặt tiền - hẻm xe hơi - vài bước chân ra hẻm xe tải tránh nhỉnh 6 tỷ.

cao thắng p12q10
dt 30m - 2 tầng
ngang 5 x 6m
giá 6 tỷ
lh sang 0777826387

mô tả:

+ kết cấu: 1 trệt 1 lầu nhà mới vào ở liền.

+ lô góc 2 mặt tiền, hẻm ô tô sạch đẹp, cách hẻm xe tải trách chỉ vài bước chân.

+ chủ từng cho công ty dược thuê 12tr/th.

+ pháp lý rõ ràng, chính chủ lâu đời.
( phúcvp)"	True	False	False	True	1.8	đường Cao Thắng, Phường 12, Quận 10	Thành phố Hồ Chí Minh	đường Cao Thắng, Phường 12, Quận 10	
nhà cách phạm văn đồng 30m - sổ vuông a4 - hẻm nhựa 6m - vị trí kinh doanh đỉnh!	10.2	https://batdongsan.vn/nha-cach-pham-van-dong-30m-so-vuong-a4-hem-nhua-6m-vi-tri-kinh-doanh-dinh-r256426	56.0				"bt141222
nhà cách phạm văn đồng 30m - sổ vuông a4 - hẻm nhựa 6m - vị trí kinh doanh đỉnh!
phan văn trị phường 11 quận bình thạnh.

+ dt: 56m2, 3tầng, 4x14, giá chào 10.2 tỷ(đã giảm giá từ 11.5ty)
+ kết cấu: 1 trệt 2 lầu btct chắc chắn, 3pn 4wc, sân thượng trồng cây cảnh.
+ nhà đang kinh doanh spa, tóc, ... vị trí rất đẹp.
+ hẻm nhựa 6m xe hơi tránh, không lộ giới.
+ sổ vuông như a4, pháp lý chuẩn công chứng trong ngày.
+ chủ nhà rất cần bán gấp.

hãy gọi ngay(zalo): 0903329000 huy
chân thành, nhiệt tình, chính xác.
miễn phí mọi dịch vụ"	True	False	False	False	3.0	Phạm Văn Trị, Phường 11, Quận Bình Thạnh	Phạm Văn Trị, Phường 11, Quận Bình Thạnh	Phạm Văn Trị, Phường 11, Quận Bình Thạnh	168.0
cần bán nhà xinh sổ xây dựng - dt: 124m2 tại vạn thành - phường 5 - tp.đà lạt - giá 5 tỷ 8	5.8	https://batdongsan.vn/can-ban-nha-xinh-so-xay-dung-dt-124m2-tai-van-thanh-phuong-5-tpda-lat-gia-5-ty-8-r256422	124.0	4.0	4.2	Đường Vạn Thành, Phường 5, TP Đà Lạt, Lâm Đồng	"???? hạ giá từ 6 tỷ 3 còn 5 tỷ 8 - chủ ngộp cần bán căn nhà 2 mặt tiền vạn thành, phường 5, đà lạt ????
-----------------------------------------------
+ vị trí: đường vạn thành, phường 5, tp. đà lạt
+ diện tích đất: 124m2 mặt tiền trước sau
+ diện tích sàn: 300m2..
+ hướng : đông bắc và tây nam
+ pháp lý: sổ xây dựng phân quyền 2 nhà
+ kết cấu: 1hầm, 1 trệt, 2 tầng gồm
* tầng hầm trống làm kho chứa hàng
* tầng trệt: phòng khách, phòng bếp, toilet
* tầng 1: 2 pn 2 wc riêng
* tầng 2: 2 phòng ngủ, 1 sân phơi đồ, 1wc, 1 sân thượng
+ nhà lót toàn bộ sàn gỗ cao cấp, để lại toàn bộ nội thất
+ lộ giới: đường oto có sân đậu oto.
+ gần thác cam ly, làng hoa vạn thành, cây xăng, chợ, trường học. thích hợp định cư, đầu tư, kinh doanh homestay. cách chợ đl 5km
*************** giá bán: 5 tỷ 8 **************"	True	False	True	True	2.0	đường Vạn Thành, Phường 5, Thành phố Đà Lạt	Đường Vạn Thành, Phường 5, TP Đà Lạt, Lâm Đồng	đường Vạn Thành, Phường 5, Thành phố Đà Lạt	248.0
giảm ngay 150tr cho khách mua trong tháng 12-nhà trần duy hưng cầu giấy-35m2 5t chỉ còn 3,75 tỷ	3.75	https://batdongsan.vn/giam-ngay-150tr-cho-khach-mua-trong-thang-12-nha-tran-duy-hung-cau-giay-35m2-5t-chi-con-375-ty-r256419	35.0				"giảm ngay 150tr cho khách mua trong tháng 12-nhà trần duy hưng cầu giấy-35m2 xd mới 5t chỉ còn 3,75 tỷ
- nhà cách xe hơi 30m, ra mặt phố 50m.
- ngõ thông 3 đường trần duy hưng-nguyễn chánh và trung kính
- thuộc khu dân cư xd đồng bộ 10 căn
- đối diện tòa nhà grand plaza
- khách mua chỉ việc vao đón tết
call: 0942.116.181 để xem nhà"	True	False	False	True	1.2	đường Trần Duy Hưng, Cầu Giấy	đường Trần Duy Hưng, Cầu Giấy	đường Trần Duy Hưng, Cầu Giấy	42.0
giảm ngay 150tr cho khách mua trong tháng 12-nhà trần duy hưng cầu giấy-45m2 5t chỉ còn 5,05 tỷ	5.05	https://batdongsan.vn/giam-ngay-150tr-cho-khach-mua-trong-thang-12-nha-tran-duy-hung-cau-giay-45m2-5t-chi-con-505-ty-r256417					"giảm ngay 150tr cho khách mua trong tháng 12-nhà trần duy hưng cầu giấy-35m2 xd mới 5t chỉ còn 5,05 tỷ
- nhà cách xe hơi 30m, ra mặt phố 50m.
- ngõ thông 3 đường trần duy hưng-nguyễn chánh và trung kính
- thuộc khu dân cư xd đồng bộ 10 căn
- đối diện tòa nhà grand plaza
- khách mua chỉ việc vao đón tết
call: 0942.116.181 để xem nhà"	True	False	False	True	1.0	đường Trần Duy Hưng, Phường Cầu Giấy	đường Trần Duy Hưng, Phường Cầu Giấy	đường Trần Duy Hưng, Phường Cầu Giấy	
thu hồi vốn cuối năm-giảm ngay 250tr cho khách mua nhà minh khai-cạnh timecity 45m2 5 tầng xd mới chỉ 5,3 tỷ	5.3	https://batdongsan.vn/thu-hoi-von-cuoi-nam-giam-ngay-250tr-cho-khach-mua-nha-minh-khai-canh-timecity-45m2-5-tang-xd-moi-chi-53-ty-r256416					"thu hồi vốn cuối năm-giảm ngay 250tr cho khách mua nhà minh khai-cạnh timecity.
thông số: 45m2 xd mới 5 tầng. giá chỉ còn 5,3 tỷ
cách ô tô 10m, ra mặt phố 30m. cực gần phố.
hàng xóm timecity, gần các trường đh lớn.
call: 0942.116.181"	True	False	True	True	5.0	Nhà Minh Khai, cạnh Timecity	Nhà Minh Khai, cạnh Timecity	Nhà Minh Khai, cạnh Timecity	
hẻm xe hơi huỳnh thiện lộc - 68m2 - 2 tầng - ngang 4m. nhỉnh 6 tỷ	6.3	https://batdongsan.vn/hem-xe-hoi-huynh-thien-loc-68m2-2-tang-ngang-4m-nhinh-6-ty-r256415	68.0	3.0		Huỳnh Thiên Lộc, Hòa Thạnh, Tân Phú, Hồ Chí Minh, -Dự án-	"- diện tích : 4m x 17m = 68m2 vuông vức

- nhà mới thiết kế đẹp 1 trệt 1 lầu gồm 3 pn, wc, bếp, phòng khách

- hẻm rộng thoáng, sạch sẽ,thông lũy bán bích, kênh tân hóa, thoại ngọc hầu

- di chuyển nhanh sang q11, q.bình tân, q.tân bình, q.6

- sổ hồng chính chủ. vuông vức như tờ a4

* liên hệ 0971034978 (công thành) để được hỗ trợ xem nhà tốt nhất
* nhận tìm nhà theo nhu cầu miễn phí
- miễn mô giới, miễn quảng cáo -"	False	False	False	False	2.0	hẻm Huỳnh Thiện Lộc	Huỳnh Thiên Lộc, Hòa Thạnh, Tân Phú, Hồ Chí Minh, -Dự án-	hẻm Huỳnh Thiện Lộc	136.0
hot-siêu phẩm nhà p.láng hạ-52m2, 5 tầng, mt 4,2m giá chỉ hơn 6 tỷ.	6.4	https://batdongsan.vn/hot-sieu-pham-nha-plang-ha-52m2-5-tang-mt-42m-gia-chi-hon-6-ty-r256414					"hot-siêu phẩm nhà p.láng hạ-52m2, 5 tầng, mt 4,2m giá chỉ hơn 6 tỷ.
nhà 2 thoáng-mới keng chỉ việc dọn vào đón tết.
ngõ rộng, thông khắp nơi-láng-láng hạ.
call: 0942.116.181"	False	False	False	False	5.0	phường Láng Hạ	phường Láng Hạ	phường Láng Hạ	
siêu hiếm-nhà thái hà: 58m2, 5,5tầng giá chỉ 7,5 tỷ	7.5	https://batdongsan.vn/sieu-hiem-nha-thai-ha-58m2-55tang-gia-chi-75-ty-r256413					"siêu hiếm-nhà thái hà: 58m2, 5,5tầng giá chỉ 7,5 tỷ
ngõ rộng, thông tứ tung và gần phố.
sổ vuông đét.
thái hà, con phố sầm uất bậc nhất quận đống đa
call: 0942.116.181"	False	False	True	False	5.0	phố Thái Hà, Quận Đống Đa	phố Thái Hà, Quận Đống Đa	phố Thái Hà, Quận Đống Đa	
giảm ngay 200tr cho khách mua trong t12-căn nhà hoàng cầu-đống đa-40m2 chỉ còn 5,8 tỷ	5.8	https://batdongsan.vn/giam-ngay-200tr-cho-khach-mua-trong-t12-can-nha-hoang-cau-dong-da-40m2-chi-con-58-ty-r256412					"giảm ngay 200tr cho khách mua trong t12-căn nhà hoàng cầu-đống đa-40m2 chỉ còn 5,8 tỷ
cách 10m ra ngõ oto tránh nhau, 50m ra mặt phố.
hàng xóm tân hoàng minh, ub quận, trường c3, bệnh viện quận.
call: 0942116181"	False	False	True	True	1.0	 đường Hoàng Cầu, Đống Đa	 đường Hoàng Cầu, Đống Đa	 đường Hoàng Cầu, Đống Đa	
chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 20 nguyễn nhược thị phường 15 , quận 8 giá rẻ	2.15	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-hem-20-nguyen-nhuoc-thi-phuong-15-quan-8-gia-re-r256411	48.0	2.0	2.0	Hẻm 20 Nguyễn Nhược Thi phường 15 quận 8	"chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 20 nguyễn nhược thị phường 15 , quận 8 giá rẻ
- diện tích 4×12 (48m2)
- thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh - hẻm thông với hẻm 141 lưu hữu phước , gần với trường tiểu học nguyễn nhược thi
- gần với cửa hàng điện thoại cát tường 2 ,
- gần với cửa hàng thiết bị điện tử đại tâm thanh
- đường thông với đường bến bình đông
- nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- giá 2.150 tỷ"	False	False	True	True	2.0	hẻm 20 Nguyễn Nhược Thị, Phường 15, Quận 8	Hẻm 20 Nguyễn Nhược Thi phường 15 quận 8	hẻm 20 Nguyễn Nhược Thị, Phường 15, Quận 8	96.0
nhà đón tết-thái hà-ô tô đỗ cổng-5t mặt tiền 4m, 42m2 giá chỉ quanh 7 tỷ	7.5	https://batdongsan.vn/nha-don-tet-thai-ha-o-to-d-cong-5t-mat-tien-4m-42m2-gia-chi-quanh-7-ty-r256408					"nhà đón tết-thái hà-ô tô đỗ cổng-5t mặt tiền 4m, 42m2 giá chỉ quanh 7 tỷ
ngõ bàn cờ-ô tô chạy vòng quanh-thông các phố thái hà- nguyễn văn tuyết.
thái hà con phố đắc địa, sầm uất q đống đa, nhà 7t cũng hiếm như con phố vậy.
call 0942.116.181"	True	False	True	True	4.0	ngõ Bàn Cờ, đường Thái Hà, Quận Đống Đa	ngõ Bàn Cờ, đường Thái Hà, Quận Đống Đa	ngõ Bàn Cờ, đường Thái Hà, Quận Đống Đa	
cần bán căn nhà 41 thái thịnh-lô góc-thông bàn cờ-ngõ 4m. giá chỉ nhỉnh 7 tỷ	7.9	https://batdongsan.vn/can-ban-can-nha-41-thai-thinh-lo-goc-thong-ban-co-ngo-4m-gia-chi-nhinh-7-ty-r256407					"cần bán căn nhà 41 thái thịnh-lô góc-thông bàn cờ-ngõ 4m. giá chỉ nhỉnh 7 tỷ
xd 6 tầng, mặt tiền 4,7m, lô góc nên rất thoáng.
khu vực nhà thông thoáng ô bàn cờ, rất tiện kd
call: 0942.116.181"	False	False	False	True	6.0	41 Thái Thịnh, lô góc thông bàn cờ, ngõ 4m	41 Thái Thịnh, lô góc thông bàn cờ, ngõ 4m	41 Thái Thịnh, lô góc thông bàn cờ, ngõ 4m	
cung điện tây sơn-đống đa-trong phân khúc 7 tỷ. 45m2 6 tầng	7.2	https://batdongsan.vn/cung-dien-tay-son-dong-da-trong-phan-khuc-7-ty-45m2-6-tang-r256405					"cung điện tây sơn-đống đa-trong phân khúc 7 tỷ.
thông số vàng: mặt tiền gần 4,5m, diện tích 48m2.
gần phố, trung tâm, nhiều tiện ích
call 0942.116.181"	False	False	True	True	6.0	cung điện Tây Sơn, Đống Đa	cung điện Tây Sơn, Đống Đa	cung điện Tây Sơn, Đống Đa	
chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 5f bến bình đông phường 14 , quận 8 giá rẻ	2.05	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-hem-5f-ben-binh-dong-phuong-14-quan-8-gia-re-r256402	48.0	2.0	2.0	Hẻm 5F Bến Bình Đông phường 14 quận 8	"chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 5f bến bình đông phường 14 , quận 8 giá rẻ
- diện tích 4×12 (48m2)
- thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh - cách mặt tiền đường bến bình đông tầm 300m
- gần với ubnd phường 14 , gần với chợ bình đông, gầm siêu thị gạo bến bình đông
- gần với trường mần non đô rê mon
- đường thông với đường bến bình đông
- nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- giá 2.050 tỷ"	False	False	True	False	2.0	hẻm 5f Bến Bình Đông, Phường 14, Quận 8	Hẻm 5F Bến Bình Đông phường 14 quận 8	hẻm 5f Bến Bình Đông, Phường 14, Quận 8	96.0
chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 106h hoài thanh phường 14 , quận 8 giá rẻ	1.95	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-hem-106h-hoai-thanh-phuong-14-quan-8-gia-re-r256401	48.0	2.0	2.0	Hẻm 106H Hoài Thanh phường 14 quận 8	"chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 106h hoài thanh phường 14 , quận 8 giá rẻ
- diện tích 4×12 (48m2)
- thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh - cách mặt tiền đường hoài thanh tầm 200m
- gần với văn phòng thanh mai , gần công ty tnhh thương mại vận tải phạm tài
- gần với quán fang tea coffee
- đường thông với đường bến bình đông
- nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- giá 1.950 tỷ"	False	False	True	False	2.0	hẻm 106h hoài thanh, phường 14, quận 8	Hẻm 106H Hoài Thanh phường 14 quận 8	hẻm 106h hoài thanh, phường 14, quận 8	96.0
nhà trọ 3 tầng kqh khiểm huệ 10 phòng cho thuê	6.6	https://batdongsan.vn/nha-tro-3-tang-kqh-khiem-hue-10-phong-cho-thue-r256397	112.0	10.0	10.0		"nhà trọ 3 tầng kqh khiểm huệ 10 phòng cho thuê ????????
???????????? thông tin sản phẩm:
- diện tích: 112,75m2 = 5,5m x 20,5m
- sổ hồng chính chủ
- hướng: tây bắc
- vị trí trung tâm trong lòng thành phố, tiện ích khu vực đầy đủ
- hiện tại đang cho thuê hết 10 phòng với thu nhập mỗi phòng từ 3tr-3,5tr/tháng cực ổn định
- cơ hội đầu tư và kinh doanh có lợi nhuận ngay cực hiếm
???? giá: 6 tỷ x
☎️ call/zalo: 0799191152 - gặp em văn để xem nhà và g.i.á ưu đãi"	False	True	True	False	8.0				896.0
chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đườn cây sung phường 14 , quận 8 giá rẻ	1.85	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-duon-cay-sung-phuong-14-quan-8-gia-re-r256395	48.0	2.0	2.0	Cây sung phường 14 quận 8	"chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đườn cây sung phường 14 , quận 8 giá rẻ
- diện tích 4×12 (48m2)
- thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh - cách mặt tiền đường bến bình đông tầm 300m , di chuyển ra đường võ văn kiệt tầm 10-15p
- gần với trường mầm non 162 -
gần với căn hộ d - aqua quận 8
- gần với tiệm uốn tóc ngọc nhi
- đường thông với đường bến bình đông
- nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- giá 1.850 tỷ"	False	False	True	False	2.0	đường Cây Sung, Phường 14, Quận 8	Cây sung phường 14 quận 8	đường Cây Sung, Phường 14, Quận 8	96.0
chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 141 hoài thanh phường 14 , quận 8 giá rẻ	1.95	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-hem-141-hoai-thanh-phuong-14-quan-8-gia-re-r256394	48.0	2.0	2.0	Hẻm 141 Hoài Thanh phường 14 quận 8	"chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền hẻm 141 hoài thanh phường 14 , quận 8 giá rẻ
- diện tích 4×12 (48m2)
- thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 1 lầu gồm 1 phòng khách, 1 bếp, 2 phòng ngủ , 2 nhà vệ sinh - cách mặt tiền đường bến bình đông tầm 400m
- gần với trường mầm non đô rê mon
- gần với công an phường 14 quận 8
- di chuyển ra đường võ văn kiệt tầm 5-10p
- nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- giá 1.950 tỷ"	False	False	True	False	2.0	hẻm 141 Hoài Thanh, Phường 14, Quận 8	Hẻm 141 Hoài Thanh phường 14 quận 8	hẻm 141 Hoài Thanh, Phường 14, Quận 8	96.0
giảm chào sâu, bán nhà 3 tầng đường 11, bình thọ, thủ đức, 52m2, chỉ 3.65 tỷ.	3.65	https://batdongsan.vn/giam-chao-sau-ban-nha-3-tang-duong-11-binh-tho-thu-duc-52m2-chi-365-ty-r256393	69.0	5.0		Đường 11, Bình Thọ, Thủ Đức.	"- diện tích: 69m2, ngang 5m, dài 14,1m.
- kết cấu: 3 tầng đúc bê tông cốt thép chắc chắn.
- giá cả cực kỳ hợp lý so với khu vực chỉ 65 triệu/m2 hầu như không có.
- ngoài ra còn nhiều nhà ngon tại tp thủ đức phân khúc 3 – 6 tỷ. cam kết xem và tư vấn miễn phí, gặp chính chủ nhà thương lượng. liên hệ qua số điện thoại hoặc zalo – gặp đức nghĩa."	False	False	False	False	3.0	đường 11, Phường Bình Thọ, Quận Thủ Đức	Đường 11, Bình Thọ, Thủ Đức.	đường 11, Phường Bình Thọ, Quận Thủ Đức	207.0
giảm số 300tr - bán gấp ccmn - dòng tiền 550tr/năm - 50m2 x 5 tầng - nhỉnh 6 tỷ	6.4	https://batdongsan.vn/giam-so-300tr-ban-gap-ccmn-dong-tien-550trnam-50m2-x-5-tang-nhinh-6-ty-r256392	50.0	9.0	9.0	158	"tòa dịch vụ ccmn xây mới cứng - 9 phòng - doanh thu 550tr / năm - gần nhiều tiện ích

- khu vực nhiều trường đại học, sinh viên. giá thuê khu vực đắt, nhu cầu thuê nhiều. siêu gần nhiều tiện ích
- tổng 09 phòng cho thuê. doanh thu 45tr / tháng.
- nội thất đầy đủ: điều hòa, nóng lạnh, giường, tủ, bếp, bàn, tủ lạnh, máy giặt...
- ngõ thông tứ tung ( 158 trương định thông sang 178 trương định, 104 nguyễn an ninh).

thiết kế :
t1 : để xe + 01 phòng kép kín.
t2.3.4.5 : tổng 08 phòng khép kín + sân phơi
sổ chính chủ, sẵn sàng giao dịch"	False	True	True	False	5.0	158 Trương Định, 178 Trương Định, 104 Nguyễn An Ninh	158	158 Trương Định, 178 Trương Định, 104 Nguyễn An Ninh	250.0
bán nhà trương định 44m4t, tiện ích bạt ngàn, dòng tiền ổn định, giá rẻ khó tin	4.2	https://batdongsan.vn/ban-nha-truong-dinh-44m4t-tien-ich-bat-ngan-dong-tien-on-dinh-gia-re-kho-tin-r256390	44.0				"ngõ thông - 2 thoáng - dòng tiền ổn định - sổ hoa hậu - đầu tư giữ tiền tốt
+ vị trí nhà thông sang ngõ nguyễn đức cảnh, cách hồ đền lừ chỉ 3p.
+ trước nhà ngõ rộng, sh quay đầu thoải mái, nhà diện tích rộng ở thích.
+ nhà gần trường kinh tế, xây dựng, bách khoa rất phù hợp cho khách mua về cho con đi học đh, vừa ở vừa cho thuê cũng được.
+ nhà xây chắc chắn 4 tầng, 5 ngủ, phòng nào cũng có cửa sổ thoáng, tiện ích công năng đầy đủ, khu vực đông dân cư.
+ hiện chủ đang cho thuê 15tr/ tháng giữ nhà, chủ thiện chí bán.
+ sổ đỏ chính chủ, nở hậu.
+ giá: 4.2 tỷ ( có tl )
tư vấn mua bán bđs hoàng mai: call ngay hiếu 0975596463."	False	True	True	False	4.0	đường Trương Định	đường Trương Định	đường Trương Định	176.0
bán nhà 3 mặt thoáng phố hoàng hoa thám	9.5	https://batdongsan.vn/ban-nha-3-mat-thoang-pho-hoang-hoa-tham-r256389	68.0	1.0	1.0		"mình cần bán nhà hoàng hoa thám 3 mặt thoáng
diện tích 68.7m2
oto đỗ cửa , nở hậu phù hợp với mua đầu tư kinh doanh"	True	False	False	False	1.0	phố Hoàng Hoa Thám	phố Hoàng Hoa Thám	phố Hoàng Hoa Thám	68.0
