	Address1	Latitude	Longitude
874	đường 6M, Hòa Bình, Quận Tân Phú	10770275.0	1066353759.0
875	đường Lê Văn Sỹ, Phường 12, Quận 3	10789607.0	1066747189.0
876	đường Lê Văn Sỹ, Phường 12, Quận 3	10789607.0	1066747189.0
877	đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh	108053797.0	1067115089.0
878	đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh	108053797.0	1067115089.0
879	Tô Hiến Thành, Cao Thắng, quận 3	107732898.0	1066783556.0
880	Mỹ Khê, Đà Nẵng	160544068.0	1082021667.0
881	Khu đô thị HUD Sơn Tây	211306498.0	1055052484.0
882	Đường Số 21	108410084.0	1066507007.0
883	Xô Viết Nghệ Tĩnh	192342489.0	1049200365.0
884	đường Số 25 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân	10774108.0	1066099113.0
885	đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh	107978161.0	1067049832.0
886	đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh	107978161.0	1067049832.0
887	đường Miếu Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân	10779745.0	1066073872.0
888	na		
889	Phố Lý Nam Đế, Phường Hoàn Kiếm, Hà Nội	210348918.0	105844954.0
890	Từ Liêm	210034608.0	1057703287.0
891	đường Phạm Văn Trị, Phường 11, Quận Bình Thạnh	108159197.0	1066952001.0
892	Đường Man Thiện. Phường Tăng Nhơn Phú A.TP Thủ Đức ( Quận 9 cũ )	108511904.0	106795021.0
893	tân thông hội, củ chi	109471303.0	10650538.0
894	Phan Anh, Bình Trị Đông, Bình Tân	107673378.0	1066230141.0
895	Cô Bắc, Phường Cô Giang, Quận 1	107640782.0	1066938507.0
896	Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1	107667458.0	1066836714.0
897	Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1	107688718.0	1066937594.0
898	Trần Đình Xu, Phường Cầu Kho, Quận 1	10760602.0	1066913802.0
899	Quang Trung		
900	Hà Đông	20955835.0	1057563658.0
901	Gần công viên, Metro Bình Phú		
902	đường sổ 7 linh xuân thủ đức	108849176.0	1067696037.0
903	đường số 1 linh xuân thủ đức	108759903.0	1067684808.0
904	Nguyễn Văn Cừ, Long Biên	210464835.0	1058773208.0
905	Trần Phú Văn Quán Hà Đông	209799246.0	1057873752.0
906	Trần Phú Văn Quán Hà Đông	209799246.0	1057873752.0
907	Yết Kiêu, Hà Đông	2097458.0	1057769317.0
908	đường Thanh Hải	164404905.0	1075799017.0
909	Biên Hòa	109574128.0	1068426871.0
910	Biên Hòa	109574128.0	1068426871.0
911	Xuân PHương, Nam Từ Liêm, Hà Nội	210378383.0	1057439194.0
912	Đê La Thành, Đống Đa	210237416.0	1058174236.0
913	Lạc Long Quân, Tân Bình	107794947.0	1066498878.0
914	Phường Láng Hạ, Quận Đống Đa, Hà Nội, -- Dự án --	210153717.0	1058128851.0
915	đường 8, Phường 11, Quận Gò Vấp	108368678.0	1066582811.0
916	5.2X16 Lê Đức Thọ, Phường 17, Quận Gò Vấp	10848289.0	1066675573.0
917	Hẻm lớn, Chợ Thạch Đà Phạm Văn Chiếu, Gò Vấp	108503923.0	1066529399.0
918	Quan Nhân		
919	Thôn 1 lộc thành	115485887.0	1078983754.0
920	Thành Thái P14 Quận 10	107743181.0	106664413.0
921	Thành Thái P14 Quận 10	107743181.0	106664413.0
922	Уận Nhân Dân, Khu Tên Lùa		
923	Không có thông tin địa chỉ		
924	An Dương Vương, Bình Tân	107358416.0	1066214714.0
925	Hạ Đỉnh, Thanh Xuân	209866719.0	1058099499.0
926	Vũ Trọng Phụng, Thanh Xuân	20999591.0	1058081092.0
927	Hồng Lạc, P.10, Tân Bình	107874845.0	1066470684.0
928	hẻm xe hơi, đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107668701.0	1066096908.0
929	Hương Lộ 2, Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107695049.0	10661276.0
930	đó phố Tạ Quang Bửu, Bách Khoa	210033973.0	1058478526.0
931	đường số 64, Khu Dân Cư Văn Minh, Quận 2, An Phú	10850085.0	1067587215.0
932	Đường 27, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM	108332403.0	1067318574.0
933	Nguyễn Văn Công, Phường 3, Quận Gò Vấp	108200329.0	1066745623.0
934	phố Kim Ngưu, quận Hai Bà Trưng	210026587.0	1058617634.0
935	Tô Ngọc Vân, Linh Đông, Thủ Đức	10856064.0	1067504091.0
936	Ngõ 3, Góc ngõ 3, Thanh Xuân, Quận Đống Đa	210208482.0	105830001.0
937	1111 phạm thế hiển	10742166.0	1066642082.0
938	1111 Phạm Thế Hiển	10742166.0	1066642082.0
939	đường Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh	108083167.0	1066841841.0
940	đường Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh	108083167.0	1066841841.0
941	đường Cộng Hòa, Phường 13, Quận Tân Bình	108023555.0	1066414577.0
942	nhánh đồng Khởi	107761225.0	1067030267.0
943	đường số 57, An Phú, Quận 2	107840443.0	1067487971.0
944	Long Biên	210186765.0	105884813.0
945	đường Trường Sa, Phường 1, Quận Bình Thạnh	107939433.0	1066978628.0
946	đường Lê Văn Sỹ, Phường 12, Quận 3	10789607.0	1066747189.0
947	Đội Cấn- Ba Đình- Hà Nội	210353698.0	1058192143.0
948	đường Số 9, Bình Hưng Hòa	108000621.0	1066009947.0
949	Ngã 4 hầm Kim Liên, Đống Đa, Kim Hoa & Lê Duẩn	210079749.0	1058402606.0
950	ngõ Thịnh Quang, Đống Đa	21006475.0	1058192136.0
951	đường Láng	210139679.0	1058067187.0
952	Ngân - thổ cư Đống Đa hà nội	210180725.0	1058299495.0
953	ngõ Trần Duy Hưng, Cầu Giấy	210106758.0	1057995616.0
954	thạnh phú	99481665.0	10650538.0
955	Khương Đình, Thanh Xuân	209887356.0	1058187558.0
956	Khương Đình, Thanh Xuân	209887356.0	1058187558.0
957	đường Thái Hà, phường Đống Đa	210129882.0	105820014.0
958	Ngõ Thông, Xã Đàn, Quận Đống Đa	210129017.0	1058355017.0
959	Ngõ Xã Đàn, Đống Đa	210142451.0	1058316192.0
960	đường số 8, Phường 11, Quận Gò Vấp	108414544.0	1066624967.0
961	 Ngõ Thịnh Quang, Đống Đa	21006475.0	1058192136.0
962	Nguyễn Trọng Tuyển, Phường 2, Quận Tân Bình	107984353.0	1066662555.0
963	Lê Lợi, Phường 4, Quận Gò Vấp	108195857.0	1066858909.0
964	 Lê Lợi, Phường 4, Quận Gò Vấp	108195857.0	1066858909.0
965	đường Nguyễn Xuân Ôn, Phường 2, Bình Thạnh	10798622.0	106700069.0
966	Hẻm Thach Lam, Quận Tân Phú	107780407.0	1066274906.0
967	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
968	Khu Tên Lửa, Tân Tạo	107557614.0	1066126331.0
969	602 Kinh Dương Vương	107462719.0	1066248304.0
970	đường Đào Duy Anh, Phường 9, Quận Phú Nhuận	108068686.0	1066758672.0
971	Nguyễn Văn Khối	108429616.0	1066529357.0
972	Ngô Gia Tự, Đức Giang, Long Biên	210656791.0	1058980147.0
973	Đại La - Minh Khai, Quận Hải An	208300935.0	1067219631.0
974	đoạn đầu Đại La - Minh Khai	209966665.0	10584641.0
975	Khương Trung, Quận Thanh Xuân	209971504.0	1058216911.0
976	đường Văn Khê	209534707.0	1057756791.0
977	Lê Văn Việt, Quận 9, Thủ Đức	108454575.0	106794186.0
978	71/43		
979	An Chân, Sở Dầu, Hồng Bàng, Hải Phòng	208699652.0	1066513487.0
980	đường Nguyễn Thế Truyện, Quận Tân Phú	107959013.0	1066319936.0
981	Đường Số 10, Phường Linh Trung, Quận Thủ Đức, TP HCM	108586724.0	1067722225.0
982	đường nào?		
983	Xa Lộ Hà Nội, Quận 9, Thủ Đức	108293067.0	1067622483.0
984	Tân Sơn Nhì, Tân Phú	107997882.0	106630604.0
985	Đại Mỗ - Nam Từ Liêm - Hà Nội	209898009.0	1057615252.0
986	ngõ An Sơn, đường Đại La	209960362.0	10584801.0
987	Phố Thịnh Quang, Phường Đống Đa	210083647.0	1058180219.0
988	Tân Sơn Nhì, Tân Phú	107997882.0	106630604.0
989	Tân Sơn Nhì, Tân Phú	107997882.0	106630604.0
990	bửu long	109586438.0	1068053993.0
991	cách dduong Duong số 8, 10m.phuong11. quận Gò Vấp	108455331.0	1066570197.0
992	Hẻm 67 đường số 38 Phường Hiệp Bình Chánh TP.Thủ Đức	108426939.0	106734747.0
993	Hà Nội	210277644.0	1058341598.0
994	Hà Nội	210277644.0	1058341598.0
995	False		
996	Tôn Thất Thuyết		
997	Đông Lợi, TX Sapa	223334447.0	103841518.0
998	Võ Chí Công		
999	TPHCM	108230989.0	1066296638.0
1000	An Lạc Phùng Khoang	209867151.0	1057883846.0
1001	Trần Phú Hà Đông	209799246.0	1057873752.0
1002	Nguyễn Khuyến, Khu đô thị Văn Quán, Hà Đông, Hà Nội	20974526.0	1057896436.0
1003	Tây Hoà, Quận 9, Thủ Đức	108250905.0	1067673355.0
1004	Tây Hoà, Quận 9, Thủ Đức	108250905.0	1067673355.0
1005	Phường Đại Kim, Quận Hoàng Mai, Hà Nội	209739692.0	1058216911.0
1006	KĐT 31ha Trâu Quỳ, Gia Lâm, Hà Nội	210329772.0	1058538442.0
1007	đường Lạc Long, Phường Tân Bình	115190638.0	1068856933.0
1008	Văn Quán, Hà Đông	209796446.0	1057923394.0
1009	Phố Xům, Lô Góc, Quận Đa Nam		
1010	Đỗ Xuân Hợp, Quận 9, Thủ Đức	108141275.0	1067751935.0
1011	Quận Hà Đông, Hà Nội	20955835.0	1057563658.0
1012	đường Bùi Hữu Nghĩa, Phường Tân Vạn	109137732.0	106827238.0
1013	đường Nguyễn Ái Quốc, Phường Hóa An, Quận Biên Hòa	109344857.0	1068047583.0
1014	ngõ Thịnh Quang, Phường Đống Đa	21006475.0	1058192136.0
1015	đường Thịnh Quang, phường Đống Đa	210067052.0	1058205335.0
1016	49 Xô viết nghệ tĩnh	103424565.0	1070846076.0
1017	Võ Thị Sáu, Ngõ thông, Mặt tiền 9,6m, Quận...		
1018	Tô Hiệu, Lê Chân, Hải Phòng	208508055.0	1066789703.0
1019	602 Kinh Dương Vương	107462719.0	1066248304.0
1020	Đường Số 4		
1021	Quốc lộ 13, Hiệp Bình Phước	108505432.0	1067193752.0
1022	phố Đại La, mặt ngõ An Sơn, gần chợ Mơ	209954109.0	1058479723.0
1023	Ngõ 49 Trần Cung	210570435.0	1057852738.0
1024	ngõ Nông Thông Tứ Tung, Hoa Bằng		
1025	Ngõ 35 Trần Thái Tông	210354434.0	1057896029.0
1026	Lê Trọng Tấn, Thanh Xuân	20993927.0	1058314531.0
1027	phố Hoàng Văn Thái, Quận Thanh Xuân	209969246.0	1058246143.0
1028	Đỗ Xuân Hợp, Quận 9, Thủ Đức	108141275.0	1067751935.0
1029	Hẻm 46 Đường Số 49 phường Hiệp Bình Chánh TP.Thủ Đức	108389998.0	1067298915.0
1030	Long Biên	210186765.0	105884813.0
1031	Phố Nguyễn Mậu Tài, Gia Lâm, Hà Nội	210144598.0	1059437136.0
1032	Đại Lộ 3, Đỗ Xuân Hợp, Quận 9, Thủ Đức	108135278.0	1067753935.0
1033	Lê Văn Thọ	108455819.0	1066570168.0
1034	Hai Bà Trưng		
1035	Hai Bà Trưng, lô góc 2 mặt thoáng đẹp		
1036	Vương Thừa Vũ, Quận Thanh Xuân	209989203.0	105821837.0
1037	Đường Nguyên van lương, phuong 17,q gò vấp	108384998.0	1066755728.0
1038	Đường Số 8, Phường Trường Thọ, Quận Thủ Đức, TP HCM	108454196.0	1067584063.0
1039	Lê Trọng Tấn, Tây Thạnh, Tân Phú	108079431.0	1066201184.0
1040	chợ Trường Yên, gần TT Chúc sơn, Quận Chương Mỹ, Hà Nội	20913812.0	1056465679.0
1041	Hai Bà Trưng, not specified		
1042	Nguyễn Trãi, Hà Đông, HN	209699557.0	1057798664.0
1043	Nguyễn Trãi, Hà Đông, HN	209699557.0	1057798664.0
1044	Đường Kênh Tân Hóa	107697214.0	1066356313.0
1045	Biên Hòa	109574128.0	1068426871.0
1046	tân phong	107318388.0	106702825.0
1047	Ngọc Lâm, Long Biên	210448412.0	1058686635.0
1048	Vũ Xuân Thiều, Long Biên, Long Biên, Hà Nội, -Dự án-	21035881.0	1059201201.0
1049	Đường Số 27, Phường Long Thạnh Mỹ, Quận 9, TP HCM	108450876.0	1068323717.0
1050	Nguyễn Hữu Thọ, Xô Viết Nghệ Tĩnh	192342489.0	1049200365.0
1051	Tân Bình, Đồng Xoài	115245481.0	1068856933.0
1052	Lê Văn Việt, Quận 9, Thủ Đức	108454575.0	106794186.0
1053	Đường Dương Đình Nghệ, Cầu Giấy, HÀ NỘI	210215526.0	1057878867.0
1054	Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TP HCM	108118412.0	1067091321.0
1055	False		
1056	Số 24N2 Hồ Đình B, Thanh Lương, Hai Bà Trưng, HN	209907859.0	1058888629.0
1057	Số 24N2 Hồ Đình B, Thanh Lương, Hai Bà Trưng, HN	209907859.0	1058888629.0
1058	bửu long	109586438.0	1068053993.0
1059	đường Bùi Đình Túy, Bình Thạnh	108078203.0	1067034476.0
1060	Thuận An, Trâu Quỳ, Gia Lâm, Hà Nội	210166024.0	1059448734.0
1061	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1062	Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1	107629426.0	1066867982.0
1063	Phan Văn Trị, P.10, Quận Gò Vấp	108327364.0	1066724769.0
1064	Cao Bá Nhạ, Phường Nguyễn Cư Trinh, Quận 1	107625745.0	1066899303.0
1065	Hòa Bình, Quận Tân Phú	107701883.0	1066319717.0
1066	Nam Hòa, Phước Long A, Tp. Thủ Đức	108265841.0	1067619652.0
1067	Nguyễn Trãi, Hà Đông, HN	209699557.0	1057798664.0
1068	đường Phan Đình Phùng, Hà Đông	209729407.0	1057768743.0
1069	Phố Xã Đàn, Quận Đống Đa	210129017.0	1058355017.0
1070	Lê Lợi, Phường 4, Gò Vấp	108195857.0	1066858909.0
1071	Phường Bình Hưng Hòa , Quận Bình Tân, TP. HCM	108026884.0	1066026064.0
1072	Bình Dương	113254024.0	106477017.0
1073	đường Tô Ngọc Vân, Quận Thủ Đức	108614033.0	1067450855.0
1074	Lạc Long Quân, Phường 10, Quận Tân Bình	107808805.0	1066500274.0
1075	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1076	Tô Hiến Thành P15 Q10	107793626.0	1066674641.0
1077	đường Hoa Đào, Phường 2, Quận Phú Nhuận	107982517.0	1066861648.0
1078	Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh	108053797.0	1067115089.0
1079	Hà Nội	210277644.0	1058341598.0
1080	Phú Nhuận, khu phố ẩm thực	107991944.0	1066802639.0
1081	đường Nguyễn Văn Đậu, Phường 7, Quận Bình Thạnh	108097371.0	1066895281.0
1082	đường Lý Tự Trọng, Phường Bến Thành, Quận 1	107744663.0	106697789.0
1083	Hà Nội	210277644.0	1058341598.0
1084	Mai Thị Lựu, Phường Đa Kao, Quận 1	107911633.0	1066991494.0
1085	phố Chính Kinh, phường Nhân Chính, Quận Thanh Xuân, Hà Nội	209995544.0	1058113326.0
1086	Mỹ Đình, Mỹ Đình 1, Nam Từ Liêm, Hà Nội, -Dự án-	210221606.0	105771796.0
1087	Phường3, Phan đăng lưu	108017818.0	1066830914.0
1088	Phường3, Phan đăng lưu	108017818.0	1066830914.0
1089	Thạnh Mỹ Lợi , p. Thạnh Mỹ Lợi , Tp. Thủ Đức	107583621.0	1067647475.0
1090	đường Phạm Văn Chiêu	108501221.0	1066524088.0
1091	Phùng Khoang, Trung Văn, Nam Từ Liêm, Hà Nội, -Dự án-	20988178.0	1057931515.0
1092	Nguyễn Văn Cừ, Ngọc Lâm	210438304.0	1058723803.0
1093	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1094	q12		
1095	Thạnh Mỹ Lợi	107583621.0	1067647475.0
1096	Đường số 9	167880854.0	1071253986.0
1097	Lạc Long Quân, Phường 9, Quận Tân Bình	107768613.0	1066495893.0
1098	Lã Xuân Oai, Quận 9	108276733.0	106805864.0
1099	tô hiệu nguyễn trãi	209675124.0	1057784606.0
1100	Trường Chinh, Thanh Xuân	210002252.0	1058309453.0
1101	Đường Khổng Tử	108443607.0	1067677652.0
1102	Thanh Bình, Mỗ Lao, Hà Đông, Hà Nội, -Dự án-	209823818.0	1057780339.0
1103	44 Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội	209839233.0	1058178082.0
1104	Tân Tạo, Phường Bình Tân	107597516.0	106590819.0
1105	HLX Tân Tạo, Phường Tân Tạo, Quận Bình Tân	108174266.0	106634933.0
1106	Cổ Linh, Đàm Quang Trung	2102694.0	1058964945.0
1107	Lê Văn Thọ	108455819.0	1066570168.0
1108	Xã Tân Xuân, Huyện Hóc Môn, TP. HCM	108684249.0	1065967126.0
1109	đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp	108386609.0	1066690736.0
1110	Dương Quảng Hàm, Phường 5, Quận Gò Vấp	108236032.0	1066957585.0
1111	Nguyễn Văn Cừ		
1112	Dương Đình Hội Phước Long B Quận 9 Cũ	108228086.0	1067802545.0
1113	phasis Gò Dầu, Phường Tân Phú	110887527.0	1062669247.0
1114	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1115	đại lộ Võ Văn Kiệt, Quận 6	10737173.0	1066388161.0
1116	Tân Hoà Đông, Quận Tân Phú	107900517.0	1066281901.0
1117	đường Bình Hưng Hòa A, phạt  	107850966.0	1066069312.0
1118	VẠN PHÚC		
1119	Hùng vương		
1120	 Nguyễn Văn Cừ, Gia Thuỵ	210495394.0	1058834124.0
1121	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1122	Chu Văn An, Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh	108109464.0	1067019597.0
1123	Cầu Giấy, Quận Tây Hồ	210811211.0	1058180306.0
1124	Dự Án TQ5, Trâu Quỳ, Gia Lâm, Hà Nội	210109968.0	1059515533.0
1125	đường Nguyễn Sơn	210425147.0	1058872588.0
1126	Nguyễn Sơn, Kinh doanh VIP		
1127	Đường số 8 trường thọ thủ đức,	108454196.0	1067584063.0
1128	Lã Xuân Oai , P. Tăng Nhơn Phú A, Tp. Thủ Đức	108398715.0	1067953202.0
1129	Hẻm xe hơi, phường, quận Bình Tân	107652581.0	1066038535.0
1130	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1131	Tên Lửa, Quận 6	10739343.0	106625143.0
1132	tân thới nhất- q12	108292885.0	1066143944.0
1133	Phạm Văn Chiêu	108501221.0	1066524088.0
1134	Nguyễn Thế Truyện Tân Sơn Nhì Tân Phú	107959013.0	1066319936.0
1135	Đường Số 7, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM	108273729.0	1067290825.0
1136	False		
1137	Phố Lý Nam Đế, Hoàn Kiếm	210348918.0	105844954.0
1138	đường Điện Biên Phủ, phườn Phan Si Păng, thị xã Sa Pa	222497168.0	1039608091.0
1139	đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sapa	222497168.0	1039608091.0
1140	Nguyễn Vân Lượng, Quận Gò Vấp	108386215.0	106673832.0
1141	Sapa	223363608.0	1038437852.0
1142	Đường Số 7, Phường Tam Bình, Quận Thủ Đức, TP HCM	108628229.0	1067320692.0
1143	Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh	107981379.0	106710916.0
1144	Nguyễn Văn Cừ		
1145	Thanh Xuân		
1146	Thanh Xuân		
1147	Thanh Xuân		
1148	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1149	Gò Dầu, Tân Quý, Tân Phú	107957389.0	1066212329.0
1150	Duy Tân, Huế	164500008.0	107595372.0
1151	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1152	Thanh Bình, Mỗ Lao, Hà Đông, Hà Nội, -Dự án-	209823818.0	1057780339.0
1153	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1154	Đường hoàng diệu 2 linh trung thủ đức	108564547.0	1067660949.0
1155	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	107947047.0	1066960934.0
1156	Lê Văn Thọ, Phường 9, Quận Gò Vấp	108472879.0	1066569162.0
1157	Nguyễn Quyền		
1158	đường Điện Biên Phủ, phưởng Phan Si Păng, thị xã Sa Pa	222497168.0	1039608091.0
1159	Lê Văn Thọ	108455819.0	1066570168.0
1160	Xô Viết Nghệ Tĩnh, Điện Biên Phủ, Trường Sa, Phường 17, Quận Bình Thạnh	107978161.0	1067049832.0
1161	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1162	Đản Mỗ, Uy Nỗ, Đông Anh, Hà Nội	211495924.0	1058530692.0
1163	Hẻm 230, Lò Lu, Phường Trường Thạnh, Q9	108246392.0	1068232402.0
1164	218 lạc long Quân.Tây hồ Hà Nội	210537895.0	105810683.0
1165	Nguyễn Lương Bằng, Đống Đa, Hà Nội	210161795.0	1058286026.0
1166	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1167	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1168	Lê Quang Đạo, Nam Từ Liêm	210124718.0	105770698.0
1169	An Trai, Hoài Đức	210315613.0	1057336501.0
1170	52 trương định quận 3 hcm	107812802.0	1066857051.0
1171	52 trương định quận 3 hcm	107812802.0	1066857051.0
1172	Lê Văn Việt, Quang Trung, Quận 9, Thủ Đức	108483759.0	1067747929.0
1173	Phúc Đồng, Long Biên, Hà Nội	210407327.0	105896559.0
1174	La Khê, Hà Đông	209724114.0	1057615252.0
1175	đường Số 7, Tĩnh lộ 10, Trần Văn Giàu	107949029.0	1065034568.0
1176	Hào Nam, Đống Đa	210252222.0	1058272153.0
1177	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1178	na		
1179	phố Nguyễn Văn Cừ, khu vực	210464835.0	1058773208.0
1180	phố Nguyễn Văn Cừ, Nguyễn Văn Cừ	210464835.0	1058773208.0
1181	đường 7B, khu Tên Lửa	107478829.0	1066118492.0
1182	hẻm 52 Tên Lửa	107401427.0	1066151088.0
1183	Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, TP. HCM	107923076.0	1066063938.0
1184	Võ Văn Ngân, Thủ Đức	108506932.0	1067646075.0
1185	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1186	gân mật tiên quang trung gv	108274752.0	1066766517.0
1187	Biên Hòa	109574128.0	1068426871.0
1188	đường Lê Thị Trung, Phường Bình Chuẩn, Thành phố Thuận An	109734555.0	1067237301.0
1189	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1190	đường Tỉnh lộ 10	107787764.0	1065356713.0
1191	ngã tư Lê Duẩn - Nguyễn Thượng Hiền, Đống Đa	210187993.0	1058413845.0
1192	đường số 18		
1193	Hà Nội	210277644.0	1058341598.0
1194	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1195	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1196	Hà Nội	210277644.0	1058341598.0
1197	đường số 55		
1198	Cư Xá Vĩnh Hội, Phường 9, Quận 4	107611614.0	1066998016.0
1199	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1200	đương Phạm van chiêu p8 quận gò vấp	108501221.0	1066524088.0
1201	Đo Nha, Nam Từ Liêm	210034608.0	1057703287.0
1202	866 Ngô Quyền		
1203	Vạn Phúc, Hà Đông	209786876.0	105771796.0
1204	Vạn Phúc, Hà Đông	209786876.0	105771796.0
1205	Nguyễn Trãi, Hà Đông, HN	209699557.0	1057798664.0
1206	Nguyễn Trãi, Hà Đông, HN	209699557.0	1057798664.0
1207	Thụy Khuê, Tây Hồ	21046133.0	1058246266.0
1208	La Khê, Hà Đông	209724114.0	1057615252.0
1209	Thạch Lam Phú Thạnh Tân Phú, Chọn dự án	107780407.0	1066274906.0
1210	328/52 Nguyễn Thị Minh Khai, Tân Đông Hiệp, Dĩ An, Bình Dương	109217649.0	1067546231.0
1211	Đường Số 4		
1212	ngõ Thịnh Hào, Tôn Đức Thắng, Đống Đa	210234395.0	1058321304.0
1213	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1214	đường Phan Văn Trị, Nơ Trang Long, Phạm Văn Đồng	108111789.0	1066954879.0
1215	Hà Đông Hà Nội	20955835.0	1057563658.0
1216	Hẻm 80 Ngô Chí Quốc, Phường Bình Chiểu TP.Thủ Đức	108792052.0	1067262541.0
1217	Quận 1	107756587.0	1067004238.0
1218	đường số 39, Phường Tân Quy, Quận 7	10743915.0	1067136826.0
1219	Đường Tôn Thất Thuyết, Phường 3, Quận 4, TP. HCM	107530404.0	1066995887.0
1220	Hà Nội	210277644.0	1058341598.0
1221	Biên Hòa	109574128.0	1068426871.0
1222	Hà Nội	210277644.0	1058341598.0
1223	thạnh phú	99481665.0	10650538.0
1224	71/43		
1225	đường Võ Liêm Sơn, Phường 4, Quận 8	107370879.0	1066755807.0
1226	đường Phạm Hùng, Phường 4, Quận 8	107410286.0	1066689351.0
1227	Liên Kề 885 Tam Trinh	209761685.0	1058686692.0
1228	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1229	Đồng Khởi, Phường ?, Quận ?	107761225.0	1067030267.0
1230	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1231	Sát mặt tiền, Quận Bình Tân	107652581.0	1066038535.0
1232	Tứ Liên, Tứ Liên, Tây Hồ, Hà Nội,	210642931.0	1058340365.0
1233	Văn Quán, Hà Đông	209796446.0	1057923394.0
1234	Phú La, Hà Đông	209560561.0	1057659269.0
1235	Phố Ba Đình	210337815.0	1058140539.0
1236	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1237	Quận 2, Hồ Chí Minh	107935216.0	1067308195.0
1238	Tây Sơn, Đống Đa	210082189.0	1058237382.0
1239	phố Tây Sơn, đường Đống Đa, Quận Đống Đa	210180725.0	1058299495.0
1240	Đường Hiệp Bình, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM	108454029.0	1067261562.0
1241	Nguyễn Hiền		
1242	Đường Số 19		
1243	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1244	đường Điện Biên Phủ, phưởng Phan Si Păng, thị xã Sa Pa	222497168.0	1039608091.0
1245	đường Điện Biên Phủ, phưởng Phan Si Păng, thị xã Sa Pa	222497168.0	1039608091.0
1246	Nguyễn Tư Giản, Phường 12, Quận Gò Vấp	108326748.0	1066385553.0
1247	Võ thị sáu, phú đông, nhơn trạch, đồng nai	107157588.0	1068107613.0
1248			
1249	đường số, Quận 4	107578263.0	1067012968.0
1250	quận 12 - tphcm	108671531.0	1066413322.0
1251	Gia Lâm	210105208.0	105952941.0
1252	Nguyễn Quý Yêm, An Lạc, Bình Tân	107299144.0	1066183388.0
1253	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1254	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
1255	Cổ Bi- Gia Lâm	210303618.0	1059433771.0
1256	Yên Hoa, Yên Phụ, Tây Hồ, Hà Nội	210530282.0	1058365792.0
1257	Võng Thị, Bưởi, Tây Hồ, Hà Nội	210516835.0	1058112908.0
1258	388 Đường Lê Duẩn, tt Tân Sơn, Ninh Sơn, Ninh Thuận	117776239.0	108783137.0
1259	La Khê, Hà Đông	209724114.0	1057615252.0
1260	Khu đô thị HUD Sơn Tây - Phường Quang Trung - Sơn Tây - Hà Nội	211306498.0	1055052484.0
