	Address1	Latitude	Longitude
823	Xuân La, Tây Hồ, Hà Nội	210.596.756	1.058.040.796
824	đường Giải Phóng, Phường Thanh Xuân	209.940.112	1.058.411.097
825	Đường Dương Đình Nghệ, Cầu Giấy, HÀ NỘI	210.215.526	1.057.878.867
826	Nguyễn Xiển, Đại Kim	209.792.447	1.058.120.542
827	Đường Số 10, Linh Trung, Thủ Đức	108.586.724	1.067.722.225
828	Tân Sơn Nhì, Quận Tân Phú	107.997.882	106.630.604
829	Đường Số 13, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM	108.284.007	106.731.251
830	193 Văn Cao, phường Đằng Lâm, quận Hải An, Hải Phòng	20.836.571	1.067.026.107
831	Tân Thới Nhất , Quận 12, Hồ Chí Minh	108.292.885	1.066.143.944
832	Hà Nội	210.277.644	1.058.341.598
833	đường Miếu Bình Đông, Quận Bình Tân	107.797.977	1.066.174.302
834	đường Miếu Bình Đông, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	107.762.432	1.066.172.732
835	 Số 14 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.746.009	1.066.192.286
836	Đường Nam Hòa, Phường Phước Long A, Q9	108.265.841	1.067.619.652
837	Hồ Đá, Sở Dầu, Hồng Bàng, Hải Phòng	208.721.373	1.066.523.783
838	Quận Hà Đông, Hà Nội	20.955.835	1.057.563.658
839	Phường Mai, Đống Đa	210.012.748	1.058.393.044
840	đường Nguyễn Kiệm, Phan Đăng Lưu, Phú Nhuận	107.992.391	1.066.802.549
841	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
842	Tỉnh Lộ 10, Bình Trị Đông, Bình Tân	107.578.769	1.066.144.841
843	Đường Trương Văn Thành, Phường Hiệp Phú, Q9	108.482.548	1.067.819.426
844	Nguyễn Văn Khối	108.429.616	1.066.529.357
845	Đường số 4 Phường Bình Thọ - TP.Thủ Đức	108.465.185	1.067.652.458
846	Phạm Hùng, Quận 8	107.367.562	1.066.713.646
847	Phạm Văn Chiêu	108.501.221	1.066.524.088
848	Biên Hòa	109.574.128	1.068.426.871
849	Nguyễn Văn Khối	108.429.616	1.066.529.357
850	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
851	đường Phạm Văn Đồng, Lê Quang Định	108.195.233	1.066.899.164
852	Tân Sơn Nhì	107.997.882	106.630.604
853	Vũ Đức Thận-Nguyễn Lam, Long Biên	210.472.893	1.058.971.974
854	Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, TP. HCM	107.672.441	1.066.174.847
855	Tân Sơn Nhì, Tân Phú	107.997.882	106.630.604
856	phố Thanh Nhàn và Kim Ngưu, đường Trần Khát Chân, Hai Bà Trưng	210.090.989	1.058.564.286
857	đường số 1A, khu Tên Lửa	107.479.292	1.066.169.023
858	Nguyễn Thể TruyệN, Quận TÂN PHÚ	107.959.013	1.066.319.936
859	Quận 2, Hồ Chí Minh	107.935.216	1.067.308.195
860	Tân Sơn Nhì, Tân Phú	107.997.882	106.630.604
861	nguyễn văn Luong. quận GV	108.386.215	106.673.832
862	nguyễn văn Luong. quận GV	108.386.215	106.673.832
863	Hà Nội	210.277.644	1.058.341.598
864	Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP. HCM	108.489.499	1.066.663.471
865	Trần Quý Cáp, gần Ga Hà Nội	210.250.833	1.058.398.589
866	đường Trần Quý Cáp	119.476.731	1.084.638.986
867	đường Hàng Bài, Phường Hoàn Kiếm	210.209.907	1.058.522.201
868	Mặt tiền 176A Trường Sa, Phường 1, Quận Bình Thạnh	107.941.051	1.066.966.536
869	Hà Nội	210.277.644	1.058.341.598
870	Hà Nội	210.277.644	1.058.341.598
871	đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân	107.668.701	1.066.096.908
872	đường Số 2 Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	10.783.504	1.066.036.111
873	đường Số 4 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.742.792	1.066.193.948
874	đường 6M, Hòa Bình, Quận Tân Phú	10.770.275	1.066.353.759
875	đường Lê Văn Sỹ, Phường 12, Quận 3	10.789.607	1.066.747.189
876	đường Lê Văn Sỹ, Phường 12, Quận 3	10.789.607	1.066.747.189
877	đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh	108.053.797	1.067.115.089
878	đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh	108.053.797	1.067.115.089
879	Tô Hiến Thành, Cao Thắng, quận 3	107.732.898	1.066.783.556
880	Mỹ Khê, Đà Nẵng	160.544.068	1.082.021.667
881	Khu đô thị HUD Sơn Tây	211.306.498	1.055.052.484
882	Đường Số 21	108.410.084	1.066.507.007
883	Xô Viết Nghệ Tĩnh	192.342.489	1.049.200.365
884	đường Số 25 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân	10.774.108	1.066.099.113
885	đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh	107.978.161	1.067.049.832
886	đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh	107.978.161	1.067.049.832
887	đường Miếu Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân	10.779.745	1.066.073.872
888	na		
889	Phố Lý Nam Đế, Phường Hoàn Kiếm, Hà Nội	210.348.918	105.844.954
890	Từ Liêm	210.034.608	1.057.703.287
891	đường Phạm Văn Trị, Phường 11, Quận Bình Thạnh	108.159.197	1.066.952.001
892	Đường Man Thiện. Phường Tăng Nhơn Phú A.TP Thủ Đức ( Quận 9 cũ )	108.511.904	106.795.021
893	tân thông hội, củ chi	109.471.303	10.650.538
894	Phan Anh, Bình Trị Đông, Bình Tân	107.673.378	1.066.230.141
895	Cô Bắc, Phường Cô Giang, Quận 1	107.640.782	1.066.938.507
896	Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1	107.667.458	1.066.836.714
897	Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1	107.688.718	1.066.937.594
898	Trần Đình Xu, Phường Cầu Kho, Quận 1	10.760.602	1.066.913.802
899	Quang Trung		
900	Hà Đông	20.955.835	1.057.563.658
901	Gần công viên, Metro Bình Phú		
902	đường sổ 7 linh xuân thủ đức	108.849.176	1.067.696.037
903	đường số 1 linh xuân thủ đức	108.759.903	1.067.684.808
904	Nguyễn Văn Cừ, Long Biên	210.464.835	1.058.773.208
905	Trần Phú Văn Quán Hà Đông	209.799.246	1.057.873.752
906	Trần Phú Văn Quán Hà Đông	209.799.246	1.057.873.752
907	Yết Kiêu, Hà Đông	2.097.458	1.057.769.317
908	đường Thanh Hải	164.404.905	1.075.799.017
909	Biên Hòa	109.574.128	1.068.426.871
910	Biên Hòa	109.574.128	1.068.426.871
911	Xuân PHương, Nam Từ Liêm, Hà Nội	210.378.383	1.057.439.194
912	Đê La Thành, Đống Đa	210.237.416	1.058.174.236
913	Lạc Long Quân, Tân Bình	107.794.947	1.066.498.878
914	Phường Láng Hạ, Quận Đống Đa, Hà Nội, -- Dự án --	210.153.717	1.058.128.851
915	đường 8, Phường 11, Quận Gò Vấp	108.368.678	1.066.582.811
916	5.2X16 Lê Đức Thọ, Phường 17, Quận Gò Vấp	10.848.289	1.066.675.573
917	Hẻm lớn, Chợ Thạch Đà Phạm Văn Chiếu, Gò Vấp	108.503.923	1.066.529.399
918	Quan Nhân		
919	Thôn 1 lộc thành	115.485.887	1.078.983.754
920	Thành Thái P14 Quận 10	107.743.181	106.664.413
921	Thành Thái P14 Quận 10	107.743.181	106.664.413
922	Уận Nhân Dân, Khu Tên Lùa		
923	Không có thông tin địa chỉ		
924	An Dương Vương, Bình Tân	107.358.416	1.066.214.714
925	Hạ Đỉnh, Thanh Xuân	209.866.719	1.058.099.499
926	Vũ Trọng Phụng, Thanh Xuân	20.999.591	1.058.081.092
927	Hồng Lạc, P.10, Tân Bình	107.874.845	1.066.470.684
928	hẻm xe hơi, đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.668.701	1.066.096.908
929	Hương Lộ 2, Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107.695.049	10.661.276
930	đó phố Tạ Quang Bửu, Bách Khoa	210.033.973	1.058.478.526
931	đường số 64, Khu Dân Cư Văn Minh, Quận 2, An Phú	10.850.085	1.067.587.215
932	Đường 27, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM	108.332.403	1.067.318.574
933	Nguyễn Văn Công, Phường 3, Quận Gò Vấp	108.200.329	1.066.745.623
934	phố Kim Ngưu, quận Hai Bà Trưng	210.026.587	1.058.617.634
935	Tô Ngọc Vân, Linh Đông, Thủ Đức	10.856.064	1.067.504.091
936	Ngõ 3, Góc ngõ 3, Thanh Xuân, Quận Đống Đa	210.208.482	105.830.001
937	1111 phạm thế hiển	10.742.166	1.066.642.082
938	1111 Phạm Thế Hiển	10.742.166	1.066.642.082
939	đường Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh	108.083.167	1.066.841.841
940	đường Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh	108.083.167	1.066.841.841
941	đường Cộng Hòa, Phường 13, Quận Tân Bình	108.023.555	1.066.414.577
942	nhánh đồng Khởi	107.761.225	1.067.030.267
943	đường số 57, An Phú, Quận 2	107.840.443	1.067.487.971
944	Long Biên	210.186.765	105.884.813
945	đường Trường Sa, Phường 1, Quận Bình Thạnh	107.939.433	1.066.978.628
946	đường Lê Văn Sỹ, Phường 12, Quận 3	10.789.607	1.066.747.189
947	Đội Cấn- Ba Đình- Hà Nội	210.353.698	1.058.192.143
948	đường Số 9, Bình Hưng Hòa	108.000.621	1.066.009.947
949	Ngã 4 hầm Kim Liên, Đống Đa, Kim Hoa & Lê Duẩn	210.079.749	1.058.402.606
950	ngõ Thịnh Quang, Đống Đa	21.006.475	1.058.192.136
951	đường Láng	210.139.679	1.058.067.187
952	Ngân - thổ cư Đống Đa hà nội	210.180.725	1.058.299.495
953	ngõ Trần Duy Hưng, Cầu Giấy	210.106.758	1.057.995.616
954	thạnh phú	99.481.665	10.650.538
955	Khương Đình, Thanh Xuân	209.887.356	1.058.187.558
956	Khương Đình, Thanh Xuân	209.887.356	1.058.187.558
957	đường Thái Hà, phường Đống Đa	210.129.882	105.820.014
958	Ngõ Thông, Xã Đàn, Quận Đống Đa	210.129.017	1.058.355.017
959	Ngõ Xã Đàn, Đống Đa	210.142.451	1.058.316.192
960	đường số 8, Phường 11, Quận Gò Vấp	108.414.544	1.066.624.967
961	 Ngõ Thịnh Quang, Đống Đa	21.006.475	1.058.192.136
962	Nguyễn Trọng Tuyển, Phường 2, Quận Tân Bình	107.984.353	1.066.662.555
963	Lê Lợi, Phường 4, Quận Gò Vấp	108.195.857	1.066.858.909
964	 Lê Lợi, Phường 4, Quận Gò Vấp	108.195.857	1.066.858.909
965	đường Nguyễn Xuân Ôn, Phường 2, Bình Thạnh	10.798.622	106.700.069
966	Hẻm Thach Lam, Quận Tân Phú	107.780.407	1.066.274.906
967	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
968	Khu Tên Lửa, Tân Tạo	107.557.614	1.066.126.331
969	602 Kinh Dương Vương	107.462.719	1.066.248.304
970	đường Đào Duy Anh, Phường 9, Quận Phú Nhuận	108.068.686	1.066.758.672
971	Nguyễn Văn Khối	108.429.616	1.066.529.357
972	Ngô Gia Tự, Đức Giang, Long Biên	210.656.791	1.058.980.147
973	Đại La - Minh Khai, Quận Hải An	208.300.935	1.067.219.631
974	đoạn đầu Đại La - Minh Khai	209.966.665	10.584.641
975	Khương Trung, Quận Thanh Xuân	209.971.504	1.058.216.911
976	đường Văn Khê	209.534.707	1.057.756.791
977	Lê Văn Việt, Quận 9, Thủ Đức	108.454.575	106.794.186
978	71/43		
979	An Chân, Sở Dầu, Hồng Bàng, Hải Phòng	208.699.652	1.066.513.487
980	đường Nguyễn Thế Truyện, Quận Tân Phú	107.959.013	1.066.319.936
981	Đường Số 10, Phường Linh Trung, Quận Thủ Đức, TP HCM	108.586.724	1.067.722.225
982	đường nào?		
983	Xa Lộ Hà Nội, Quận 9, Thủ Đức	108.293.067	1.067.622.483
984	Tân Sơn Nhì, Tân Phú	107.997.882	106.630.604
985	Đại Mỗ - Nam Từ Liêm - Hà Nội	209.898.009	1.057.615.252
986	ngõ An Sơn, đường Đại La	209.960.362	10.584.801
987	Phố Thịnh Quang, Phường Đống Đa	210.083.647	1.058.180.219
988	Tân Sơn Nhì, Tân Phú	107.997.882	106.630.604
989	Tân Sơn Nhì, Tân Phú	107.997.882	106.630.604
990	bửu long	109.586.438	1.068.053.993
991	cách dduong Duong số 8, 10m.phuong11. quận Gò Vấp	108.455.331	1.066.570.197
992	Hẻm 67 đường số 38 Phường Hiệp Bình Chánh TP.Thủ Đức	108.426.939	106.734.747
993	Hà Nội	210.277.644	1.058.341.598
994	Hà Nội	210.277.644	1.058.341.598
995	False		
996	Tôn Thất Thuyết		
997	Đông Lợi, TX Sapa	223.334.447	103.841.518
998	Võ Chí Công		
999	TPHCM	108.230.989	1.066.296.638
1000	An Lạc Phùng Khoang	209.867.151	1.057.883.846
1001	Trần Phú Hà Đông	209.799.246	1.057.873.752
1002	Nguyễn Khuyến, Khu đô thị Văn Quán, Hà Đông, Hà Nội	20.974.526	1.057.896.436
1003	Tây Hoà, Quận 9, Thủ Đức	108.250.905	1.067.673.355
1004	Tây Hoà, Quận 9, Thủ Đức	108.250.905	1.067.673.355
1005	Phường Đại Kim, Quận Hoàng Mai, Hà Nội	209.739.692	1.058.216.911
1006	KĐT 31ha Trâu Quỳ, Gia Lâm, Hà Nội	210.329.772	1.058.538.442
1007	đường Lạc Long, Phường Tân Bình	115.190.638	1.068.856.933
1008	Văn Quán, Hà Đông	209.796.446	1.057.923.394
1009	Phố Xům, Lô Góc, Quận Đa Nam		
1010	Đỗ Xuân Hợp, Quận 9, Thủ Đức	108.141.275	1.067.751.935
1011	Quận Hà Đông, Hà Nội	20.955.835	1.057.563.658
1012	đường Bùi Hữu Nghĩa, Phường Tân Vạn	109.137.732	106.827.238
1013	đường Nguyễn Ái Quốc, Phường Hóa An, Quận Biên Hòa	109.344.857	1.068.047.583
1014	ngõ Thịnh Quang, Phường Đống Đa	21.006.475	1.058.192.136
1015	đường Thịnh Quang, phường Đống Đa	210.067.052	1.058.205.335
1016	49 Xô viết nghệ tĩnh	103.424.565	1.070.846.076
1017	Võ Thị Sáu, Ngõ thông, Mặt tiền 9,6m, Quận...		
1018	Tô Hiệu, Lê Chân, Hải Phòng	208.508.055	1.066.789.703
1019	602 Kinh Dương Vương	107.462.719	1.066.248.304
1020	Đường Số 4		
1021	Quốc lộ 13, Hiệp Bình Phước	108.505.432	1.067.193.752
1022	phố Đại La, mặt ngõ An Sơn, gần chợ Mơ	209.954.109	1.058.479.723
1023	Ngõ 49 Trần Cung	210.570.435	1.057.852.738
1024	ngõ Nông Thông Tứ Tung, Hoa Bằng		
1025	Ngõ 35 Trần Thái Tông	210.354.434	1.057.896.029
1026	Lê Trọng Tấn, Thanh Xuân	20.993.927	1.058.314.531
1027	phố Hoàng Văn Thái, Quận Thanh Xuân	209.969.246	1.058.246.143
1028	Đỗ Xuân Hợp, Quận 9, Thủ Đức	108.141.275	1.067.751.935
1029	Hẻm 46 Đường Số 49 phường Hiệp Bình Chánh TP.Thủ Đức	108.389.998	1.067.298.915
1030	Long Biên	210.186.765	105.884.813
1031	Phố Nguyễn Mậu Tài, Gia Lâm, Hà Nội	210.144.598	1.059.437.136
1032	Đại Lộ 3, Đỗ Xuân Hợp, Quận 9, Thủ Đức	108.135.278	1.067.753.935
1033	Lê Văn Thọ	108.455.819	1.066.570.168
1034	Hai Bà Trưng		
1035	Hai Bà Trưng, lô góc 2 mặt thoáng đẹp		
1036	Vương Thừa Vũ, Quận Thanh Xuân	209.989.203	105.821.837
1037	Đường Nguyên van lương, phuong 17,q gò vấp	108.384.998	1.066.755.728
1038	Đường Số 8, Phường Trường Thọ, Quận Thủ Đức, TP HCM	108.454.196	1.067.584.063
1039	Lê Trọng Tấn, Tây Thạnh, Tân Phú	108.079.431	1.066.201.184
1040	chợ Trường Yên, gần TT Chúc sơn, Quận Chương Mỹ, Hà Nội	20.913.812	1.056.465.679
1041	Hai Bà Trưng, not specified		
1042	Nguyễn Trãi, Hà Đông, HN	209.699.557	1.057.798.664
1043	Nguyễn Trãi, Hà Đông, HN	209.699.557	1.057.798.664
1044	Đường Kênh Tân Hóa	107.697.214	1.066.356.313
1045	Biên Hòa	109.574.128	1.068.426.871
1046	tân phong	107.318.388	106.702.825
1047	Ngọc Lâm, Long Biên	210.448.412	1.058.686.635
1048	Vũ Xuân Thiều, Long Biên, Long Biên, Hà Nội, -Dự án-	21.035.881	1.059.201.201
1049	Đường Số 27, Phường Long Thạnh Mỹ, Quận 9, TP HCM	108.450.876	1.068.323.717
1050	Nguyễn Hữu Thọ, Xô Viết Nghệ Tĩnh	192.342.489	1.049.200.365
1051	Tân Bình, Đồng Xoài	115.245.481	1.068.856.933
1052	Lê Văn Việt, Quận 9, Thủ Đức	108.454.575	106.794.186
1053	Đường Dương Đình Nghệ, Cầu Giấy, HÀ NỘI	210.215.526	1.057.878.867
1054	Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TP HCM	108.118.412	1.067.091.321
1055	False		
1056	Số 24N2 Hồ Đình B, Thanh Lương, Hai Bà Trưng, HN	209.907.859	1.058.888.629
1057	Số 24N2 Hồ Đình B, Thanh Lương, Hai Bà Trưng, HN	209.907.859	1.058.888.629
1058	bửu long	109.586.438	1.068.053.993
1059	đường Bùi Đình Túy, Bình Thạnh	108.078.203	1.067.034.476
1060	Thuận An, Trâu Quỳ, Gia Lâm, Hà Nội	210.166.024	1.059.448.734
1061	Quận 2, Hồ Chí Minh	107.935.216	1.067.308.195
1062	Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1	107.629.426	1.066.867.982
1063	Phan Văn Trị, P.10, Quận Gò Vấp	108.327.364	1.066.724.769
1064	Cao Bá Nhạ, Phường Nguyễn Cư Trinh, Quận 1	107.625.745	1.066.899.303
1065	Hòa Bình, Quận Tân Phú	107.701.883	1.066.319.717
1066	Nam Hòa, Phước Long A, Tp. Thủ Đức	108.265.841	1.067.619.652
1067	Nguyễn Trãi, Hà Đông, HN	209.699.557	1.057.798.664
1068	đường Phan Đình Phùng, Hà Đông	209.729.407	1.057.768.743
1069	Phố Xã Đàn, Quận Đống Đa	210.129.017	1.058.355.017
1070	Lê Lợi, Phường 4, Gò Vấp	108.195.857	1.066.858.909
1071	Phường Bình Hưng Hòa , Quận Bình Tân, TP. HCM	108.026.884	1.066.026.064
1072	Bình Dương	113.254.024	106.477.017
1073	đường Tô Ngọc Vân, Quận Thủ Đức	108.614.033	1.067.450.855
1074	Lạc Long Quân, Phường 10, Quận Tân Bình	107.808.805	1.066.500.274
1075	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1076	Tô Hiến Thành P15 Q10	107.793.626	1.066.674.641
1077	đường Hoa Đào, Phường 2, Quận Phú Nhuận	107.982.517	1.066.861.648
1078	Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh	108.053.797	1.067.115.089
1079	Hà Nội	210.277.644	1.058.341.598
1080	Phú Nhuận, khu phố ẩm thực	107.991.944	1.066.802.639
1081	đường Nguyễn Văn Đậu, Phường 7, Quận Bình Thạnh	108.097.371	1.066.895.281
1082	đường Lý Tự Trọng, Phường Bến Thành, Quận 1	107.744.663	106.697.789
1083	Hà Nội	210.277.644	1.058.341.598
1084	Mai Thị Lựu, Phường Đa Kao, Quận 1	107.911.633	1.066.991.494
1085	phố Chính Kinh, phường Nhân Chính, Quận Thanh Xuân, Hà Nội	209.995.544	1.058.113.326
1086	Mỹ Đình, Mỹ Đình 1, Nam Từ Liêm, Hà Nội, -Dự án-	210.221.606	105.771.796
1087	Phường3, Phan đăng lưu	108.017.818	1.066.830.914
1088	Phường3, Phan đăng lưu	108.017.818	1.066.830.914
1089	Thạnh Mỹ Lợi , p. Thạnh Mỹ Lợi , Tp. Thủ Đức	107.583.621	1.067.647.475
1090	đường Phạm Văn Chiêu	108.501.221	1.066.524.088
1091	Phùng Khoang, Trung Văn, Nam Từ Liêm, Hà Nội, -Dự án-	20.988.178	1.057.931.515
1092	Nguyễn Văn Cừ, Ngọc Lâm	210.438.304	1.058.723.803
1093	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1094	q12		
1095	Thạnh Mỹ Lợi	107.583.621	1.067.647.475
1096	Đường số 9	167.880.854	1.071.253.986
1097	Lạc Long Quân, Phường 9, Quận Tân Bình	107.768.613	1.066.495.893
1098	Lã Xuân Oai, Quận 9	108.276.733	106.805.864
1099	tô hiệu nguyễn trãi	209.675.124	1.057.784.606
1100	Trường Chinh, Thanh Xuân	210.002.252	1.058.309.453
1101	Đường Khổng Tử	108.443.607	1.067.677.652
1102	Thanh Bình, Mỗ Lao, Hà Đông, Hà Nội, -Dự án-	209.823.818	1.057.780.339
1103	44 Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội	209.839.233	1.058.178.082
1104	Tân Tạo, Phường Bình Tân	107.597.516	106.590.819
1105	HLX Tân Tạo, Phường Tân Tạo, Quận Bình Tân	108.174.266	106.634.933
1106	Cổ Linh, Đàm Quang Trung	2.102.694	1.058.964.945
1107	Lê Văn Thọ	108.455.819	1.066.570.168
1108	Xã Tân Xuân, Huyện Hóc Môn, TP. HCM	108.684.249	1.065.967.126
1109	đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp	108.386.609	1.066.690.736
1110	Dương Quảng Hàm, Phường 5, Quận Gò Vấp	108.236.032	1.066.957.585
1111	Nguyễn Văn Cừ		
1112	Dương Đình Hội Phước Long B Quận 9 Cũ	108.228.086	1.067.802.545
1113	phasis Gò Dầu, Phường Tân Phú	110.887.527	1.062.669.247
1114	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1115	đại lộ Võ Văn Kiệt, Quận 6	10.737.173	1.066.388.161
1116	Tân Hoà Đông, Quận Tân Phú	107.900.517	1.066.281.901
1117	đường Bình Hưng Hòa A, phạt  	107.850.966	1.066.069.312
1118	VẠN PHÚC		
1119	Hùng vương		
1120	 Nguyễn Văn Cừ, Gia Thuỵ	210.495.394	1.058.834.124
1121	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1122	Chu Văn An, Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh	108.109.464	1.067.019.597
1123	Cầu Giấy, Quận Tây Hồ	210.811.211	1.058.180.306
1124	Dự Án TQ5, Trâu Quỳ, Gia Lâm, Hà Nội	210.109.968	1.059.515.533
1125	đường Nguyễn Sơn	210.425.147	1.058.872.588
1126	Nguyễn Sơn, Kinh doanh VIP		
1127	Đường số 8 trường thọ thủ đức,	108.454.196	1.067.584.063
1128	Lã Xuân Oai , P. Tăng Nhơn Phú A, Tp. Thủ Đức	108.398.715	1.067.953.202
1129	Hẻm xe hơi, phường, quận Bình Tân	107.652.581	1.066.038.535
1130	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1131	Tên Lửa, Quận 6	10.739.343	106.625.143
1132	tân thới nhất- q12	108.292.885	1.066.143.944
1133	Phạm Văn Chiêu	108.501.221	1.066.524.088
1134	Nguyễn Thế Truyện Tân Sơn Nhì Tân Phú	107.959.013	1.066.319.936
1135	Đường Số 7, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM	108.273.729	1.067.290.825
1136	False		
1137	Phố Lý Nam Đế, Hoàn Kiếm	210.348.918	105.844.954
1138	đường Điện Biên Phủ, phườn Phan Si Păng, thị xã Sa Pa	222.497.168	1.039.608.091
1139	đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sapa	222.497.168	1.039.608.091
1140	Nguyễn Vân Lượng, Quận Gò Vấp	108.386.215	106.673.832
1141	Sapa	223.363.608	1.038.437.852
1142	Đường Số 7, Phường Tam Bình, Quận Thủ Đức, TP HCM	108.628.229	1.067.320.692
1143	Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh	107.981.379	106.710.916
1144	Nguyễn Văn Cừ		
1145	Thanh Xuân		
1146	Thanh Xuân		
1147	Thanh Xuân		
1148	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1149	Gò Dầu, Tân Quý, Tân Phú	107.957.389	1.066.212.329
1150	Duy Tân, Huế	164.500.008	107.595.372
1151	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1152	Thanh Bình, Mỗ Lao, Hà Đông, Hà Nội, -Dự án-	209.823.818	1.057.780.339
1153	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1154	Đường hoàng diệu 2 linh trung thủ đức	108.564.547	1.067.660.949
1155	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	107.947.047	1.066.960.934
1156	Lê Văn Thọ, Phường 9, Quận Gò Vấp	108.472.879	1.066.569.162
1157	Nguyễn Quyền		
1158	đường Điện Biên Phủ, phưởng Phan Si Păng, thị xã Sa Pa	222.497.168	1.039.608.091
1159	Lê Văn Thọ	108.455.819	1.066.570.168
1160	Xô Viết Nghệ Tĩnh, Điện Biên Phủ, Trường Sa, Phường 17, Quận Bình Thạnh	107.978.161	1.067.049.832
1161	Quận 2, Hồ Chí Minh	107.935.216	1.067.308.195
1162	Đản Mỗ, Uy Nỗ, Đông Anh, Hà Nội	211.495.924	1.058.530.692
1163	Hẻm 230, Lò Lu, Phường Trường Thạnh, Q9	108.246.392	1.068.232.402
1164	218 lạc long Quân.Tây hồ Hà Nội	210.537.895	105.810.683
1165	Nguyễn Lương Bằng, Đống Đa, Hà Nội	210.161.795	1.058.286.026
1166	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1167	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1168	Lê Quang Đạo, Nam Từ Liêm	210.124.718	105.770.698
1169	An Trai, Hoài Đức	210.315.613	1.057.336.501
1170	52 trương định quận 3 hcm	107.812.802	1.066.857.051
1171	52 trương định quận 3 hcm	107.812.802	1.066.857.051
1172	Lê Văn Việt, Quang Trung, Quận 9, Thủ Đức	108.483.759	1.067.747.929
1173	Phúc Đồng, Long Biên, Hà Nội	210.407.327	105.896.559
1174	La Khê, Hà Đông	209.724.114	1.057.615.252
1175	đường Số 7, Tĩnh lộ 10, Trần Văn Giàu	107.949.029	1.065.034.568
1176	Hào Nam, Đống Đa	210.252.222	1.058.272.153
1177	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1178	na		
1179	phố Nguyễn Văn Cừ, khu vực	210.464.835	1.058.773.208
1180	phố Nguyễn Văn Cừ, Nguyễn Văn Cừ	210.464.835	1.058.773.208
1181	đường 7B, khu Tên Lửa	107.478.829	1.066.118.492
1182	hẻm 52 Tên Lửa	107.401.427	1.066.151.088
1183	Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Quận Bình Tân, TP. HCM	107.923.076	1.066.063.938
1184	Võ Văn Ngân, Thủ Đức	108.506.932	1.067.646.075
1185	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1186	gân mật tiên quang trung gv	108.274.752	1.066.766.517
1187	Biên Hòa	109.574.128	1.068.426.871
1188	đường Lê Thị Trung, Phường Bình Chuẩn, Thành phố Thuận An	109.734.555	1.067.237.301
1189	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1190	đường Tỉnh lộ 10	107.787.764	1.065.356.713
1191	ngã tư Lê Duẩn - Nguyễn Thượng Hiền, Đống Đa	210.187.993	1.058.413.845
1192	đường số 18		
