Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	Số tầng	ExtractedTitle	Address1	Address2	Diện tích sử dụng
Bán nhà đẹp 3 lầu mặt tiền Đường số gần đường Phạm Hùng P.4 Quận 8	15.2	https://batdongsan.vn/ban-nha-dep-3-lau-mat-tien-duong-so-gan-duong-pham-hung-p4-quan-8-r285059	75.0				"bán nhà đẹp 3 lầu mặt tiền đường số gần đường phạm hùng p.4 quận 8
+ diện tích: 5 x 15m
+ hiện trạng: nhà còn mới, xây dựng btct kiên cố, gồm 3 lầu, sân thượng trước + sau, 5pn, 6wc, bếp, đầy đủ tiện nghi.
+ vị trí: đẹp, đường nhựa trước nhà 12m, vỉa hè 3m, cách mặt tiền đường phạm hùng chỉ vài bước chân, gần cầu chánh hưng, thông ra khu dân cư cao lỗ, xe cộ ra vào nhộn nhịp, tiện lưu thông qua các tuyến đường và các quận lân cận.
+ thuận lợi: dân trí cao, an ninh tốt, xung quanh nơi ở kinh doanh nhộn nhịp, thích hợp vừa ở vừa phát triển đa ngành, đầy đủ các nhu cầu thiết yếu, đáp ứng cho cuộc sống hiện đại.
+ hướng đông nam
+ sổ hồng hoàn công
+ giá: 15.2 tỷ (t/l)
liên hệ: 0933 862 860 ms sương
tư vấn pháp lý & xem nhà miễn phí
hỗ trợ vay ngân hàng 80% giá trị nhà
nhận ký gửi cho thuê nhà đất các quận tp.hcm"	False	False	False	False	3.0	Đường số, Phường 4, Quận 8	Đường số, Phường 4, Quận 8	Đường số, Phường 4, Quận 8	225.0
Bán nhà 2 lầu vị trí đẹp mặt tiền Đường số 5 Phường 4 Quận 8	13.0	https://batdongsan.vn/ban-nha-2-lau-vi-tri-dep-mat-tien-duong-so-5-phuong-4-quan-8-r285057	75.0				"bán nhà 2 lầu vị trí đẹp mặt tiền đường số 5 phường 4 quận 8
+ diện tích: 5 x 15m
+ hiện trạng: nhà 1 trệt, 2 lầu, sân thượng, 5pn, 3wc,…
+ vị trí: mặt tiền đường 12m, gần đường phạm hùng, cầu chánh hưng, thông ra đường cao lỗ, xe cộ ra vào tấp nập, tiện lưu thông qua các quận tiếp giáp.
+ tiện ích: dân cư hiện hữu, an ninh, xung quanh nơi ở gần chợ, trường học, siêu thị, bệnh viện,… hoạt động sầm uất, thích hợp vừa ở vừa kinh doanh phát triển.
+ hướng tây bắc
+ sổ hồng hoàn công
+ giá: 13 tỷ (t/l)
liên hệ: 0933 862 860 ms sương
tư vấn pháp lý & xem nhà miễn phí
hỗ trợ vay ngân hàng 80% giá trị nhà
nhận ký gửi cho thuê nhà đất các quận tp.hcm"	False	False	True	True	2.8	Đường số 5, Phường 4, Quận 8	Đường số 5, Phường 4, Quận 8	Đường số 5, Phường 4, Quận 8	210.0
(VAT13) BÁN NHÀ 3 TẦNG HẺM OTO ĐƯỜNG 2/4 - VẠN THẮNG	3.0	https://batdongsan.vn/vat13-ban-nha-3-tang-hem-oto-duong-24-van-thang-r285053	53.0	3.0	3.0	ĐƯỜNG 2/4 - PHƯỜNG VẠN THẮNG - NHA TRANG	"(vat13) bán nhà 3 tầng hẻm oto đường 2/4 - vạn thắng
- diện tích 52.9m2 full odt
- ngang 4m. hướng tây bắc
- hẻm betong 3m. view hồ nước mát mẻ
- kết cấu 1 trệt 2 lầu với 3pn, 3wc, nhà bếp, p.khách, sân thượng, sân để xe, ban công,....
- cách sông kim bồng 100m, cách đường 2/4 khoảng 400m, cách tiểu học vạn thạnh 500m, cách chợ đầm 700m, cách phòng khám đa khoa tín đức 650m, cách biển 1.5km,....
=>> giá bán 3 tỷ
=>> lh 0935785259"	False	False	True	False	3.0	Đường 2/4, Vạn Thắng	ĐƯỜNG 2/4 - PHƯỜNG VẠN THẮNG - NHA TRANG	Đường 2/4, Vạn Thắng	159.0
(VN81) BÁN NHÀ 3 TẦNG MẶT TIỀN ĐƯỜNG 8M SAU LƯNG KĐT VĨNH ĐIỀM TRUNG	25.0	https://batdongsan.vn/vn81-ban-nha-3-tang-mat-tien-duong-8m-sau-lung-kdt-vinh-diem-trung-r285050	58.0	3.0	3.0	VĨNH NGỌC - NHA TRANG	"(vn81) bán nhà 3 tầng mặt tiền đường 8m sau lưng kđt vĩnh điềm trung
- diện tích 58.3m2 full ont
- ngang 5m vuông vức.
- hướng tây nam.
- pháp lý sổ hồng hoàn công
- kết cấu 1 trệt 2 lầu 1 tum với 3pn, 3wc, nhà bếp, p.khách, ban công, sân để xe, p.thờ,....
- vị trí cách sông 200m, cách bệnh viện đa khoa 750m, cách siêu thị 900m, cách đường cầu dứa phú nông 200m, cách chợ vĩnh ngọc 1.3km, cách trường quốc tế 600m,...
- thích hợp vừa ở vừa kinh doanh nhỏ, đầu tư cho thuê,...
=>>giá bán 3.3 tỷ
=>> liên hệ : 0705017559 - 093785259"	False	False	True	True	3.0	đường 8m, KĐT Vĩnh Điềm Trung	VĨNH NGỌC - NHA TRANG	đường 8m, KĐT Vĩnh Điềm Trung	174.0
Bán Khách Sạn tại Phường Bình Thọ, Tp. Thủ Đức. dt 215m²	25.0	https://batdongsan.vn/ban-khach-san-tai-phuong-binh-tho-tp-thu-duc-dt-215m-r285047	215.0			Đường Hàn Thuyên, Phường Bình Thọ, Quận Thủ Đức, TP HCM	"bán khách sạn tại phường bình thọ, tp. thủ đức. dt 215m²
- quy mô: 1 hầm + trệt + lửng + 2 lầu + sân thượng. có 18 phòng đang kinh doanh.
- diện tích: 12m x 18m = 215m², diện tích sàn sử dụng 760m².
- pháp lý : sổ hồng riêng + hoàn công đầy đủ
- khách sạn vị trí đẹp thuộc khu vực trung tâm quận thủ đức cũ, đường xe tải vào, khu dân cư đông đúc, sầm uất, nhiều nhà hàng, quán xá sang trọng, có hệ thống đường bàn cờ thông từ nguyễn khuyến, chu mạnh trinh, hữu nghị... nên lượng khách đến rất ổn định.
- hiện tại đang cho thuê kinh doanh hợp đồng 5 năm.
- giá bán : 25 tỷ. ( thương lượng )
liên hệ em long 0898 408 677 để được xem và mua nhanh nhất!! mong tiếp khách thiện chí"	True	True	True	False	15.4	Phường Bình Thọ, Thành phố Thủ Đức	Đường Hàn Thuyên, Phường Bình Thọ, Quận Thủ Đức, TP HCM	Phường Bình Thọ, Thành phố Thủ Đức	3311.0
BÁN NHÀ PHỐ TÂY SƠN 52M - 05 TẦNG - Ô TÔ TRÁNH - VỈA HÈ KINH DOANH - 04 NGỦ Ở NGAY. LH: 0393838449	8.6	https://batdongsan.vn/ban-nha-pho-tay-son-52m-05-tang-o-to-tranh-via-he-kinh-doanh-04-ngu-o-ngay-lh-0393838449-r285045	52.0				"+ chủ nhà cần bán gấp nhà phố tây sơn -tt quận đống đa 52m - 05 tầng - ô tô tránh vỉa hè kinh doanh ngày đêm vài bước ra phố.

+ trung tâm quận đống đa gần các tuyến phố lớn: thái hà, tôn thất tùng, phạm ngọc thạch, nguyễn trãi, hoàng cầu vài bước ra ngã tư sở.

+ ngõ ô tô to đẹp, trước nhà rộng rãi, sáng thoáng, vỉa hè kinh doanh an sinh tuyệt vời chợ họp ngày đêm.

+ nhà gần bệnh viện đại học y, bệnh viện bạch mai. gần đh y hn, đại học thủy lơi, học viện ngân hàng, đh kinh tế quốc dân, đh xây dựng, đh bách khoa, đh quốc gia.

+ nhà chủ xây cẩn thận, khung cột chắc chắn, 5 tầng 4 ngủ đủ công năng, thoáng trước sau.
+ sổ đỏ chính chủ, sẵn sàng giao dịch.

+ giá chào: 8 tỷ 6 (có thương lượng).

liên hệ: mr. thái sơn chuyên nhà đẹp thanh xuân-đống đa
để được xem nhà và tư vấn miễn phí 24/7

gọi ngay: 0393838449 (zalo)"	True	False	True	False	5.0	phố Tây Sơn, Quận Đống Đa	phố Tây Sơn, Quận Đống Đa	phố Tây Sơn, Quận Đống Đa	260.0
BÁN NHÀ 2 TẦNG RẺ NHẤT TÂN PHÚ,5.2Mx9.6M, KẾ CỘNG HOÀ, HXH, SHR, CHỈ 3.35TỶ	3.35	https://batdongsan.vn/ban-nha-2-tang-re-nhat-tan-phu52mx96m-ke-cong-hoa-hxh-shr-chi-335ty-r285044	50.0	2.0	2.0	Trường Chinh, Tây Thạnh, Tân Phú, Hồ Chí Minh, -Dự án-	"* mô tả:
** vị trí: trung tâm quận tân phú, trên mặt đường trường chinh, gần chế lan viên, cộng hoà, tân kỳ tân quý, tân sơn nhì.
** kết cấu: nhà 2 tầng, 2pn, 2wc, thiết bị điện nước mới tinh, máy năng lượng mặt trời mới lắp, máy lạnh xịn, chủ tặng hết nội thất, nhà mới đẹp xách vali vào ở thôi .
** tiện ich: vài bước ra đường trường
chinh, cách sân bay tân sơn nhất 10 phút, trung tâm quận 1 chỉ 15 phút.
pháp lý chuẩn, shr."	False	False	True	True	2.0	đường Trường Chinh, Quận Tân Phú	Trường Chinh, Tây Thạnh, Tân Phú, Hồ Chí Minh, -Dự án-	đường Trường Chinh, Quận Tân Phú	100.0
Nhà đẹp Yên Nghia - Hà Đông 30m2 - Ô TÔ tránh chỉ 10m, giá 2,2 tỷ	2.2	https://batdongsan.vn/nha-dep-yen-nghia-ha-dong-30m2-o-to-tranh-chi-10m-gia-22-ty-r285043	30.0			Quận Hà Đông, Hà Nội	"cần bán gấp - nhà giá rẻ yên nghĩa hà đông - vị trí đẹp
nhà đẹp yên nghia - hà đông 30m2 - ô tô tránh chỉ 10m, giá 2,2 tỷ

- diện tích 30m2, mặt tiền rộng
- nhà xây mới đẹp lung linh. chủ nhà lựa chọn mẫu thiết kế mới nhất năm 2023, nội thất hoàn thiện chất lượng tốt.
- vị trí trung tâm của khu vực, đường thông ngõ thoáng, cách ô tô tránh 10m rất thuận tiện
- sổ đỏ trao tay, pháp lý chuẩn
☎️liên hệ em dương: 0914450004 (miễn trung gian, môi giới)"	True	False	False	True	1.0	Yên Nghĩa, Hà Đông	Quận Hà Đông, Hà Nội	Yên Nghĩa, Hà Đông	30.0
KĐT Văn Khê - Hà Đông: Nhà 6 tầng PHÂN LÔ VỈA HÈ 50m2, OTO tránh đỗ chỉ 8,8 tỷ	8.8	https://batdongsan.vn/kdt-van-khe-ha-dong-nha-6-tang-phan-lo-via-he-50m2-oto-tranh-do-chi-88-ty-r285042	50.0			Quận Hà Đông, Hà Nội	"chủ nhà cần bán gấp, giá rẻ nhất khu vực, chủ nhà làm xây dựng thiết kế cực đẹp kết cấu kiên cố - nội thất cao cấp
kđt văn khê - hà đông: nhà 6 tầng phân lô vỉa hè 50m2, oto tránh đỗ chỉ 8,8 tỷ

+ diện tích 50m2, phân lô vỉa hè
+ thiết kế tầng 1-2-3 thông sàn vừa ở hoặc văn phòng. tầng 1 gara để được nhiều xe, tầng 4,5 tổng 4 phòng ngủ.
+ vị trí trung tâm kinh doanh, văn phòng ở cực sướng. tiện ích xung quanh nhà chỉ vài bước chân.
+ cơ sở hạ tầng đồng bộ, công viên, trung tâm thương mại, chợ, trường học các cấp.
+ sổ đỏ chính chủ, công chứng ngay
☎️liên hệ em dương: 0914450004 (miễn trung gian, môi giới)"	True	False	True	False	4.0	Khu đô thị Văn Khê, Hà Đông	Quận Hà Đông, Hà Nội	Khu đô thị Văn Khê, Hà Đông	200.0
Bán 87m2 căn góc, sẻ khe nhỏ tại dự án Shophouse Thuận An, Trâu Quỳ	13.0	https://batdongsan.vn/ban-87m2-can-goc-se-khe-nho-tai-du-an-shophouse-thuan-an-trau-quy-r285041	87.0			Thuận An, Trâu Quỳ, Gia Lâm, Hà Nội	"bán 87m2 căn góc, sẻ khe nhỏ tại dự án shophouse thuận an, trâu quỳ. vị trí trung tâm huyện gia lâm.

+ diện tích: 87m2, mặt tiền 6m, hậu 6m, dài 15m, hướng đông nam.

+ giá bán: 13 tỷ ( xung quanh rất nhiều tiện ích đang hình thành ).

+ nằm ngay sát ubnd quận gia lâm, gần hồ sen rộng 10ha, được hồ điều hòa nên không khí khu vực này rất mát và thoáng. đây là khu vực trung tâm đầu não của quận gia lâm sau này nên tất cả các dự án lớn nhỏ quanh khu vực này đều đang được huyện gia lâm đầu tư rất bài bản, tiện ích bạt ngàn, dân trí cực cao, thích hợp người mua an cư lâu dài...

+ pháp lý: sổ đỏ chính chủ, không cầm cố, sẵn sàng công chứng, hỗ trợ vay bank.

liên hệ trước 30 phút để xem đất: 0925333999
thuyan.net – cam kết bán đúng giá - không thu phí người mua - hỗ trợ thủ tục sang tên!"	False	False	True	True	0.2	dự án Shophouse Thuận An, Trâu Quỳ, Huyện Gia Lâm	Thuận An, Trâu Quỳ, Gia Lâm, Hà Nội	dự án Shophouse Thuận An, Trâu Quỳ, Huyện Gia Lâm	17.400000000000002
Bán nhà Mỗ Lao, Hà Đông ngõ rộng ô tô tránh, 48m2, 8.1 tỷ	8.1	https://batdongsan.vn/ban-nha-mo-lao-ha-dong-ngo-rong-o-to-tranh-48m2-81-ty-r285039	48.0		6.0	Mỗ Lao Hà Đông	"+ nhà nằm gần khu dịch vụ mỗ lao, thông hai đầu ngõ ô tránh.
+ diện tích 48m2, nhà 5 tầng chịu lực chắc chắn, thiết kế mỗi tầng 2 ngủ.
+ cạnh nhà có sân chơi nhà văn hóa, chiều chiều đông vui người ra tập thể dục.
+ khu phân lô cán bộ, hàng xóm toàn giáo viên, bác sĩ, cán bộ về hưu, dân trí cao ở rất thích.
+ nằm ở trung tâm mỗ lao, tiện ích bạt ngàn, xung quanh đầy đủ trường học các cấp, bệnh viện, siêu thị, chợ,..
+ dễ dàng di chuyển sang thanh xuân, cầu giấy, quang trung, trần phú,..
+ chủ nhà cô tâm giáo viên cấp 3 về hưu, nay bán đi hồi hương.
+ giá 8.1 tỷ ( có thương lượng với khách thiện chí)
+ sổ đỏ chính chủ, vuông đẹp.
+ liên hệ e quân nhà đẹp 0934503893 xem nhà ngay."	False	False	True	False	5.0	Mỗ Lao, Hà Đông	Mỗ Lao Hà Đông	Mỗ Lao, Hà Đông	240.0
Nhà Phường 12 Gò Vấp sát mặt tiền, hẻm 6m, sổ A4 , 94m2 3 tầng, 9.9 tỷ	9.9	https://batdongsan.vn/nha-phuong-12-go-vap-sat-mat-tien-hem-6m-so-a4-94m2-3-tang-99-ty-r285038	94.0	3.0	4.0	Bùi Quang Là	"ms 32923
* vị trí: nhà hẻm 1 sẹc đường bùi quang là, phường 12, gò vấp, sát mặt tiền.
* diện tích 94m2, hình sổ vuông thành sắc cạnh, đầy đủ công năng sử dụng.
• kết cấu btct, 3 tầng, 3 phòng ngủ, 4wc, sân thượng, xe hơi ngủ trong nhà
* nhà có diện tích lớn nên các phòng được thiết kế rộng rãi.
* đường trước nhà 6m.
* hàng xóm thân thiện, dân trí.
* sổ hồng riêng, không quy hoạch."	True	False	False	False	3.0	đường Bùi Quang Là, Phường 12, Quận Gò Vấp	Bùi Quang Là	đường Bùi Quang Là, Phường 12, Quận Gò Vấp	282.0
Bán nhà Thanh Bình - Mộ Lao - 50m ra phố	3.85	https://batdongsan.vn/ban-nha-thanh-binh-mo-lao-50m-ra-pho-r285035	30.0			Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội, -Dự án-	"vì 1 số lý do, khách không về công chứng được, chủ tiếp tục gửi bán
căn hộ thanh bình - mộ lao - khu vực trung tâm, 50m ra phố, 100m ra cầu trắng, phố trần phú.
dt: 30m2, 5 tầng, 3 ngủ, mặt tiền 7,1m
nhà đẹp ở ngay, lợi thế mặt tiền lớn, khu vực tiện ích, văn minh, an ninh tốt
sổ đỏ đẹp, giao dịch ngay
chào bán 3 tỷ 85 ( giá chốt thương lượng )
liên hệ 0372550562"	False	False	True	True	5.0	Thanh Bình - Mộ Lao	Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội, -Dự án-	Thanh Bình - Mộ Lao	150.0
Nhà mặt phố Tô Hiệu, 2 thoáng-vỉa hè-KD, 35m2 giá chỉ 9 tỷ	9.0	https://batdongsan.vn/nha-mat-pho-to-hieu-2-thoang-via-he-kd-35m2-gia-chi-9-ty-r285034	35.0	4.0	3.0	Tô Hiệu, Hà Đông	"+ nhà mặt phố tô hiệu, bên cạnh là lối đi của trung tâm y tế phường nên nhà 2 thoáng vĩnh viễn, vỉa hè rộng thênh thang, kinh doanh rất đỉnh, đường trước nhà ô tô tránh, dừng đỗ bất kỳ giờ nào. phố tô hiệu thông sang lê lai, lê lợi, lê hồng phong .....khu vực trung tâm hà đông, tiện ích không thiếu thứ gì, an sinh đỉnh. vị trí trung tâm phố cổ hà đông cực hiếm nhà bán.
+ nhà đang kinh doanh bán ăn sáng và ăn trưa doanh thu trung bình 50 đến 60 triệu mỗi tháng.
+ nhà hiện 4 tầng đã cũ khách mua về xây toà nhà 5, 6 tầng tháng máy vừa ở vừa kinh doanh hay cho thuê giá trị rất cao. hoặc khách chưa có điều kiện xây mới thì nhà hiện có vẫn ở và kinh doanh rất ổn.
+ sổ vuông đét không lỗi phong thủy, sẵn sàng giao dịch.
+ liên hệ ngay anh bình sđt 0945936168 để được tư vấn và xem nhà trực tiếp."	True	True	True	True	4.0	phố Tô Hiệu, Hà Đông	Tô Hiệu, Hà Đông	phố Tô Hiệu, Hà Đông	140.0
PHƯỚC BỬU XUYÊN MỘC BÀ RỊA VŨNG TÀU	4.0	https://batdongsan.vn/phuoc-buu-xuyen-moc-ba-ria-vung-tau-r285033	370.0	3.0	2.0	Đường Hùng Vương A16	"chính chủ
cần bán mảnh đất có nhà đẹp.
dt 7x53 100tc tổng 370m
2 mt đường nhựa.bên hông nhà có hẻm 3m thít hợp xây trọ.hoặc ở.
gần trung tâm hành chính tt phước bửu, cách biển hồ tràm 10phut
gần công viên bờ hồ ,bệnh viện .trường học.
giá 4tỷ tl
ac có nhu cầu liên hệ e chính chủ
0365271331 đức trí."	False	False	True	False	0.8	Phước Bửu, Xuyên Mộc, Bà Rịa Vũng Tàu	Đường Hùng Vương A16	Phước Bửu, Xuyên Mộc, Bà Rịa Vũng Tàu	296.0
Nhà mới đẹp, đối diện Aeon Mall và gần chợ Sơn Kỳ, 2.95 tỷ	2.95	https://batdongsan.vn/nha-moi-dep-doi-dien-aeon-mall-va-gan-cho-son-ky-295-ty-r285032	36.0	2.0	2.0	Bờ Bao Tân Thắng, Sơn Kỳ, Tân Phú	nhà mới đẹp nằm đối diện aeon tân phú, đi bộ ra công viên và chợ sơn kỳ chỉ 2 phút, tiện ích dịch vụ xung quanh đầy đủ. nhà kết cấu 1 trệt 1 lầu, gồm 2 phòng ngủ, 2 toilet. nhà có chỗ để thờ cúng, ban công thoáng mát. gia đình để lại nội thất trong nhà. sổ chuẩn vuông đẹp, pháp lý rõ ràng. liên hệ anh võ: 0909 100 817. không tiếp trung gian.	False	False	True	False	2.0	đối diện Aeon Mall, gần chợ Sơn Kỳ	Bờ Bao Tân Thắng, Sơn Kỳ, Tân Phú	đối diện Aeon Mall, gần chợ Sơn Kỳ	72.0
Nhà Phùng Hưng, ngõ rộng ô tô tránh, 1 nhà ra phố, 47m2, 7.1 tỷ	7.1	https://batdongsan.vn/nha-phung-hung-ngo-rong-o-to-tranh-1-nha-ra-pho-47m2-71-ty-r284883	47.0		4.0	Phùng Hưng Hà Đông	"+ bán nhà phùng hưng, hà đông. ngõ trước nhà rộng ô tô tránh, dừng đỗ ngày đêm.
+ cách 1 nhà ra phố, ngay cạnh chung cư 89 phùng hưng đông dân cư, kinh doanh rất tốt.
+ diện tích 47m2, nhà 4 tầng btct chịu lực, mỗi tầng 2 ngủ rộng rãi.
+ tiện ích ngập tràn, ngay gần hv quân y, viện 103, viện bỏng lê hữu trác, kđt xa la, chợ hà đông,...
+ đi lại thuận tiện, kết nối các phố trần phú, xa la, cầu bươu, tô hiệu, 19/5, tô hiến thành, nguyễn công trứ,...
+ chủ nhà chị phương nay bán đi chuyển sang liền kề ngô thì nhậm ở.
+ giá 7,1 tỷ ( có thương lượng với khách thiện chí)
+ sổ đỏ chính chủ, sẵn sàng giao dịch.
+ liên hệ e quân nhà đẹp 0934503893 xem nhà ngay."	True	False	True	False	4.0	phùng hưng, quận hà đông	Phùng Hưng Hà Đông	phùng hưng, quận hà đông	188.0
Cần bán nhà Nguyễn Giản Thanh,	4.9	https://batdongsan.vn/can-ban-nha-nguyen-gian-thanh-r284882	90.0	4.0	4.0	27 Yên Bái, Hải Châu 1, Hải Châu, Đà Nẵng.	"* cần bán nhà đường mỹ đa tây, khuê mỹ , ngũ hành sơn, đà nẵng giá 4 tỷ 900 triệu.
* dt 90m2 (5 x 18)m.
* kết cấu 2 tầng, 4 phòng ngủ, phòng thờ, sân phơi đầy đủ.
* nội thất cao cấp, xách valy vào ở ngay.
* đang cho thuê 15 triệu/tháng.
* gần biển, bệnh viện, trường đh kinh tế đn.
* dân cư đông đúc, hàng xóm thân thiện, trí thức.
* cần bán nhanh, giá còn thương lượng.
lh zalo phương 0905616141"	False	True	True	False	2.0	đường Mỹ Đa Tây, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng	27 Yên Bái, Hải Châu 1, Hải Châu, Đà Nẵng.	đường Mỹ Đa Tây, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng	180.0
Nhà Siêu Rẻ Sát Mặt Tiền Âu Cơ Tân Phú Chỉ Nhỉnh 3 tỷ.	3.4	https://batdongsan.vn/nha-sieu-re-sat-mat-tien-au-co-tan-phu-chi-nhinh-3-ty-r284881	57.0			Âu Cơ Phú Trung Tân Phú	"nhà siêu rẻ sát mặt tiền âu cơ tân phú chỉ nhỉnh 3 tỷ.
nhà 1 trệt 1 lầu, 3pn, 3wc, chủ ngăn thành 2 căn để cho thuê 10tr/tháng. nhà mới dọn vào ở ngay, có phòng ngủ dưới trệt cho người già, trên lầu để suốt có thể ngăn thêm phòng.
vị trí sát mặt tiền, cách hẻm xe hơi 10m, gần chợ, trường học, ủy ban nhân dân phường, tiện ích xung quanh không thiếu gì, giáp tân bình, quận 11.
pháp lý chuẩn, sổ hồng riêng, công chứng ngay.
giá chỉ 3.4 tỷ thương lượng tốt."	True	False	True	False	2.0	đường Âu Cơ, Quận Tân Phú	Âu Cơ Phú Trung Tân Phú	đường Âu Cơ, Quận Tân Phú	114.0
Bán nhà Lạc Long Quân 108m2, ngõ ô tô, MT 6m 5 tầng kinh doanh giá 28 tỷ 500tr	28.5	https://batdongsan.vn/ban-nha-lac-long-quan-108m2-ngo-o-to-mt-6m-5-tang-kinh-doanh-gia-28-ty-500tr-r284878	108.0	2.0	5.0	Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội	"bán nhà lạc long quân 108m2, ngõ ô tô, mt 6m 5 tầng kinh doanh giá 28 tỷ 500tr

- diện tích thực tế sử dụng 113m2, phía trước nhà để sân rộng, phía sau nhà có khe thoáng. nhà xây vuông vắn, cầu thang bộ rộng rãi, có ô chờ thang máy.

- nhà thông sàn 3 tầng dưới để kinh doanh hoặc có thể làm văn phòng.
- tầng 4 để ở có phòng ăn, bếp, phòng khách và phòng ngủ.
- tầng 5: 1 phòng rộng và sân.
- vị trí sát mặt đường võ chí công, ra hồ tây , quảng trường 2 con rồng vài trăm mét.
- sổ vuông đủ 108m2

* giá cả có thể thương lượng trực tiếp
em huy 0819860128

xin cảm ơn"	True	False	True	True	4.2	đường Lạc Long Quân	Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội	đường Lạc Long Quân	453.6
Chính Chủ Bán Nhà Mỹ Đình, Nam Từ Liêm, Diện Tích 43m2, 6 Tầng, Mặt Tền 6m, Chỉ Hơn 4 Tỷ.	4.6	https://batdongsan.vn/chinh-chu-ban-nha-my-dinh-nam-tu-liem-dien-tich-43m2-6-tang-mat-ten-6m-chi-hon-4-ty-r284877	43.0	6.0	6.2		"nhà chính chủ muốn bán rẻ nhất khu vực mỹ đình, nam từ liêm, hà nội, diện tích rộng 43m2, 6 tầng kinh doanh, 6m mặt tiền, gía bán nhanh nhỉnh 4 tỷ.
+giao thông :
thuận tiện di chuyển trong trung tâm nội thành hà nội, chỉ mất 500m ra trục đường chính hồ tùng mậu,phạm hùng, đình thôn, mỹ đình….là trung tâm giao nối giữa các tuyến đường xung quanh khu vực nam từ liêm-hà nội.
- tiện ích:
tiện ích xung quanh đầy đủ, trung tâm của đại hội thể dục thể thao quốc gia, sân vận động quốc gia mỹ đình chỉ cách 500m, xung quanh có nhiều trường đh quốc gia hà nội, đh ngoại ngữ, đh thương mại và trường học các cấp từ cấp 1,2,3 chỉ trong bán kính 1km.
-dân trí:
khu vực dân trí cao, đông dân cư kinh doanh cực kỳ sầm uất.
-thiết kế:
nhà thiết kế chắc chắn, gồm 6 tầng chắc chắn.
+ tầng 1: để xe, bếp.
+ tầng 2: 1 phòng ngủ rộng, vệ sinh.
+ tầng 3,4: mỗi tầng 2 phòng ngủ, vệ sinh.
+ tầng 5 : 1 phòng ngủ, 1 vệ sinh.
+ tầng 6: tiểu cảnh, vườn trà, nướng bbq.
hiện tại đang cho thuê lợi nhuận dòng tiền 240tr/năm.
- pháp lý: sổ đỏ nở hậu vuông nét chính chủ.
- vui lòng liên hệ: em bền chuyên bds hà nội - 034.226.24.56"	False	True	True	True	6.0	Mỹ Đình, Quận Nam Từ Liêm, Hà Nội	Mỹ Đình, Quận Nam Từ Liêm, Hà Nội	Mỹ Đình, Quận Nam Từ Liêm, Hà Nội	258.0
Nhà Ngô Quyền, Taxi đỗ cửa, 40m2, nhỉnh 4 tỷ	4.25	https://batdongsan.vn/nha-ngo-quyen-taxi-do-cua-40m2-nhinh-4-ty-r284876	40.0	4.0	3.0		"- vị trí trung tâm phường, gần ngay khu đô thị văn khê, hạ tầng giao thông đồng bộ, thuận tiện kết nối đi ra các phố lớn hà đông và đi các tỉnh khác. nhà nằm ở khu vực trung tâm, hưởng trọn tiện ích các khu đô thị.
- căn nhà được thiết kế hiện đại, xây dựng chắc chắn, gồm 4 phòng ngủ, phòng khách, bếp…
- chuẩn pháp lý, đã sẵn sàng cho giao dịch.
- anh/chị quan tâm liên hệ anh bình 0945936168 để biết thêm thông tin về căn nhà."	False	False	True	False	0.8	đường Ngô Quyền	đường Ngô Quyền	đường Ngô Quyền	32.0
Bán nhà hẻm 4.5m Nguyễn Văn Khối Phường 11 Gò Vấp 55m2 4 tầng chỉ 7 tỷ	7.0	https://batdongsan.vn/ban-nha-hem-45m-nguyen-van-khoi-phuong-11-go-vap-55m2-4-tang-chi-7-ty-r284872	55.0	4.0	5.0	Nguyễn Văn Khối	"ms 32023
* vị trí: gần siêu thị, chợ, trường học các cấp, bệnh viện, công viên làng hoa, dịch vụ tiện ích xung quanh bao la. thuận tiện giao thông.
* hẻm xe hơi ngủ trong nhà, rộng 4.5m, an ninh, sạch sẽ. dãy nhà cao tầng, dân trí.
* diện tích 55m2, 4 tầng, 4 phòng ngủ, 5wc.
* pháp lý: không lộ giới, sổ hồng hoàn công đầy đủ."	True	False	True	False	4.0	Nguyễn Văn Khối, Phường 11, Quận Gò Vấp	Nguyễn Văn Khối	Nguyễn Văn Khối, Phường 11, Quận Gò Vấp	220.0
