	Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description
161	Giảm giá sốc, 50m*4t chỉ 5.65 tỷ Quang Trung, Hà Đông - ô tô vào nhà	5.65 tỷ	https://batdongsan.vn/giam-gia-soc-50m4t-chi-565-ty-quang-trung-ha-dong-o-to-vao-nha-r254582	50	nan	nan	nan	"* Mô tả: Nhà xây 4 tầng đẹp long lanh, ô tô vào nhà, chỉ 20m ra mặt phố Quang Trung, thoáng trước - sau. Chủ tự xây tâm huyết, thiết kế không gian mở và phòng nào cũng có cửa sổ đón ánh sáng tự nhiên. Ngay đầu ngõ là mặt phố, bến xe Bus, ga tàu điện trên cao, giao thông vô cùng thuận tiện. Xung quanh đầy đủ trường lớp các cấp + chợ sầm uất. Hàng xóm đều là cán bộ nhà nước và rất thân thiện, an ninh đảm bảo tuyệt đối.
* Kiến trúc: Chủ xây tâm huyết, còn rất mới. Tổng 4PN
* Không lỗi phong thủy.
* Sổ đỏ trên bàn sẵn sàng giao dịch
* LH 0985298433 để biết thêm chi tiết"
162	Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Nguyễn Thức Đường phường An Lạc , quận Bình Tân giá rẻ	2850000000 tỷ	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-duong-nguyen-thuc-duong-phuong-an-lac-quan-binh-tan-gia-re-r254581	60	4	3	nan	"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường Nguyễn Thức Đường phường An Lạc , quận Bình Tân giá rẻ
- Diện tích 4×15(60m2)
- Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 2 lầu gồm 1 phòng khách, 1 bếp, 4 phòng khách, 3 nhà vệ sinh
- Gần với phòng khám tư nhân Nguyễn Thị Hồng Cẩm
- Gần với câu lạc bộ Hưu Trí quận Bình Tân , gần cửa hàng túi xách Khang Vân
- Cách mặt tiền đường Kinh Dương Vương tầm 200m
- Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- Giá 2.850 tỷ"
163	Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường số 1 An Lạc , quận Bình Tân giá rẻ	2550000000 tỷ	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-duong-so-1-an-lac-quan-binh-tan-gia-re-r254580	60	4	3	nan	"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường số 1 An Lạc , quận Bình Tân giá rẻ
- Diện tích 4×15(60m2)
- Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 2 lầu gồm 1 phòng khách, 1 bếp, 4 phòng khách, 3 nhà vệ sinh
- Gần với phòng khám tư nhân bác sĩ Hoàng Quốc Chung , gần với Cổ nghệ Thương phẩm
- Gần với lò bánh mì Hòa Hưng và hotel Amura
- Cách mặt tiền đường An Dương Vương tầm 300m
- Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- Giá 2.550 tỷ"
164	Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 266 phường 6 , quận 8 giá rẻ	3050000000 tỷ	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-duong-266-phuong-6-quan-8-gia-re-r254578	60	4	3	tiền đường 266 phường 6 , quận 8	"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 266 phường 6 , quận 8 giá rẻ
- Diện tích 4×12 (48m2)
- Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 2 lầu gồm 1 phòng khách, 1 bếp, 4 phòng khách, 3 nhà vệ sinh
- Gần vói cửa hàng Vinmart + , gần Bách hóa xanh , gần với cửa hàng Co Yên food
- Gần với trường mẫu giáo Thần Đồng Việt
- Cách mặt tiền đường Bùi Minh Trực tầm 200m
- Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- Giá 3.050 tỷ"
165	Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 1 phường 6 , quận 8 giá rẻ	3150000000 tỷ	https://batdongsan.vn/chu-nha-gui-ban-nha-gap-de-dinh-cu-nuoc-ngoai-gia-re-mat-tien-duong-1-phuong-6-quan-8-gia-re-r254577	48	4	3	đường 1 phường 6 , quận 8	"Chủ nhà gửi bán nhà gấp để định cư nước ngoài giá rẻ mặt tiền đường 1 phường 6 , quận 8 giá rẻ
- Diện tích 4×12 (48m2)
- Thiết kế nhà hiện đại sang trọng kết cấu 1 trệt 2 lầu gồm 1 phòng khách, 1 bếp, 4 phòng khách, 3 nhà vệ sinh
- Gần cửa hàng Madrid Coffee and Tea , gần với kho thực phẩm Quốc tế VimexSG
- Gần
- Cách mặt tiền đường Liên Tỉnh 5 tầm 300m
- Nằm gần chợ ,xung quanh kinh doanh buôn bán sầm uất có các dịch vụ tiện ích xung quanh như của hàng tện lợi, gần bách hóa xanh , các của hàng buôn bán thời trang và các dịch vụ chăm sóc sức khỏe và làm đẹp
- Khu vực xung quanh cao ráo không lo ngập lụt trong mùa mưa, an ninh dân trí cao
- Sổ hồng riêng bao hồ sơ pháp lý sang tên chuyển nhượng trong ngày
- Giá 3.150 tỷ"
166	Bán nhà hẻm đường Tạ Quang Bửu, Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-ta-quang-buu-quan-8-r254576	nan	nan	nan	nan	"Cần bán gấp căn nhà hẻm đường Tạ Quang Bửu, phường 6, Quận 8
Diện tích 39m2 (3.5x11.2m)
1trệt,1lầu, 2PN, 2WC
Giao thông đi lại thuận tiện qua các Quận 5, 1, Gò Vấp,…
Tiện ích xung quanh đầy đủ không thiếu thứ gì: Chợ, trường học, bệnh viện.
Gần căn hộ cao cấp, các công ty xung quanh, tiện kinh doanh buôn bán.
Pháp lý nghiêm chỉnh rõ ràng. Chính chủ đứng tên.
Giá 1 tỷ 7"
167	Bán nhà hẻm đường Bông Sao, Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-bong-sao-quan-8-r254575	nan	nan	nan	nan	"Cần bán gấp nhà hẻm đường Bông Sao, phường 5, Quận 8
- Diện tích: 42m2 (4x10.5m), đã hoàn công đầy đủ
- Kết cấu: 1 trệt, 1 lầu , gồm 2 PN, 2 WC, ban công rộng thoáng
- Nhà thiết kế hiện đại, sang trọng, vật liệu xây dựng tốt, kệ bếp và cửa làm bằng gỗ tay vịn chắc chắn, mỗi phòng đều có cửa sổ, đèn trần, rèm cửa
- Pháp lý: Sổ hồng riêng chính chủ, công chứng sang tên trong ngày
- Xung quanh đầy đủ mọi tiện ích như trường học các cấp, bệnh viện, ngân hàng, hàng quán,....
- Thích hợp cho gia đình ở lâu dài
Giá 1 tỷ 9"
168	PHÁ SẢN BÁN GẤP NHÀ HUỲNH TẤN PHÁT 48M2 2.2 TỶ, QUẬN 7	2.2 tỷ	https://batdongsan.vn/pha-san-ban-gap-nha-huynh-tan-phat-48m2-22-ty-quan-7-r254574	48	2	2	nan	"Phá sản bán gấp nhà hẻm đường Huỳnh Tấn Phát, phường Phú Thuận, quận 7
DT: 48m2 (ngang 4 dài 12m)
Nhà gồm 1 trệt 1 lầu, 2PN, 2WC
Vị trí nhà tiệm cận với nha khoa, cây xăng,Coop Food, nhiều công ty văn phòng,…
Hẻm rộng, xe hơi ra vào thoải mái
Sổ hồng riêng, chính chủ, sang tên công chứng trong ngày
Giá: 2.2 tỷ"
169	Cực đỉnh CẦU GIẤY - Mới đẹp YÊN HÒA - 35M2 - 5 tầng - Giảm chào sâu	4.1 tỷ	https://batdongsan.vn/cuc-dinh-cau-giay-moi-dep-yen-hoa-35m2-5-tang-giam-chao-sau-r254573	35	3	4	Ngõ 42	"30M ra phố - Mới đẹp liền tay - Cho thuê ra tiền - Tiện ích đa dạng

Mô tả:
+ Nhà xây mới đẹp, chủ tâm huyết, khách chốt nhà xong chỉ việc xách hành lí vào ở liền

+ Bước chân ra ngoài là chợ, đầy đủ tiện ích, hàng quán cửa tiệm ko thiếu thứ gì. Siêu gần các đại học lớn, TTTM

+ 30M ra ngay đường oto chạy, Ngõ cực nông, ba gác tận cửa, Giao thông cực thuận tiện

+ Hàng xóm thân thiện tốt bụng, ngõ siêu yên tĩnh, an sinh cực tốt
Thiết kế: 5 tầng, 3PN thông sàn, 4WC
Thông tin đúng như mô tả
Giá: 4.1 Tỷ ( Có thương lượng)"
170	Bán nhà hẻm đường Tạ Quang Bửu, Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-ta-quang-buu-quan-8-r254572	nan	nan	nan	nan	"Bán nhà hẻm đường Tạ Quang Bửu phường 3 quận 8.
Cách hẻm xe hơi 20m .
Diện tích chuẩn 35m2 (3,5 x 10m)
Nhà đẹp y hình 1 trệt 1 lầu 2 phòng ngủ 2 vệ sinh
An ninh, gần chợ trường học bệnh viện, ủy ban công an…
Pháp lý sổ hồng riêng mua bán công chứng sang tên
Giá : 1 tỷ 55"
171	Bán nhà hẻm đường Bông Sao, Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-bong-sao-quan-8-r254571	nan	nan	nan	nan	"Cần bán gấp nhà hẻm đường Bông sao, phường 5, Quận 8
Diện tích 39m2 (3x13m)
Kết cấu 1 trệt 1 lầu, 2PN, 2WC
Nhà mới vào ở ngay, chính chủ, xây dựng kiên cố, an ninh…
Pháp lý chuẩn, sổ hồng riêng, hoàn công đầy đủ, công chứng ngay, hỗ trợ vay bank.
Giá bán: 1 tỷ 55"
172	Bán nhà hẻm đường Huỳnh Tấn Phát, Quận 7	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-huynh-tan-phat-quan-7-r254570	nan	nan	nan	nan	"Chính chủ cần bán nhà hẻm Huỳnh Tấn Phát, phường Phú Mỹ, Quận 7.
- DT: 3.5x15m, CN: 52.5m2
- Trệt, 1 lầu, 2PN, 2WC
- Nhà mới dọn vào ở ngay.
- Tiện ích: gần của hàng tiện lợi, ngân hàng, trường học,…
- Sổ hồng riêng, hoàn công đầy đủ.
Giá bán: 1 tỷ 950"
173	Nhà phố- Biệt thự Bảo Sơn HƠN HẲN về đẳng cấp với nhà phố CITYLAND	24 tỷ	https://batdongsan.vn/nha-pho-biet-thu-bao-son-hon-han-ve-dang-cap-voi-nha-pho-cityland-r254569	130	6	8	nan	"Biệt thự được thiết kế sang trọng
- kết cấu vững chắc - sổ hồng.
+ Diện tích 8*16 tổng diện tích sử dụng hơn 500m².
+ Xây dựng 1 trệt 4 lầu sân thượng trước sau.
+ Gồm 6 phòng ngủ, 7 phòng tắm, phòng khách, bếp, gara ôtô.
+ Đường trãi nhựa 12m.
----------------------------------------------
Tiện ích đầy đủ trong bán kính 2km.
- Bệnh viện Tân Phú, Tân Sơn Nhất...
- Siêu thị co0p Mart, Big C...
- Trường học cấp 1,2,3 cao đẳng, đại học...
- Sân bay Tân Sơn Nhất chỉ 15 phút.
- Trung tâm thương mại Pandora. Ngoài ra còn thuận tiện đi chuyển về các quận trung tâm như Bình Thạnh, Phú Nhuận, Gò Vấp, Quận 10...
---------------------------------------------
- Pháp lý: Sổ hồng hoàn công đầy đủ.
- Giá: 24 tỷ 750 triệu thương lượng. Chiết khấu lên đến 10% cho khách hàng đầu tư.
+ Không chỉ là nhà mà còn là sự bảo chứng về thịnh vượng cho chính gia chủ và gia đình mỗi khách hàng.
Cam kết: Thông tin chính xác khách quan, pháp lý chuẩn, hỗ trợ vay vốn ngân hàng, xem nhà gặp trực tiếp chủ làm việc. Nói không với kê giá. Phục vụ tận tâm, nhiệt tình với phương châm khách hàng luôn là thượng đế.
Chi tiết xin liên hệ qua zalo hoặc sđt 0936.36.4979 Mr Hiếu."
174	Bán nhà hẻm đường Bông Sao, phường 1, Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-bong-sao-phuong-1-quan-8-r254568	nan	nan	nan	nan	"Chính chủ gửi bán căn nhà hẻm đường Bông Sao, phường 1, Quận 8.
DT: 48m2 (4x12m)
Nhà 1 trệt, 1 Lầu. Gồm 2pn 2wc
Vị trí đẹp, hẻm xe hơi, gần cửa hàng tiện lợi, nhà thuốc, các công ty xung quanh có thể kinh doanh buôn bán,…
Nhà mới, sạch đẹp, có thể dọn vào ở ngay.
Sổ hồng riêng, hoàn công đầy đủ.
Giá Bán : 1 tỷ 9"
175	Bán nhà hẻm đường Tạ Quang Bửu, Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-ta-quang-buu-quan-8-r254567	nan	nan	nan	nan	"Thanh lý nhà hẻm đường Tạ Quang Bửu, phường 5, quận 8.
DT: 27.5m2 (3x9.2m)
Kết cấu: 1 trệt 1 lầu kiên cố, 2 PN, 2 WC
Tiện ích gần cửa hàng tiện lợi, ngân hàng, dịch vụ chăm sóc sắc đẹp,…
Sổ hồng đầy đủ, có thể dọn vào ở ngay.
Giá : 1.5 tỷ"
176	BÁN NHÀ HẺM HUỲNH TẤN PHÁT, P.TÂN PHÚ, QUẬN 7	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-huynh-tan-phat-ptan-phu-quan-7-r254566	nan	nan	nan	nan	"Cần bán nhà hẻm đường Huỳnh Tấn Phát, phường Tấn Phú, Quận 7
Diện tích: 38.5m2 (3.5x11m)
Kết cấu: 1Trệt, 1Lầu ( 2Phòng ngủ, 2WC ).
Nhà mới 100% xây dựng kiên cố, chắc chắn
Tiện ích quanh nhà: gần các cửa hàng tiện lợi, ngân hàng, dịch chăm sóc sắc sức khỏe, sắc đẹp,…
Pháp lý : Sổ Hồng Riêng. Hoàn công đầy đủ. Hỗ trợ vay ngân hàng
Giá bán: 1 tỷ 7"
177	BÁN NHÀ HẺM HUỲNH TẤN PHÁT, P.TÂN PHÚ, QUẬN 7	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-huynh-tan-phat-ptan-phu-quan-7-r254564	nan	nan	nan	nan	"Cần bán nhà hẻm đường Huỳnh Tấn Phát, phường Tấn Phú, Quận 7
Diện tích: 38.5m2 (3.5x11m)
Kết cấu: 1Trệt, 1Lầu ( 2Phòng ngủ, 2WC ).
Nhà mới 100% xây dựng kiên cố, chắc chắn
Tiện ích quanh nhà: gần các cửa hàng tiện lợi, ngân hàng, dịch chăm sóc sắc sức khỏe, sắc đẹp,…
Pháp lý : Sổ Hồng Riêng. Hoàn công đầy đủ. Hỗ trợ vay ngân hàng
Giá bán: 1 tỷ 7"
178	Bán nhà hẻm đường Bông Sao, Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-hem-duong-bong-sao-quan-8-r254563	nan	nan	nan	nan	"Cần bán nhà hẻm đường Bông Sao, phường 5, quận 8.
DT: 40m2 (4m × 10m)
1 trệt - 1lầu - 2PN- 2 WC
Tiện ích: gần các quán ăn, quán cà phê, trường tiểu học, dân cư đông đúc,…
Sổ hồng riêng, hoàn công đầy đủ.
Giá: 1ty720tr"
179	Tại sao phải tham quan KDC Bảo Tân trước khi mua bất cứ Nhà Phố Kinh doanh nào!	7 tỷ	https://batdongsan.vn/tai-sao-phai-tham-quan-kdc-bao-tan-truoc-khi-mua-bat-cu-nha-pho-kinh-doanh-nao-r254562	348	5	6	nan	"Bán nhà mặt tiền số 61 Nguyển Triệu Luật Nằm ngay cạnh UBND Tân Tạo ngay chợ BÀ HOM và KDC Tên Lửa, Q.BÌNH TÂN.
Vị trí rất đẹp, đường 20m hạ tầng âm. Con đường kinh doanh sầm uất ngày đêm. Không lỗi phong thủy.
- Tổng quan dự án: Có 36 căn nhà phố 8 căn shophouse
- Diện tích đa dạng từ: 4x20m, 4.5x20m, 5x22m, ...
- Giá chỉ từ: 7 tỷ/căn.
- Thiết kế bán cổ điển: 1 trệt 3 lầu - 4pn, 5wc, p.khách, bếp...
- Tích hợp thang máy gia đình.
- Vị trí vàng duy nhất tại quận Bình Tân, đảm bảo đi xem là thích ngay
- Pháp lý: Sổ hồng riêng có sẵn
- Ngân hàng Tp.bank, BIDV, MB, ACB,....Bảo lãnh trực tiếp
= Đặc biệt:
+ Chiết khấu ngay 200tr/căn cho 10 khách cọc đầu tiên.
+ Giá Tốt cho khách đầu từ mua 2 căn trở lên
Liên hệ trưc tiếp Chủ Đầu Tư: 0936.36.4979 Mr Hiếu"
180	Bán gấp nhà tại Nguyễn Văn Trỗi, Phường 8, Phú Nhuận.	1.35 tỷ	https://batdongsan.vn/ban-gap-nha-tai-nguyen-van-troi-phuong-8-phu-nhuan-r254561	15	2	2	nan	"- Địa chỉ: Nguyễn Văn Trỗi, Phường 8 Phú Nhuận.
- Diện tích:15 m2 (2.5x6.3)
- Giá: 1.35 tỷ.
- Kết cấu: 1 trệt 1 lầu 1 lửng, 2 WC.
- Vị trí quá tuyệt vời. Chỉ cách mặt tiền có đúng 20m. Ngay đoạn đầu, khu Vip gần công viên Hoàng Văn Thụ, đi đâu cũng cực gần.
- Vị trí đẹp gần mặt tiền. Hẻm to sạch đẹp, 3 gác vô tư, thông Hoàng Văn Thụ.
- Hẻm cực kì an ninh, sạch đẹp."
181	NHÀ ĐẸP 2 TẦNG HXH THỐNG NHẤT 45M - GIÁ 3 TỶ 77 TL	3.77 tỷ	https://batdongsan.vn/nha-dep-2-tang-hxh-thong-nhat-45m-gia-3-ty-77-tl-r254559	45	2	2	nan	"Nhà đẹp đa công năng, hiếm, giá tốt chỉ 3 tỷ 77TL

- Nhà mới mua vào ở ngay, kết cấu 1 trệt 1 lầu, đầy đủ công năng. Diện tích 45m, ngang gần 5m, Nhà vừa ở vừa kinh doanh, hẻm xe hơi sát mặt tiền Thống Nhất
- Giá bán 3 tỷ 77 còn thương lượng

Khách thiện chí gọi nhanh số 0825-519-011 để xem nhà và gặp chủ"
182	PHÁ SẢN BÁN GẤP NHÀ NGUYỄN THỊ THẬP - 46M2 2.1 TỶ	2.1 tỷ	https://batdongsan.vn/pha-san-ban-gap-nha-nguyen-thi-thap-46m2-21-ty-r254556	46	2	2	Nguyễn Thị Thập, quận 7	"Phá sản bán gấp nhà hẻm đường Nguyễn Thị Thập, phường Bình Thuận, quận 7
DT: 46m2 (ngang 4m, dài 11.5m)
Nhà gồm 2 phòng ngủ, 2 toilet, phòng khách, bếp
Khu vực nhà gần: trạm xăng, ngân hàng, nhà thuốc, Go NTT,…
Hẻm rộng, sạch sẽ
Khu dân cư đông đúc, dân trí
Sổ hồng riêng, chính chủ, sang tên công chứng trong ngày
Giá: 2.1 tỷ"
183	Bán gấp nhà Lê Văn Sỹ, ngang 4.5m, hxh, 2 mặt thoáng, chỉ nhỉnh 6 tỷ	6.5 tỷ	https://batdongsan.vn/ban-gap-nha-le-van-sy-ngang-45m-hxh-2-mat-thoang-chi-nhinh-6-ty-r254553	55	nan	nan	Lê Văn Sỹ, Phú Nhuận	"+ Nhà kết cấu 3 tầng, 3 phòng ngủ lớn, phòng khách, bếp rộng rãi
+ Diện tích đẹp, nở hậu đón tài lộc, 4.5mx11m
+ Hẻm xe hơi đậu cửa, có nhiều hướng tới nhà
+ Giao thông vô cùng thuận lợi, đi đâu cũng tiện, quận 1, quận 3 chỉ 5 phút, xung quanh là Phạm Văn Hai, Huỳnh Văn Bánh, Trần Quang Diệu
+ Sổ hồng riêng, chính chủ, pháp lý sạch
+ LH: em Quang 0973002442 để xem nhà và thương lượng chính chủ"
184	Bán nhà số hẻm lớn-xe hơi vào nhà-tặng toàn bộ nội thất y hình ảnh	980 triệu	https://batdongsan.vn/ban-nha-so-hem-lon-xe-hoi-vao-nha-tang-toan-bo-noi-that-y-hinh-anh-r254552	72	nan	nan	nan	"BÁN NHÀ ĐƯỜNG SỐ HẺM LỚN-XE HƠI VÀO NHÀ- TẶNG TOÀN BỘ NỘI THẤT Y Hình Ảnh
. Kết cấu 1 trệt 3 lầu. 4 phòng ngủ, 5wc, bếp, phòng khách.
+ DT: ngang 4m × 15m
+ Vị trí : sát ngay chợ, xung quanh trường cấp mần non, cấp 1,2,3 đủ hết ạ.
+ Đường 5m trải nhựa xe hơi vào nhà muốn.
+ Tiện ích : Sát cạnh siêu thị trường học , chợ bệnh viện trung tâm thương mai , Giao thông thuận lợi đi các quận trung tâm. Sổ hồng phân lô, vuông đẹp tờ A4. ( nói không với quy hoạch lộ giới.
+ Giá 950triệu. liên hệ 0372.870.144 Ngọc My"
185	NHÀ MẶT TIỀN TÔN THẤT ĐÀM FULL NỘI THẤT GỖ	3.19 tỷ	https://batdongsan.vn/nha-mat-tien-ton-that-dam-full-noi-that-g-r254548	124	2	1	nan	"NHÀ MẶT TIỀN TÔN THẤT ĐÀM FULL NỘI THẤT GỖ
✅ Diện tích: 124m2 ( Ngang 6,2m )
✅ Hướng: Đông Nam
✅ Sổ Hồng chính chủ , nhà đã hoàn công
???? Vị trí đẹp cao ráo, yên tĩnh, thoáng mát
???? Nhà thiết kế hiện đại, tiện nghi cho an cư
???? Giá: 3 Tỷ 1x ( Thương lượng chính chủ )
☎️ Liên hệ: 0799191152 gặp em VĂN để nhận thêm thông tin và xem nhà ngay."
186	Mua Nhà vườn Lộc An Airhomes – Nhận ngay 170 triệu đồng	2850000 tỷ	https://batdongsan.vn/mua-nha-vuon-loc-an-airhomes-nhan-ngay-170-trieu-dong-r254547	220	2	2	đường Long Mỹ - Láng Dài, xã Lộc An, huyện Đất Đỏ, tỉnh BR-VT.	"+THÔNG TIN SẢN PHẨM
- Vị trí: mặt tiền đường Long Mỹ - Láng Dài, xã Lộc An, huyện Đất Đỏ, tỉnh BR-VT.
- Diện tích: từ 220 - 230 m2/căn.
- Giá bán: chỉ từ 2,85 tỷ đồng/căn hoàn thiện tặng full nội thất.
- Pháp lý: sổ hồng riêng, công chứng ngay.
- Ngân hàng hỗ trợ cho vay lên đến 60%.
- Nhà hoàn thiện theo hình thức “chìa khóa trao tay”.
* Phòng khách (sofa đôi, bàn trà, kệ tivi, tủ trang trí hoặc tủ giày).
* Gian bếp (kệ bếp dưới, bàn ăn 06 ghế).
* Phòng ngủ (bộ giường ngủ, tủ đầu giường, tủ quần áo lùa).
+QUÀ TẶNG ĐẶC BIỆT
- 24 THÁNG chăm sóc cảnh quan, sân vườn miễn phí.
- 48 ĐÊM nghỉ dưỡng tại Lộc An Airhomes.
- Sử dụng FULL TIỆN ÍCH tại Khu nhà vườn Lộc An Sandy Homes.
+ TIỆN ÍCH NGOẠI KHU
- Cách bãi biển Lộc An, chợ Lộc An, trạm y tế, UBND xã Lộc An chỉ chưa đầy 3,5km.
- Cách dự án sân bay Hồ Tràm chưa đầy 2km.
- Cách Quốc Lộ 55 (QL55) 3km.
- Cách cụm khu công nghiệp Đất Đỏ chỉ 4 km.
_______________
Trương Tấn Phiên
Liên hệ: 0357.68.4568 (hoặc kết Zalo)"
187	5,5 tỷ HXH CX Phan Đăng Lưu 4.3x11 P3 Bình Thạnh	5.5 tỷ	https://batdongsan.vn/55-ty-hxh-cx-phan-dang-luu-43x11-p3-binh-thanh-r254542	47	3	2	nan	"LÔ GÓC- HẺM XE HƠI- KHU CƯ XÁ PHAN ĐĂNG LƯU- TRUNG TÂM BÌNH THẠNH 2 PHÚT TỚI DAKAO

5,5 tỷ Mặt Tiền CX Phan Đăng Lưu 4.3x11 P3 Bình Thạnh
+ Lô góc, 2 mặt tiền 3pn, 2wc, khu an ninh
+ Khu hiếm nhà bán, còn căn duy nhất 5,5 tỉ
+ Đối diện uỷ ban Quận Bình Thạnh, Thông Lê Văn Duyệt, Nguyễn Duy, ung bướu..."
188	Hxh 4x12 Lê Đức Thọ 3pn Phường 8 Gò Vấp	4.98 tỷ	https://batdongsan.vn/hxh-4x12-le-duc-tho-3pn-phuong-8-go-vap-r254540	48	3	2	nan	"HẺM XE HƠI - 2 TẦNG ĐÚC - FULL NỘI THẤT AN NINH DÂN TRÍ LÀNG HOA
ĐẸP 4x12 Hxh LÊ ĐỨC THỌ 3pn P 8 Gò Vấp

- Kết cấu 2 lầu, tổng 3pn, 2wc, tặng nội thất ở ngay
- Nhà mới, hẻm xe hơi thẳng1 trục 4,98 tỷ
- Kế bên là công viên, trường học…."
189	(khu vip) Nguyễn Văn Cừ 56M THANG MÁY - GA RA Ô TÔ - NGÕ THÔNG Ô BÀN CỜ - KINH DOANH	14500000 tỷ	https://batdongsan.vn/khu-vip-nguyen-van-cu-56m-thang-may-ga-ra-o-to-ngo-thong-o-ban-co-kinh-doanh-r254535	56	nan	nan	Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội	"(khu vip) Nguyễn Văn Cừ 56M THANG MÁY - GA RA Ô TÔ - NGÕ THÔNG Ô BÀN CỜ - KINH DOANH

+ Nhà mới kính koong, đường rộng 2 ô tô tránh nhau trước nhà thoải mái.
+Ga ra ô tô, kinh doanh,nhà rộng rãi thoáng mát,an sinh đỉnh, dân trí cao.
+ Nhà gần trường cấp 1,2 Gia Thụy, trường mầm non, Công An, chợ siêu thị, ngân hàng, đi sang phố Cổ 5 phút, rất nhiều tiện ích xung quanh giao thông đi lại thuận tiện, an sinh tuyệt vời.
-Sổ đỏ vuông đẹp cất két chờ giao dịch.
- Giá 14,5 tỷ có thương lượng.
*Gọi ngay : 0901721685 gặp chủ nhà"
190	NHÀ ĐẸP 4 TẦNG KHU ĐỒNG BỘ NGUYỄN TƯ GIẢN - 75M- GIÁ 7 TỶ 6 TL	7.6 tỷ	https://batdongsan.vn/nha-dep-4-tang-khu-dong-bo-nguyen-tu-gian-75m-gia-7-ty-6-tl-r254527	75	4	4	nan	"Nhà mới đẹp , xe hơi ngủ trong nhà, giá 7 tỷ 6 TL

- Kết cấu 1 trệt 3 lầu, sân thượng, nhà mới đẹp đầy đủ công năng vô ở liền
- Vị trí quá ok, toàn cán bộ cấp cao ở, nhà có gara để xe hơi riêng
- Tặng nội thất đi kèm
- Sổ hồng mua bán sang tên nhanh
- Giá bán 7.6 tỷ thương lượng

- Nhanh tay gọi 0825-519-011 để xem nhà và thỏa thuận giá"
